Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
332035,0.00,0.00,16,14.81,183,0.11,867,14.10,13.00,4.64,-10.06,3.31,1.26,0.00,0.64,0.00
332099,0.00,0.00,16,14.70,183,0.11,872,14.10,12.50,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
332163,0.00,0.00,16,14.81,183,0.11,866,14.10,13.00,4.64,-10.09,3.34,1.26,0.00,0.64,0.00
332227,0.00,0.00,16,14.70,183,0.12,859,14.10,14.00,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
332291,0.00,0.00,16,14.70,183,0.12,855,14.10,14.50,4.64,-10.06,3.34,1.24,0.00,0.64,0.00
332355,0.00,0.00,16,14.70,183,0.12,856,14.10,14.50,4.64,-10.06,3.34,1.24,0.00,0.64,0.00
332419,0.00,0.00,16,14.70,183,0.12,861,14.10,14.00,4.64,-10.07,3.31,1.24,0.00,0.64,0.00
332483,0.00,0.00,16,14.81,183,0.12,870,14.10,13.00,4.64,-10.06,3.31,1.24,0.00,0.64,0.00
332547,0.00,0.00,16,14.70,183,0.11,872,14.10,13.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
332611,0.00,0.00,16,14.70,183,0.11,877,14.10,12.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
332672,0.00,0.00,16,14.70,183,0.11,876,14.10,12.50,4.64,-10.11,3.29,1.26,0.00,0.64,0.00
332735,0.00,0.00,16,14.70,183,0.11,875,14.10,12.50,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
332795,0.00,0.00,16,14.70,183,0.11,866,14.10,13.50,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
332859,0.00,0.00,16,14.70,183,0.11,872,14.10,13.00,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
332926,0.00,0.00,16,14.59,183,0.12,881,14.10,13.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
332990,0.00,0.00,16,14.70,183,0.11,877,14.10,12.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
333054,0.00,0.00,16,14.59,183,0.11,878,14.10,12.50,4.64,-10.11,3.29,1.24,0.00,0.64,0.00
333119,0.00,0.00,16,14.70,183,0.11,875,14.10,12.50,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
333183,0.00,0.00,16,14.59,183,0.12,863,14.10,13.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
333241,0.00,0.00,16,14.70,183,0.12,870,14.10,14.00,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
333314,0.00,0.00,16,14.47,183,0.12,864,14.10,13.50,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
333370,0.00,0.00,16,14.59,183,0.11,872,14.10,14.00,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
333442,0.00,0.00,16,14.36,183,0.11,871,14.10,13.50,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
333506,0.00,0.00,16,14.47,183,0.11,874,14.10,13.50,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
333562,0.00,0.00,16,14.36,183,0.11,870,14.10,13.00,4.64,-10.13,3.34,1.24,0.00,0.64,0.00
333634,0.00,0.00,16,14.47,183,0.11,867,14.10,14.00,4.50,-10.13,3.31,1.24,0.00,0.64,0.00
333698,0.00,0.00,16,14.47,183,0.11,859,14.10,14.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
333754,0.00,0.00,16,14.36,183,0.11,856,14.10,15.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
335817,0.00,0.00,16,14.36,183,0.11,856,14.10,15.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
336437,0.00,0.00,16,14.70,183,0.11,876,14.10,14.00,4.50,-10.11,3.31,1.26,0.00,0.64,0.00
336501,0.00,0.00,16,14.81,183,0.11,880,14.10,13.00,4.50,-10.13,3.31,1.26,0.00,0.64,0.00
336565,0.00,0.00,16,14.70,183,0.11,880,14.10,12.50,4.50,-10.11,3.31,1.26,0.00,0.64,0.00
336629,0.00,0.00,16,14.70,183,0.11,881,14.10,13.00,4.50,-10.13,3.31,1.26,0.00,0.64,0.00
336693,0.00,0.00,16,14.70,183,0.11,879,14.10,12.50,4.50,-10.13,3.31,1.26,0.00,0.64,0.00
336759,0.00,0.00,16,14.70,183,0.12,878,14.10,13.00,4.50,-10.13,3.31,1.26,0.00,0.64,0.00
336823,0.00,0.00,16,14.59,183,0.11,861,14.10,13.00,4.50,-10.13,3.34,1.24,0.00,0.64,0.00
336887,0.00,0.00,16,14.59,183,0.12,861,14.10,15.00,4.50,-10.11,3.34,1.24,0.00,0.64,0.00
336951,0.00,0.00,16,14.59,183,0.12,868,14.10,14.00,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
337015,0.00,0.00,16,14.59,183,0.12,870,14.10,14.00,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
337079,0.00,0.00,16,14.47,183,0.11,866,14.10,14.00,4.64,-10.13,3.31,1.24,0.00,0.64,0.00
337141,0.00,0.00,16,14.47,183,0.11,870,14.10,14.00,4.50,-10.11,3.31,1.24,0.00,0.64,0.00
337205,0.00,0.00,16,14.36,183,0.11,874,14.10,13.50,4.64,-10.15,3.31,1.26,0.00,0.64,0.00
337269,0.00,0.00,16,14.47,183,0.11,876,14.10,13.00,4.50,-10.13,3.34,1.26,0.00,0.64,0.00
337335,0.00,0.00,16,14.36,183,0.11,875,14.10,13.50,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
337399,0.00,0.00,16,14.47,183,0.12,870,14.10,14.00,4.50,-10.13,3.34,1.26,0.00,0.64,0.00
337463,0.00,0.00,16,14.36,183,0.12,860,14.10,15.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
337527,0.00,0.00,16,14.47,183,0.12,864,14.10,14.50,4.50,-10.13,3.34,1.24,0.00,0.64,0.00
337587,0.00,0.00,16,14.59,183,0.12,858,14.10,15.00,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
337651,0.00,0.00,16,14.59,183,0.12,858,14.10,14.00,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
337717,0.00,0.00,16,14.59,183,0.12,867,14.10,14.00,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
337782,0.00,0.00,16,14.59,183,0.11,875,14.10,13.00,4.64,-10.13,3.31,1.24,0.00,0.64,0.00
337841,0.00,0.00,16,14.70,183,0.11,880,14.10,13.00,4.50,-10.13,3.31,1.26,0.00,0.64,0.00
337908,0.00,0.00,16,14.70,183,0.11,882,14.10,12.50,4.50,-10.15,3.29,1.26,0.00,0.64,0.00
337972,0.00,0.00,16,14.81,183,0.11,886,14.10,12.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
338034,0.00,0.00,16,14.81,183,0.11,883,14.10,12.00,4.50,-10.17,3.31,1.26,0.00,0.64,0.00
338098,0.00,0.00,16,14.81,183,0.11,882,14.10,12.50,4.50,-10.15,3.34,1.26,0.00,0.64,0.00
338162,0.00,0.00,16,14.81,183,0.11,875,14.10,13.00,4.50,-10.15,3.34,1.24,0.00,0.64,0.00
338229,0.00,0.00,16,14.81,183,0.11,875,14.10,13.50,4.50,-10.15,3.34,1.24,0.00,0.64,0.00
338293,0.00,0.00,16,14.81,183,0.11,883,14.10,13.50,4.50,-10.15,3.34,1.24,0.00,0.64,0.00
338352,0.00,0.00,16,14.81,185,0.11,884,14.10,13.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
338424,0.00,0.00,16,14.81,185,0.11,888,14.10,12.50,4.50,-10.17,3.31,1.24,0.00,0.64,0.00
338480,0.00,0.00,16,14.81,185,0.11,881,14.10,13.50,4.50,-10.17,3.31,1.24,0.00,0.64,0.00
338544,0.00,0.00,16,14.70,185,0.11,876,14.10,13.00,4.50,-10.17,3.34,1.24,0.00,0.64,0.00
338608,0.00,0.00,16,14.70,185,0.11,881,14.10,14.00,4.50,-10.17,3.31,1.26,0.00,0.64,0.00
338672,0.00,0.00,16,14.59,185,0.11,878,14.10,13.00,4.50,-10.17,3.31,1.26,0.00,0.64,0.00
338738,0.00,0.00,16,14.59,185,0.11,873,14.10,13.50,4.50,-10.17,3.31,1.26,0.00,0.64,0.00
338802,0.00,0.00,16,14.70,185,0.11,868,14.10,14.00,4.50,-10.15,3.34,1.26,0.00,0.64,0.00
338866,0.00,0.00,16,14.47,185,0.11,875,14.10,14.50,4.50,-10.15,3.34,1.26,0.00,0.64,0.00
338930,0.00,0.00,16,14.59,185,0.11,868,14.10,14.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
338996,0.00,0.00,16,14.47,185,0.11,872,14.10,14.50,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
339060,0.00,0.00,16,14.47,185,0.11,871,14.10,14.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
339124,0.00,0.00,16,14.24,185,0.11,875,14.10,14.00,4.50,-10.15,3.34,1.24,0.00,0.64,0.00
339180,0.00,0.00,16,14.36,185,0.11,872,14.10,14.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
339244,0.00,0.00,16,14.13,185,0.11,879,14.10,13.50,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
339310,0.00,0.00,16,14.13,185,0.12,875,14.10,13.00,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
339376,0.00,0.00,16,14.13,185,0.12,868,14.10,14.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
339440,0.00,0.00,16,14.13,185,0.12,868,14.10,14.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
339500,0.00,0.00,16,14.24,185,0.12,870,14.10,14.00,4.50,-10.13,3.34,1.26,0.00,0.64,0.00
339564,0.00,0.00,16,14.36,185,0.12,871,14.10,14.00,4.50,-10.13,3.31,1.26,0.00,0.64,0.00
339628,0.00,0.00,16,14.36,185,0.11,876,14.10,13.50,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
339692,0.00,0.00,16,14.36,185,0.11,877,14.10,13.00,4.50,-10.13,3.29,1.24,0.00,0.64,0.00
339756,0.00,0.00,16,14.36,185,0.11,877,14.10,13.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
339826,0.00,0.00,16,14.36,185,0.11,874,14.10,13.50,4.50,-10.15,3.34,1.24,0.00,0.64,0.00
339890,0.00,0.00,16,14.47,185,0.12,867,14.10,14.00,4.50,-10.11,3.34,1.24,0.00,0.64,0.00
339950,0.00,0.00,16,14.47,185,0.11,858,14.10,15.50,4.64,-10.13,3.31,1.24,0.00,0.64,0.00
340014,0.00,0.00,16,14.59,185,0.11,864,14.10,14.50,4.50,-10.11,3.34,1.26,0.00,0.64,0.00
340078,0.00,0.00,16,14.70,185,0.11,865,14.10,14.50,4.64,-10.13,3.31,1.26,0.00,0.64,0.00
340143,0.00,0.00,16,14.70,185,0.11,863,14.10,14.50,4.50,-10.11,3.34,1.26,0.00,0.64,0.00
340208,0.00,0.00,16,14.70,185,0.12,860,14.10,15.00,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
340267,0.00,0.00,16,14.70,185,0.12,854,14.10,15.50,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
340331,0.00,0.00,16,14.81,185,0.12,854,14.10,15.50,4.64,-10.09,3.31,1.24,0.00,0.64,0.00
340395,0.00,0.00,16,14.81,185,0.11,863,14.10,14.00,4.64,-10.09,3.31,1.24,0.00,0.64,0.00
340459,0.00,0.00,16,14.81,185,0.12,859,14.10,14.00,4.64,-10.11,3.29,1.24,0.00,0.64,0.00
340523,0.00,0.00,16,14.81,185,0.11,867,14.10,13.50,4.64,-10.11,3.27,1.24,0.00,0.64,0.00
340592,0.00,0.00,16,14.81,185,0.11,871,14.10,14.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
340656,0.00,0.00,16,14.81,185,0.12,868,14.10,13.00,4.64,-10.11,3.29,1.26,0.00,0.64,0.00
340720,0.00,0.00,16,14.81,185,0.12,853,14.10,13.50,4.64,-10.06,3.34,1.26,0.00,0.64,0.00
340780,0.00,0.00,16,14.70,185,0.12,857,14.10,15.50,4.64,-10.07,3.31,1.24,0.00,0.64,0.00
340844,0.00,0.00,16,14.81,185,0.12,861,14.10,14.50,4.64,-10.06,3.31,1.24,0.00,0.64,0.00
340908,0.00,0.00,16,14.70,185,0.12,871,14.10,14.00,4.64,-10.09,3.29,1.24,0.00,0.64,0.00
340976,0.00,0.00,16,14.70,185,0.11,870,14.10,13.00,4.64,-10.06,3.34,1.24,0.00,0.64,0.00
341040,0.00,0.00,16,14.70,185,0.12,859,14.10,13.00,4.64,-10.09,3.31,1.24,0.00,0.64,0.00
341104,0.00,0.00,16,14.81,185,0.11,856,14.10,14.00,4.64,-10.09,3.34,1.26,0.00,0.64,0.00
341168,0.00,0.00,16,14.70,185,0.12,851,14.10,14.50,4.64,-10.07,3.34,1.26,0.00,0.64,0.00
341232,0.00,0.00,16,14.70,185,0.12,855,14.10,15.50,4.64,-10.07,3.34,1.26,0.00,0.64,0.00
341288,0.00,0.00,16,14.70,185,0.12,862,14.10,14.50,4.64,-10.07,3.34,1.26,0.00,0.64,0.00
341352,0.00,0.00,16,14.70,185,0.11,864,14.10,14.00,4.64,-10.07,3.34,1.24,0.00,0.64,0.00
341416,0.00,0.00,16,14.70,185,0.11,863,14.10,13.50,4.64,-10.07,3.29,1.24,0.00,0.64,0.00
341480,0.00,0.00,16,14.70,185,0.11,856,14.10,14.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
341544,0.00,0.00,16,14.81,185,0.12,853,14.10,14.50,4.64,-10.07,3.31,1.24,0.00,0.64,0.00
343560,0.00,0.00,16,14.81,185,0.12,853,14.10,14.50,4.64,-10.07,3.31,1.24,0.00,0.64,0.00
344150,0.00,0.00,16,14.70,185,0.11,864,14.10,13.50,4.64,-10.11,3.29,1.26,0.00,0.64,0.00
344214,0.00,0.00,16,14.70,185,0.12,859,14.10,14.00,4.64,-10.09,3.34,1.24,0.00,0.64,0.00
344278,0.00,0.00,16,14.70,185,0.11,869,14.10,13.00,4.64,-10.07,3.29,1.24,0.00,0.64,0.00
344344,0.00,0.00,16,14.70,185,0.12,868,14.10,13.00,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
344408,0.00,0.00,16,14.70,185,0.11,866,14.10,13.50,4.64,-10.11,3.29,1.24,0.00,0.64,0.00
344472,0.00,0.00,16,14.70,185,0.12,855,14.10,14.50,4.64,-10.07,3.29,1.24,0.00,0.64,0.00
344536,0.00,0.00,16,14.59,185,0.12,858,14.10,14.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
344600,0.00,0.00,16,14.70,185,0.12,856,14.10,14.00,4.64,-10.06,3.31,1.26,0.00,0.64,0.00
344665,0.00,0.00,16,14.59,185,0.12,860,14.10,14.00,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
344729,0.00,0.00,16,14.59,185,0.11,861,14.10,14.00,4.64,-10.09,3.31,1.26,0.00,0.64,0.00
344790,0.00,0.00,16,14.59,185,0.12,858,14.10,14.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
344856,0.00,0.00,16,14.59,185,0.11,863,14.10,13.50,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
344920,0.00,0.00,16,14.59,185,0.11,866,14.10,13.50,4.64,-10.09,3.31,1.24,0.00,0.64,0.00
344984,0.00,0.00,16,14.59,185,0.11,866,14.10,13.50,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
345048,0.00,0.00,16,14.70,185,0.12,869,14.10,13.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
345112,0.00,0.00,16,14.59,185,0.11,865,14.10,13.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
345178,0.00,0.00,16,14.70,185,0.12,863,14.10,13.50,4.64,-10.09,3.34,1.26,0.00,0.64,0.00
345242,0.00,0.00,16,14.70,185,0.12,858,14.10,14.00,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
345300,0.00,0.00,16,14.70,185,0.12,863,14.10,14.00,4.64,-10.06,3.34,1.26,0.00,0.64,0.00
345366,0.00,0.00,16,14.70,185,0.11,869,14.10,13.50,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
345430,0.00,0.00,16,14.70,185,0.11,873,14.10,13.00,4.64,-10.09,3.31,1.24,0.00,0.64,0.00
345494,0.00,0.00,16,14.59,185,0.11,874,14.10,12.50,4.64,-10.11,3.29,1.24,0.00,0.64,0.00
345560,0.00,0.00,16,14.70,185,0.11,876,14.10,12.50,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
345624,0.00,0.00,16,14.70,185,0.11,880,14.10,12.50,4.64,-10.11,3.29,1.24,0.00,0.64,0.00
345688,0.00,0.00,16,14.70,185,0.11,873,14.10,13.50,4.50,-10.13,3.34,1.24,0.00,0.64,0.00
345752,0.00,0.00,16,14.59,185,0.11,868,14.10,13.00,4.64,-10.13,3.31,1.26,0.00,0.64,0.00
345816,0.00,0.00,16,14.70,185,0.11,872,14.10,13.50,4.50,-10.13,3.29,1.26,0.00,0.64,0.00
345880,0.00,0.00,16,14.70,185,0.11,868,14.10,13.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
345944,0.00,0.00,16,14.59,185,0.11,872,14.10,13.50,4.50,-10.15,3.34,1.26,0.00,0.64,0.00
346008,0.00,0.00,16,14.70,185,0.11,865,14.10,13.00,4.50,-10.13,3.31,1.26,0.00,0.64,0.00
346068,0.00,0.00,16,14.59,185,0.11,866,14.10,14.00,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
346132,0.00,0.00,16,14.59,185,0.11,864,14.10,14.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
346196,0.00,0.00,16,14.47,185,0.11,870,14.10,14.00,4.64,-10.15,3.31,1.24,0.00,0.64,0.00
346260,0.00,0.00,16,14.59,185,0.11,870,14.10,13.50,4.50,-10.13,3.31,1.24,0.00,0.64,0.00
346324,0.00,0.00,16,14.47,185,0.11,880,14.10,13.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
346388,0.00,0.00,16,14.47,185,0.11,874,14.10,12.50,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
346452,0.00,0.00,16,14.59,185,0.11,874,14.10,13.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
346516,0.00,0.00,16,14.59,185,0.12,873,14.10,13.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
346580,0.00,0.00,16,14.59,185,0.11,873,14.10,13.00,4.50,-10.13,3.34,1.26,0.00,0.64,0.00
346644,0.00,0.00,16,14.59,185,0.11,873,14.10,13.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
346708,0.00,0.00,16,14.59,185,0.11,876,14.10,13.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
346772,0.00,0.00,16,14.59,185,0.11,875,14.10,13.00,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
346836,0.00,0.00,16,14.70,185,0.11,880,14.10,12.50,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
346900,0.00,0.00,16,14.59,185,0.11,870,14.10,14.00,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
346964,0.00,0.00,16,14.70,185,0.12,864,14.10,14.00,4.50,-10.13,3.31,1.24,0.00,0.64,0.00
347030,0.00,0.00,16,14.70,185,0.11,858,14.10,15.00,4.50,-10.13,3.29,1.24,0.00,0.64,0.00
347094,0.00,0.00,16,14.70,185,0.11,864,14.10,14.00,4.50,-10.11,3.31,1.24,0.00,0.64,0.00
347158,0.00,0.00,16,14.70,185,0.11,870,14.10,13.50,4.64,-10.15,3.29,1.26,0.00,0.64,0.00
347219,0.00,0.00,16,14.70,185,0.11,873,14.10,13.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
347283,0.00,0.00,16,14.81,185,0.11,866,14.10,14.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
347347,0.00,0.00,16,14.81,185,0.11,869,14.10,14.00,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
347411,0.00,0.00,16,14.70,185,0.11,864,14.10,14.00,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
347475,0.00,0.00,16,14.81,185,0.11,868,14.10,14.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
347539,0.00,0.00,16,14.70,185,0.11,866,14.10,14.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
347605,0.00,0.00,16,14.81,185,0.11,871,14.10,14.00,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
347663,0.00,0.00,16,14.70,185,0.11,871,14.10,13.50,4.50,-10.15,3.27,1.24,0.00,0.64,0.00
347729,0.00,0.00,16,14.70,185,0.11,881,14.10,13.00,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
347793,0.00,0.00,16,14.70,185,0.11,877,14.10,12.50,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
347857,0.00,0.00,16,14.70,185,0.11,877,14.10,13.00,4.50,-10.15,3.29,1.26,0.00,0.64,0.00
347924,0.00,0.00,16,14.70,185,0.11,873,14.10,13.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
347988,0.00,0.00,16,14.70,185,0.11,873,14.10,13.50,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
348052,0.00,0.00,16,14.70,185,0.12,870,14.10,13.50,4.50,-10.13,3.34,1.26,0.00,0.64,0.00
348116,0.00,0.00,16,14.70,185,0.11,876,14.10,14.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
348180,0.00,0.00,16,14.59,185,0.11,876,14.10,13.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
348238,0.00,0.00,16,14.59,185,0.11,883,14.10,13.00,4.50,-10.17,3.29,1.24,0.00,0.64,0.00
348304,0.00,0.00,16,14.59,185,0.11,887,14.10,12.50,4.50,-10.17,3.31,1.24,0.00,0.64,0.00
348368,0.00,0.00,16,14.59,185,0.11,888,14.10,12.00,4.50,-10.19,3.29,1.24,0.00,0.64,0.00
348432,0.00,0.00,16,14.59,185,0.11,880,14.10,13.00,4.50,-10.21,3.29,1.24,0.00,0.64,0.00
348492,0.00,0.00,16,14.59,185,0.11,868,14.10,13.00,4.50,-10.21,3.29,1.24,0.00,0.64,0.00
348564,0.00,0.00,16,14.47,185,0.11,873,14.10,14.00,4.50,-10.19,3.34,1.26,0.00,0.64,0.00
348624,0.00,0.00,16,14.47,185,0.11,866,14.10,14.00,4.50,-10.17,3.29,1.26,0.00,0.64,0.00
348688,0.00,0.00,16,14.47,185,0.11,870,14.10,14.50,4.50,-10.19,3.31,1.26,0.00,0.64,0.00
348754,0.00,0.00,16,14.47,185,0.11,869,14.10,14.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
348820,0.00,0.00,16,14.47,185,0.11,866,14.10,14.00,4.50,-10.17,3.27,1.26,0.00,0.64,0.00
348880,0.00,0.00,16,14.59,185,0.11,847,14.10,14.50,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
348944,0.00,0.00,16,14.59,185,0.12,844,14.10,16.50,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
349004,0.00,0.00,16,14.70,185,0.12,852,14.10,16.50,4.50,-10.11,3.29,1.24,0.00,0.64,0.00
349068,0.00,0.00,16,14.70,185,0.12,858,14.10,15.50,4.50,-10.11,3.31,1.24,0.00,0.64,0.00
349140,0.00,0.00,16,14.59,185,0.12,858,14.10,15.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
349196,0.00,0.00,16,14.70,185,0.11,866,14.10,14.00,4.64,-10.11,3.27,1.24,0.00,0.64,0.00
349263,0.00,0.00,16,14.59,185,0.11,871,14.10,13.00,4.64,-10.15,3.23,1.26,0.00,0.64,0.00
349327,0.00,0.00,16,14.59,185,0.11,868,14.10,13.50,4.50,-10.15,3.23,1.24,0.00,0.64,0.00
351359,0.00,0.00,16,14.59,185,0.11,868,14.10,13.50,4.50,-10.15,3.23,1.24,0.00,0.64,0.00
351980,0.00,0.00,16,14.81,185,0.11,854,14.10,13.00,4.64,-10.11,3.19,1.24,0.00,0.64,0.00
352044,0.00,0.00,16,14.81,185,0.11,857,14.10,13.00,4.64,-10.11,3.19,1.24,0.00,0.64,0.00
352108,0.00,0.00,16,14.81,185,0.11,854,14.10,13.00,4.64,-10.11,3.22,1.24,0.00,0.64,0.00
352172,0.00,0.00,16,14.81,185,0.11,853,14.10,13.00,4.64,-10.11,3.19,1.24,0.00,0.64,0.00
352236,0.00,0.00,16,14.81,185,0.11,849,14.10,13.50,4.64,-10.11,3.22,1.24,0.00,0.64,0.00
352300,0.00,0.00,16,14.81,185,0.12,838,14.10,14.00,4.64,-10.11,3.23,1.24,0.00,0.64,0.00
352364,0.00,0.00,16,14.81,185,0.11,848,14.10,15.00,4.64,-10.11,3.19,1.24,0.00,0.64,0.00
352430,0.00,0.00,16,14.81,185,0.11,850,14.10,14.00,4.64,-10.11,3.22,1.24,0.00,0.64,0.00
352494,0.00,0.00,16,14.81,185,0.11,858,14.10,14.00,4.50,-10.13,3.19,1.24,0.00,0.64,0.00
352558,0.00,0.00,16,14.81,185,0.11,852,14.10,13.00,4.64,-10.11,3.17,1.24,0.00,0.64,0.00
352622,0.00,0.00,16,14.81,185,0.11,856,14.10,13.50,4.64,-10.15,3.17,1.24,0.00,0.64,0.00
352686,0.00,0.00,16,14.70,185,0.11,851,14.10,13.00,4.50,-10.15,3.19,1.24,0.00,0.64,0.00
352742,0.00,0.00,16,14.70,185,0.11,843,14.10,14.00,4.50,-10.15,3.22,1.24,0.00,0.64,0.00
352813,0.00,0.00,16,14.70,185,0.11,846,14.10,13.00,4.50,-10.11,3.22,1.24,0.00,0.64,0.00
352877,0.00,0.00,16,14.59,185,0.11,855,14.10,14.00,4.50,-10.13,3.22,1.24,0.00,0.64,0.00
352933,0.00,0.00,16,14.59,185,0.11,854,14.10,13.00,4.50,-10.13,3.19,1.24,0.00,0.64,0.00
353005,0.00,0.00,16,14.59,185,0.11,854,14.10,13.50,4.50,-10.13,3.22,1.24,0.00,0.64,0.00
353069,0.00,0.00,16,14.59,185,0.11,856,14.10,13.00,4.50,-10.11,3.19,1.24,0.00,0.64,0.00
353127,0.00,0.00,16,14.59,185,0.11,849,14.10,14.00,4.64,-10.11,3.19,1.24,0.00,0.64,0.00
353191,0.00,0.00,16,14.59,185,0.11,846,14.10,14.00,4.64,-10.13,3.19,1.22,0.00,0.64,0.00
353259,0.00,0.00,16,14.70,185,0.11,840,14.10,15.00,4.50,-10.11,3.19,1.24,0.00,0.64,0.00
353326,0.00,0.00,16,14.59,185,0.11,840,14.10,14.50,4.64,-10.13,3.22,1.24,0.00,0.64,0.00
353383,0.00,0.00,16,14.70,185,0.11,846,14.10,14.00,4.50,-10.11,3.19,1.24,0.00,0.64,0.00
353447,0.00,0.00,16,14.59,185,0.11,844,14.10,14.00,4.64,-10.11,3.19,1.24,0.00,0.64,0.00
353511,0.00,0.00,16,14.70,185,0.11,842,14.10,14.50,4.64,-10.11,3.19,1.24,0.00,0.64,0.00
353575,0.00,0.00,16,14.70,185,0.11,842,14.10,14.50,4.64,-10.11,3.19,1.24,0.00,0.64,0.00
353636,0.00,0.00,16,14.70,185,0.11,846,14.10,14.00,4.64,-10.11,3.19,1.22,0.00,0.64,0.00
