Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),CL/OL Fueling* (status),Primary Open Loop Map Enrichment* (estimated AFR),Tip-in Enrichment (Last Calculated)* (raw enrichment value),Tip-in Throttle* (%)
685983,14.70,0.12,812,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
686202,14.70,0.12,798,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
686420,14.81,0.12,804,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
686655,14.70,0.12,794,0.00,0.00,16,14.10,15.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
686874,14.59,0.12,814,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
687108,14.70,0.12,804,0.00,0.00,16,14.10,13.50,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
687327,14.70,0.11,834,0.00,0.00,16,14.10,11.50,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
687561,14.70,0.16,818,0.00,0.00,16,14.10,13.00,5.08,3.83,-1.08,0.68,8,14.70,400,0.0
687780,14.70,0.18,890,0.00,0.00,16,15.16,14.00,5.66,5.49,-1.08,0.72,8,14.70,400,0.0
688014,14.36,0.20,1002,0.00,0.00,16,18.32,17.00,6.67,6.59,-1.08,0.74,8,14.70,400,0.0
688233,13.67,0.24,1179,0.00,0.00,16,26.05,23.50,7.11,8.56,-1.08,0.82,8,14.70,400,0.0
688467,14.47,0.24,1407,0.00,0.00,16,27.81,27.00,7.98,11.15,-1.39,0.84,8,14.70,400,0.0
688686,15.04,0.25,1548,0.00,0.00,16,29.22,28.50,8.13,12.53,-1.39,0.86,8,14.70,400,0.0
688920,15.73,0.26,1651,0.00,0.00,16,30.98,29.50,8.42,14.53,-1.39,0.90,8,14.70,400,0.0
689139,14.81,0.29,1691,0.00,0.00,16,32.73,32.00,8.71,15.85,-1.39,0.92,8,14.70,400,0.0
689373,14.47,0.29,1674,0.00,0.00,16,33.09,33.00,9.14,16.36,-1.39,0.94,8,14.70,400,0.0
689592,14.70,0.32,1659,0.00,0.00,16,34.14,33.50,9.58,17.71,-1.39,0.96,8,14.70,400,0.0
689826,14.59,0.33,1632,0.00,0.00,16,34.49,33.50,9.87,18.10,-1.39,0.96,8,14.70,400,0.0
690045,14.59,0.34,1619,0.00,0.00,16,34.84,34.00,10.30,18.26,-1.08,0.96,8,14.70,400,0.0
690279,14.47,0.35,1604,0.00,0.00,16,35.55,34.50,10.45,18.50,-1.08,0.96,8,14.70,400,0.0
690498,14.36,0.35,1586,0.00,0.00,16,34.84,34.00,10.74,18.88,-1.08,0.98,8,14.70,400,0.0
690717,14.36,0.35,1528,0.00,0.00,16,33.09,33.50,11.03,18.02,-1.08,0.98,8,14.70,400,0.0
690951,14.24,0.38,1475,0.00,0.00,16,30.27,29.50,11.46,18.57,-0.77,0.98,8,14.70,400,0.0
691170,14.24,0.34,1668,0.00,0.00,16,35.90,34.50,11.32,18.80,-0.77,1.00,8,14.70,400,0.0
691404,15.04,0.34,1778,0.00,0.00,16,37.30,36.00,10.74,20.06,-0.77,0.98,8,14.70,400,0.0
691623,14.93,0.31,1943,0.00,0.00,16,38.01,38.00,10.45,20.67,-0.77,0.84,8,14.70,400,-2.9
691857,13.21,0.11,2101,0.00,0.00,16,16.91,23.50,4.93,5.14,-2.01,0.64,10,14.66,400,0.0
692076,11.94,0.13,1884,0.00,0.00,16,14.10,14.00,3.77,7.78,-1.39,0.64,10,14.70,400,0.0
692310,14.01,0.16,1477,0.00,0.00,16,14.10,14.00,3.63,8.27,-1.39,0.64,10,14.70,400,0.0
692529,15.39,0.18,1202,0.00,0.00,16,14.10,22.00,3.92,7.33,-1.39,0.64,10,14.70,400,0.0
692764,22.97,0.16,1162,0.00,0.00,16,14.10,22.00,3.92,6.44,-1.08,0.64,10,14.70,400,0.0
692982,20.21,0.17,1049,0.00,0.00,16,14.10,22.00,4.21,6.04,-1.08,0.64,10,14.70,400,0.0
693201,13.21,0.14,992,0.00,0.00,16,14.10,22.00,4.50,5.08,-1.08,0.64,8,14.70,400,0.0
693435,11.37,0.11,1047,0.00,0.00,16,14.10,19.50,4.50,4.02,-1.08,0.64,8,14.70,400,0.0
693654,11.14,0.11,1055,0.00,0.00,16,14.10,14.00,4.35,3.83,-1.08,0.64,8,14.70,400,0.0
693889,11.14,0.11,1018,0.00,0.00,16,14.10,17.50,4.06,3.78,-1.08,0.64,8,14.70,400,0.0
694107,11.48,0.12,1002,0.00,0.00,16,14.10,19.50,4.06,3.83,-1.08,0.64,8,14.70,400,0.0
694342,12.86,0.11,968,0.00,0.00,16,14.10,19.50,4.21,3.60,-1.08,0.64,8,14.70,400,0.0
694560,13.55,0.11,957,0.00,0.00,16,14.10,21.00,4.21,3.60,-1.08,0.64,8,14.70,400,0.0
694795,14.13,0.12,923,0.00,0.00,16,14.10,22.00,4.21,3.58,-1.08,0.64,8,14.70,400,0.0
695014,14.13,0.11,918,0.00,0.00,16,14.10,21.50,4.35,3.52,-1.08,0.64,8,14.70,400,0.0
695248,14.13,0.11,909,0.00,0.00,16,14.10,21.00,4.35,3.49,-1.08,0.64,8,14.70,400,0.0
695467,14.13,0.11,895,0.00,0.00,16,14.10,21.00,4.35,3.47,-1.08,0.64,8,14.70,400,0.0
695701,14.13,0.12,885,0.00,0.00,16,14.10,21.00,4.50,3.45,-1.08,0.64,8,14.70,400,0.0
695920,14.36,0.12,877,0.00,0.00,16,14.10,19.50,4.50,3.42,-1.08,0.64,8,14.70,400,0.0
696138,14.59,0.12,878,0.00,0.00,16,14.10,19.00,4.50,3.40,-1.08,0.64,8,14.70,400,0.0
696373,14.81,0.11,887,0.00,0.00,16,14.10,16.50,4.50,3.38,-1.08,0.64,8,14.70,400,0.0
696592,15.04,0.12,859,0.00,0.00,16,14.10,19.00,4.50,3.38,-1.08,0.64,8,14.70,400,0.0
696826,15.16,0.12,860,0.00,0.00,16,14.10,18.00,4.64,3.38,-1.08,0.64,8,14.70,400,0.0
697045,15.27,0.12,838,0.00,0.00,16,14.10,19.00,4.64,3.31,-1.08,0.64,8,14.70,400,0.0
697279,15.39,0.12,838,0.00,0.00,16,14.10,19.00,4.64,3.28,-1.08,0.64,8,14.70,400,0.0
697498,15.39,0.11,854,0.00,0.00,16,14.10,15.50,4.64,3.23,-1.08,0.64,8,14.70,400,0.0
697732,15.50,0.12,824,0.00,0.00,16,14.10,18.00,4.64,3.25,-1.08,0.64,8,14.70,400,0.0
697951,15.50,0.12,819,0.00,0.00,16,14.10,19.00,4.79,3.25,-1.08,0.64,8,14.70,400,0.0
698185,15.62,0.12,846,0.00,0.00,16,14.10,15.50,4.79,3.23,-1.08,0.64,8,14.70,400,0.0
698404,15.73,0.11,820,0.00,0.00,16,14.10,16.50,4.79,3.19,-1.08,0.64,8,14.70,400,0.0
698638,15.62,0.12,803,0.00,0.00,16,14.10,17.50,4.79,3.23,-1.08,0.64,8,14.70,400,0.0
698857,15.62,0.12,810,0.00,0.00,16,14.10,16.00,4.93,3.23,-1.08,0.64,8,14.70,400,0.0
699091,15.50,0.12,810,0.00,0.00,16,14.10,16.00,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
699310,15.50,0.12,812,0.00,0.00,16,14.10,15.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
699544,15.39,0.12,813,0.00,0.00,16,14.10,15.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
699763,15.16,0.12,806,0.00,0.00,16,14.10,15.50,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
699982,15.16,0.12,807,0.00,0.00,16,14.10,15.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
700216,15.27,0.12,806,0.00,0.00,16,14.10,14.50,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
700451,15.16,0.12,815,0.00,0.00,16,14.10,13.50,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
700669,15.16,0.12,801,0.00,0.00,16,14.10,15.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
700904,14.93,0.12,814,0.00,0.00,16,14.10,13.50,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
701122,15.04,0.12,800,0.00,0.00,16,14.10,14.50,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
701357,15.04,0.12,807,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
701576,14.93,0.12,809,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
701810,14.93,0.12,804,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
702029,14.93,0.12,807,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
702247,14.81,0.12,810,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
702482,14.70,0.12,804,0.00,0.00,16,14.10,14.00,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
702701,14.81,0.12,807,0.00,0.00,16,14.10,13.00,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
702935,14.70,0.12,804,0.00,0.00,16,14.10,14.00,4.79,3.19,-1.08,0.64,8,14.70,400,0.0
703154,14.81,0.12,809,0.00,0.00,16,14.10,12.00,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
703388,14.81,0.12,804,0.00,0.00,16,14.10,13.50,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
703607,14.70,0.12,805,0.00,0.00,16,14.10,14.00,4.79,3.21,-1.08,0.64,8,14.70,400,0.0
703841,14.59,0.13,753,0.00,0.00,16,14.10,18.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
704059,14.70,0.12,784,0.00,0.00,16,14.10,15.50,4.93,3.25,-1.08,0.64,8,14.70,400,0.0
704278,14.70,0.12,814,0.00,0.00,16,14.10,12.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
704512,14.59,0.12,799,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
704731,14.59,0.12,814,0.00,0.00,16,14.10,12.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
704965,14.70,0.12,798,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
705184,14.81,0.12,812,0.00,0.00,16,14.10,13.50,4.93,3.23,-1.08,0.64,8,14.70,400,0.0
705418,14.81,0.12,804,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
705652,14.81,0.12,800,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
705871,14.81,0.12,808,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
706106,14.70,0.12,812,0.00,0.00,16,14.10,13.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
706324,14.59,0.12,812,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
706543,14.59,0.12,797,0.00,0.00,16,14.10,14.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
706777,14.70,0.12,806,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
706996,14.70,0.12,810,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
707231,14.70,0.12,804,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
707449,14.59,0.12,814,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
707684,14.70,0.12,802,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
707902,14.70,0.12,806,0.00,0.00,16,14.10,14.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
708137,14.70,0.12,800,0.00,0.00,16,14.10,13.50,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
708355,14.70,0.12,800,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
708590,14.70,0.12,799,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
708809,14.70,0.12,795,0.00,0.00,16,14.10,15.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
709027,14.59,0.12,809,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
709262,14.59,0.12,792,0.00,0.00,16,14.10,15.50,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
709480,14.70,0.12,803,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
709715,14.70,0.12,801,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
709933,14.59,0.12,800,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
710168,14.59,0.12,805,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
710387,14.70,0.12,796,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
710621,14.70,0.12,804,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
710840,14.70,0.12,797,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
711074,14.70,0.12,813,0.00,0.00,16,14.10,12.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
711293,14.70,0.12,806,0.00,0.00,16,14.10,13.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
711527,14.81,0.12,802,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
711746,14.70,0.12,805,0.00,0.00,16,14.10,13.50,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
711980,14.70,0.12,805,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
712199,14.81,0.12,804,0.00,0.00,16,14.10,14.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
712433,14.70,0.12,802,0.00,0.00,16,14.10,12.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
712652,14.47,0.12,806,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
712871,14.36,0.12,815,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
713105,14.47,0.12,792,0.00,0.00,16,14.10,15.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
713324,14.70,0.12,799,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
713558,14.59,0.12,789,0.00,0.00,16,14.10,15.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
713777,14.59,0.12,798,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
714011,14.59,0.12,796,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
714230,14.70,0.12,800,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
714464,14.70,0.12,792,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
714683,14.70,0.12,804,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
714917,14.70,0.12,801,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
715136,14.81,0.12,797,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
715355,14.70,0.12,805,0.00,0.00,16,14.10,13.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
715589,14.70,0.12,798,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
715808,14.70,0.12,811,0.00,0.00,16,14.10,13.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
716042,14.81,0.12,794,0.00,0.00,16,14.10,14.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
716261,14.70,0.12,810,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
716495,14.70,0.12,800,0.00,0.00,16,14.10,14.50,4.93,3.23,-1.08,0.64,8,14.70,400,0.0
716714,14.70,0.12,801,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
716948,14.81,0.12,807,0.00,0.00,16,14.10,13.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
717167,14.70,0.12,796,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
717402,14.81,0.12,815,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
717620,14.70,0.12,796,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
717839,14.81,0.12,799,0.00,0.00,16,14.10,14.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
718074,14.81,0.12,806,0.00,0.00,16,14.10,13.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
718292,14.70,0.12,804,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
718526,14.70,0.12,808,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
718745,14.70,0.12,802,0.00,0.00,16,14.10,14.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
718980,14.59,0.12,809,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
719198,14.59,0.12,795,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
719433,14.70,0.12,796,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
719652,14.70,0.12,795,0.00,0.00,16,14.10,14.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
719870,14.70,0.12,797,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
720105,14.59,0.12,798,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
720339,14.59,0.12,795,0.00,0.00,16,14.10,14.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
720558,14.70,0.12,800,0.00,0.00,16,14.10,12.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
720776,14.70,0.12,792,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
721011,14.81,0.12,806,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
721230,14.81,0.12,800,0.00,0.00,16,14.10,13.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
721464,14.81,0.12,804,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
721683,14.81,0.12,800,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
721917,14.70,0.12,798,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
722136,14.70,0.12,799,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
722370,14.81,0.12,799,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
722589,14.59,0.12,802,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
722808,14.59,0.12,798,0.00,0.00,16,14.10,13.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
723042,14.70,0.12,797,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
723276,14.70,0.12,797,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
723495,14.59,0.12,791,0.00,0.00,16,14.10,14.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
723729,14.59,0.12,802,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
723948,14.70,0.12,796,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
724182,14.70,0.12,802,0.00,0.00,16,14.10,13.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
724401,14.70,0.12,796,0.00,0.00,16,14.10,14.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
724620,14.70,0.12,801,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
724854,14.81,0.12,808,0.00,0.00,16,14.10,12.00,4.93,3.19,-1.08,0.64,8,14.70,400,0.0
725088,14.70,0.12,794,0.00,0.00,16,14.10,14.50,5.08,3.21,-1.08,0.64,8,14.70,400,0.0
725307,14.59,0.12,810,0.00,0.00,16,14.10,13.00,5.08,3.21,-1.08,0.64,8,14.70,400,0.0
725526,14.70,0.12,806,0.00,0.00,16,14.10,13.00,5.08,3.21,-1.08,0.64,8,14.70,400,0.0
725760,14.81,0.12,804,0.00,0.00,16,14.10,13.50,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
725979,14.93,0.12,811,0.00,0.00,16,14.10,13.00,4.93,3.21,-1.08,0.64,8,14.70,400,0.0
726213,15.04,0.11,827,0.00,0.00,16,14.10,11.50,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
726432,15.16,0.22,819,0.00,0.00,16,15.51,14.00,5.37,6.12,-1.08,0.74,8,14.70,400,0.0
726666,15.27,0.27,1002,0.00,0.00,16,23.95,21.50,7.55,8.82,-1.08,0.82,8,14.70,400,0.6
726885,12.06,0.24,1481,0.00,0.00,16,28.52,27.00,8.56,11.19,-1.39,0.84,8,14.70,400,0.0
727119,14.36,0.24,1587,0.00,0.00,16,29.57,29.00,7.98,12.64,-1.39,0.86,8,14.70,400,0.0
727338,16.77,0.25,1748,0.00,0.00,16,32.73,32.00,7.84,13.45,-1.39,0.88,8,14.70,400,0.0
727572,14.70,0.26,1752,0.00,0.00,16,33.44,33.00,8.13,15.41,-1.39,0.92,8,14.70,400,0.0
727791,14.36,0.31,1639,0.00,0.00,16,33.44,33.00,8.71,16.96,-1.39,0.94,8,14.70,400,0.0
728010,14.24,0.33,1567,0.00,0.00,16,33.09,32.50,9.43,17.03,-1.39,0.94,8,14.70,400,0.0
728244,14.47,0.35,1486,0.00,0.00,16,32.03,32.00,10.30,17.48,-1.39,0.96,8,14.70,400,0.0
728479,14.24,0.37,1398,0.00,0.00,16,28.87,30.00,10.88,17.26,-1.39,0.96,8,14.70,400,0.0
728697,14.59,0.39,1342,0.00,0.00,16,26.41,26.50,11.46,17.48,-1.08,0.98,8,14.70,400,0.0
728916,14.47,0.40,1275,0.00,0.00,16,24.30,25.00,11.75,16.96,-1.08,0.98,8,14.70,400,0.0
729151,14.70,0.39,1203,0.00,0.00,16,23.24,22.50,12.48,15.78,-1.08,0.98,8,14.70,400,0.0
729369,14.59,0.38,1404,0.00,0.00,16,28.52,27.50,12.04,17.19,-0.77,0.98,8,14.70,400,0.0
729604,14.93,0.37,1554,0.00,0.00,16,33.79,32.50,11.61,18.72,-0.77,1.00,8,14.70,400,0.0
729822,15.04,0.34,1734,0.00,0.00,16,36.25,35.50,11.17,19.11,-0.77,0.98,8,14.70,400,0.0
730057,15.16,0.33,1830,0.00,0.00,16,37.30,36.50,10.30,19.20,-0.77,0.96,8,14.70,400,0.0
730276,14.59,0.27,1948,0.00,0.00,16,38.01,38.00,9.00,16.29,-1.39,0.88,8,14.70,400,0.0
730510,13.78,0.21,2032,0.00,0.00,16,38.71,38.00,7.69,13.65,-1.70,0.86,10,14.67,400,0.0
730729,14.59,0.18,2044,0.00,0.00,16,36.25,35.50,6.82,12.42,-1.70,0.82,10,14.68,400,0.0
730947,14.47,0.15,2073,0.00,0.00,16,30.98,31.50,6.09,10.69,-2.01,0.76,10,14.66,400,-0.6
731182,13.09,0.10,2040,0.00,0.00,16,29.22,28.00,4.79,6.62,-1.70,0.74,10,14.68,400,0.0
731400,12.75,0.10,1979,0.00,0.00,16,32.38,32.00,4.50,6.84,-1.39,0.74,8,14.70,400,-0.6
731635,14.59,0.11,1920,0.00,0.00,16,31.68,31.50,4.21,7.06,-1.39,0.74,8,14.70,400,0.0
731854,15.16,0.11,1849,0.00,0.00,16,30.98,30.00,4.21,7.06,-1.39,0.72,8,14.70,400,0.0
732088,14.36,0.12,1774,0.00,0.00,16,29.57,29.50,3.92,6.81,-1.39,0.72,8,14.70,400,0.0
732307,14.01,0.12,1760,0.00,0.00,16,29.22,29.00,3.92,6.73,-1.39,0.70,8,14.70,400,0.0
732541,13.78,0.12,1656,0.00,0.00,16,27.81,28.00,3.77,6.51,-1.39,0.68,8,14.70,400,0.0
732760,13.55,0.12,1597,0.00,0.00,16,22.89,23.50,3.77,6.37,-1.39,0.68,10,14.70,400,-0.6
732978,14.47,0.13,1474,0.00,0.00,16,18.32,19.50,3.92,6.48,-1.39,0.68,10,14.70,400,0.0
733213,16.65,0.13,1346,0.00,0.00,16,14.45,22.50,4.21,5.91,-1.39,0.68,10,14.70,400,0.0
733432,21.48,0.13,1290,0.00,0.00,16,14.10,22.00,4.06,5.65,-1.39,0.68,10,14.70,400,0.0
733666,22.74,0.14,1214,0.00,0.00,16,14.10,22.00,4.21,5.72,-1.39,0.68,10,14.70,400,0.0
733885,18.26,0.13,1198,0.00,0.00,16,14.10,21.00,4.21,5.40,-1.39,0.68,10,14.70,400,0.0
734119,12.98,0.13,1157,0.00,0.00,16,14.10,22.00,4.35,4.95,-1.08,0.66,8,14.70,400,0.0
734338,12.06,0.13,1096,0.00,0.00,16,14.10,22.00,4.35,4.69,-1.08,0.66,8,14.70,400,0.0
734556,12.06,0.12,1098,0.00,0.00,16,14.10,22.00,4.50,4.46,-1.08,0.68,8,14.70,400,0.0
734791,12.06,0.13,1026,0.00,0.00,16,14.10,22.00,4.50,4.35,-1.08,0.66,8,14.70,400,0.0
735010,12.98,0.13,987,0.00,0.00,16,14.10,22.00,4.64,4.24,-1.08,0.68,8,14.70,400,0.0
735244,13.67,0.13,993,0.00,0.00,16,14.10,22.00,4.79,4.18,-1.08,0.66,8,14.70,400,0.0
735463,14.24,0.13,947,0.00,0.00,16,14.10,22.00,4.93,4.18,-1.08,0.66,8,14.70,400,0.0
735697,14.81,0.13,922,0.00,0.00,16,14.10,22.00,5.08,3.99,-1.08,0.64,8,14.70,400,0.0
735916,15.04,0.11,902,0.00,0.00,16,14.10,22.00,4.79,3.30,-1.08,0.64,8,14.70,400,0.0
736150,15.16,0.12,886,0.00,0.00,16,14.10,22.00,4.79,3.49,-1.08,0.64,8,14.70,400,0.0
736369,15.39,0.11,928,0.00,0.00,16,14.10,19.50,4.79,3.45,-1.08,0.64,8,14.70,400,0.0
736603,15.85,0.11,913,0.00,0.00,16,14.10,19.00,4.64,3.28,-1.08,0.64,8,14.70,400,0.0
736822,16.31,0.11,899,0.00,0.00,16,14.10,19.50,4.50,3.31,-1.08,0.64,8,14.70,400,0.0
737041,16.19,0.11,876,0.00,0.00,16,14.10,20.50,4.50,3.28,-1.08,0.64,8,14.70,400,0.0
