Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Fueling Final Base* (estimated AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Throttle Sensor Voltage (V),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Defogger Switch (On/Off)
1470123,2.34,1.56,14.59,8,0.28,1686,0.00,0.00,16,14.69,29.22,28.50,0.78,5.22,7.82,1.60,0.00,-9.46,1
1470195,2.34,1.56,14.59,8,0.28,1690,0.00,0.00,16,14.70,28.87,28.50,0.78,5.22,7.82,1.60,0.00,-9.46,1
1470271,1.56,1.56,14.59,8,0.28,1690,0.00,0.00,16,14.69,29.22,28.50,0.78,5.22,7.82,1.60,0.00,-9.46,1
1470343,2.34,1.56,14.47,8,0.28,1698,0.00,0.00,16,14.70,29.22,28.50,0.78,5.22,7.90,1.60,0.00,-9.46,1
1470415,2.34,1.56,14.59,8,0.28,1698,0.00,0.00,16,14.70,29.57,28.50,0.78,5.22,7.89,1.60,0.00,-9.48,1
1470479,1.56,1.56,14.47,8,0.27,1704,0.00,0.00,16,14.73,29.57,29.00,0.78,5.22,7.82,1.60,0.00,-9.51,1
1470551,1.56,1.56,14.47,8,0.27,1717,0.00,0.00,16,14.73,29.57,29.00,0.78,5.22,7.82,1.60,0.00,-9.53,1
1470621,1.56,1.56,14.47,8,0.27,1717,0.00,0.00,16,14.73,29.57,29.00,0.78,5.22,7.86,1.60,0.00,-9.55,1
1470693,1.56,1.56,14.47,8,0.27,1726,0.00,0.00,16,14.73,29.57,29.00,0.78,5.22,7.90,1.60,0.00,-9.55,1
1470767,2.34,1.56,14.59,8,0.27,1726,0.00,0.00,16,14.73,29.92,29.50,0.78,5.08,7.82,1.60,0.00,-9.57,1
1470832,2.34,1.56,14.70,8,0.27,1754,0.00,0.00,16,14.73,29.92,29.50,0.78,5.08,7.90,1.60,0.00,-9.63,1
1470904,2.34,1.56,14.70,8,0.27,1750,0.00,0.00,16,14.73,29.92,29.50,0.78,5.08,7.90,1.60,0.00,-9.63,1
1470976,1.56,1.56,14.59,8,0.27,1752,0.00,0.00,16,14.73,30.27,29.50,0.78,5.08,7.90,1.60,0.00,-9.63,1
1471048,1.56,1.56,14.59,8,0.27,1748,0.00,0.00,16,14.73,30.27,29.50,0.78,5.08,7.89,1.60,0.00,-9.65,1
1471120,1.56,1.56,14.59,8,0.27,1758,0.00,0.00,16,14.73,30.27,29.50,0.78,5.08,7.94,1.60,0.00,-9.67,1
1471192,1.56,1.56,14.59,8,0.27,1763,0.00,0.00,16,14.73,30.27,29.50,0.78,5.08,7.89,1.60,0.00,-9.67,1
1471264,1.56,1.56,14.59,8,0.27,1768,0.00,0.00,16,14.73,30.62,29.50,0.78,4.93,7.86,1.60,0.00,-9.71,1
1471328,1.56,1.56,14.59,8,0.27,1774,0.00,0.00,16,14.73,30.27,29.50,0.78,4.93,7.90,1.60,0.00,-9.73,1
1471400,0.78,0.78,14.47,8,0.26,1770,0.00,0.00,16,14.73,30.27,29.50,0.78,4.93,7.90,1.60,0.00,-9.73,1
1471472,0.78,0.78,14.47,8,0.26,1781,0.00,0.00,16,14.73,30.62,30.00,0.78,4.93,7.90,1.60,0.00,-9.75,1
1471544,0.78,0.78,14.47,8,0.26,1794,0.00,0.00,16,14.73,30.62,30.00,0.78,4.93,7.94,1.60,0.00,-4.81,1
1471616,0.78,0.78,14.47,8,0.26,1815,0.00,0.00,16,14.73,30.62,30.00,0.78,4.93,7.89,1.60,0.00,-9.77,1
1471688,0.78,-0.78,14.59,8,0.26,1807,0.00,0.00,16,14.73,30.62,30.00,0.78,4.93,7.82,1.60,0.00,-9.77,1
1471752,0.78,-0.78,14.59,8,0.26,1806,0.00,0.00,16,14.73,30.98,30.00,0.78,4.93,7.90,1.60,0.00,-9.77,1
1471828,0.78,-0.78,14.59,8,0.26,1821,0.00,0.00,16,14.73,30.98,30.50,0.78,4.93,7.86,1.60,0.00,-9.80,1
1471900,0.78,-0.78,14.59,8,0.26,1823,0.00,0.00,16,14.73,30.62,30.50,0.78,4.93,7.78,1.60,0.00,-9.82,1
1471964,1.56,-0.78,14.59,8,0.25,1826,0.00,0.00,16,14.73,30.62,30.50,0.78,4.79,7.78,1.60,0.00,-9.84,1
1472036,1.56,-0.78,14.70,8,0.26,1822,0.00,0.00,16,14.73,30.62,30.50,0.78,4.79,7.74,1.58,0.00,-9.86,1
1472107,1.56,-0.78,14.70,8,0.25,1822,0.00,0.00,16,14.73,30.62,30.50,0.78,4.79,10.22,1.58,0.00,-9.86,1
1472179,1.56,-0.78,14.81,8,0.25,1833,0.00,0.00,16,14.73,30.98,30.50,0.78,4.79,7.66,1.58,0.00,-9.92,1
1472251,2.34,-0.78,14.81,8,0.25,1836,0.00,0.00,16,14.73,30.98,30.50,0.78,4.79,7.62,1.58,0.00,-9.92,1
1472323,2.34,-0.78,14.81,8,0.25,1831,0.00,0.00,16,14.73,30.62,30.50,0.78,4.79,7.57,1.58,0.00,-9.94,1
1472395,2.34,-0.78,14.93,8,0.25,1826,0.00,0.00,16,14.73,30.62,30.00,0.78,4.79,7.66,1.58,0.00,-9.96,1
1472459,2.34,-0.78,14.93,8,0.25,1816,0.00,0.00,16,14.73,30.62,30.50,0.78,4.79,7.57,1.58,0.00,-9.96,1
1472531,3.12,-0.78,14.93,8,0.25,1823,0.00,0.00,16,14.73,30.62,30.50,0.78,4.79,7.57,1.58,0.00,-9.96,1
1472605,3.12,-0.78,14.93,8,0.25,1837,0.00,0.00,16,14.73,30.98,30.50,0.78,4.64,7.57,1.58,0.00,-10.00,1
1472677,3.12,-0.78,14.81,8,0.25,1834,0.00,0.00,16,14.73,30.62,30.50,0.78,4.64,7.49,1.58,0.00,-10.02,1
1472741,3.12,-0.78,14.81,8,0.25,1822,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.54,1.58,0.00,-10.02,1
1472817,3.12,-0.78,14.81,8,0.25,1810,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.57,1.58,0.00,-10.02,1
1472889,3.12,-0.78,14.70,8,0.25,1814,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.57,1.58,0.00,-9.98,1
1472953,3.12,-0.78,14.70,8,0.25,1828,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.50,1.58,0.00,-10.00,1
1473025,3.12,-0.78,14.70,8,0.25,1830,0.00,0.00,16,14.76,30.62,30.50,0.78,4.64,7.54,1.58,0.00,-10.02,1
1473097,3.12,-0.78,14.70,8,0.25,1829,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.50,1.58,0.00,-10.02,1
1473169,3.12,-0.78,14.70,8,0.25,1819,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.54,1.58,0.00,-10.02,1
1473241,3.12,-0.78,14.70,8,0.25,1819,0.00,0.00,16,14.76,30.98,30.00,0.78,4.64,7.50,1.58,0.00,-10.02,1
1473313,3.12,-0.78,14.70,8,0.24,1836,0.00,0.00,16,14.76,30.98,30.50,0.78,4.64,7.41,1.56,0.00,-10.02,1
1473382,3.12,-0.78,14.70,8,0.24,1849,0.00,0.00,16,14.76,30.62,30.50,0.78,4.64,7.50,1.56,0.00,-10.04,1
1473454,3.12,-0.78,14.70,8,0.25,1838,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.45,1.56,0.00,-10.04,1
1473526,2.34,-0.78,14.70,8,0.25,1826,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.50,1.58,0.00,-10.02,1
1473598,2.34,-0.78,14.59,8,0.25,1845,0.00,0.00,16,14.76,30.98,30.50,0.78,4.64,7.57,1.58,0.00,-10.04,1
1473670,2.34,-0.78,14.59,8,0.25,1854,0.00,0.00,16,14.76,30.98,30.50,0.78,4.64,7.57,1.58,0.00,-10.04,1
1473742,2.34,-0.78,14.59,8,0.25,1855,0.00,0.00,16,14.76,30.98,30.50,0.78,4.64,7.54,1.58,0.00,-10.06,1
1473809,2.34,-0.78,14.59,8,0.25,1840,0.00,0.00,16,14.76,30.62,30.50,0.78,4.64,7.54,1.58,0.00,-10.06,1
1473873,1.56,-0.78,14.47,8,0.25,1832,0.00,0.00,16,14.76,30.62,30.50,0.78,4.64,7.54,1.58,0.00,-10.04,1
1473945,1.56,-0.78,14.47,8,0.24,1830,0.00,0.00,16,14.76,30.98,30.00,0.78,4.64,7.54,1.56,0.00,-10.06,1
1474017,1.56,-0.78,14.47,8,0.25,1845,0.00,0.00,16,14.76,30.98,30.50,0.78,4.64,7.50,1.58,0.00,-10.06,1
1474089,1.56,-0.78,14.59,8,0.24,1845,0.00,0.00,16,14.76,30.98,30.50,0.78,4.64,7.50,1.58,0.00,-10.06,1
1474161,1.56,-0.78,14.59,8,0.24,1842,0.00,0.00,16,14.76,30.98,30.50,0.78,4.64,7.41,1.56,0.00,-10.06,1
1474233,1.56,-0.78,14.59,8,0.24,1839,0.00,0.00,16,14.76,30.62,30.50,0.78,4.64,7.41,1.56,0.00,-10.06,1
1474297,1.56,-0.78,14.59,8,0.24,1844,0.00,0.00,16,14.76,30.62,30.50,0.78,4.64,7.37,1.56,0.00,-10.06,1
1474369,1.56,-0.78,14.59,8,0.24,1845,0.00,0.00,16,14.76,30.62,30.50,0.78,4.64,7.37,1.56,0.00,-10.06,1
1474441,2.34,-0.78,14.59,8,0.24,1834,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.37,1.56,0.00,-10.06,1
1474513,2.34,-0.78,14.70,8,0.24,1828,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.33,1.56,0.00,-10.07,1
1474585,2.34,-0.78,14.70,8,0.24,1834,0.00,0.00,16,14.76,30.98,30.00,0.78,4.64,7.37,1.56,0.00,-10.09,1
1474657,2.34,-0.78,14.70,8,0.24,1844,0.00,0.00,16,14.76,30.62,30.50,0.78,4.64,7.41,1.56,0.00,-10.09,1
1474729,2.34,-0.78,14.70,8,0.24,1840,0.00,0.00,16,14.76,30.62,30.50,0.78,4.64,7.37,1.56,0.00,-10.11,1
1474793,2.34,-0.78,14.70,8,0.24,1839,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.33,1.56,0.00,-10.09,1
1474865,2.34,-0.78,14.70,8,0.24,1831,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.24,1.56,0.00,-10.11,1
1474937,3.12,-0.78,14.70,8,0.24,1836,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.33,1.56,0.00,-10.11,1
1475009,3.12,-0.78,14.81,8,0.24,1842,0.00,0.00,16,14.76,30.62,30.00,0.78,4.64,7.33,1.56,0.00,-10.11,1
1475081,2.34,-0.78,14.70,8,0.24,1841,0.00,0.00,16,14.76,30.62,30.00,0.78,4.50,7.24,1.56,0.00,-10.13,1
1475161,2.34,-0.78,14.70,8,0.24,1839,0.00,0.00,16,14.76,30.62,30.00,0.78,4.50,7.33,1.56,0.00,-10.13,1
1475221,3.12,-0.78,14.70,8,0.24,1841,0.00,0.00,16,14.76,30.62,30.00,0.78,4.50,7.29,1.56,0.00,-10.11,1
1475293,2.34,-0.78,14.70,8,0.24,1833,0.00,0.00,16,14.76,30.62,30.00,0.78,4.50,7.24,1.56,0.00,-10.15,1
1475365,2.34,-0.78,14.70,8,0.24,1826,0.00,0.00,16,14.76,30.62,30.00,0.78,4.50,7.29,1.56,0.00,-10.15,1
1475437,2.34,-0.78,14.70,8,0.24,1833,0.00,0.00,16,14.76,30.62,30.00,0.78,4.50,7.24,1.56,0.00,-10.13,1
1475501,3.12,-0.78,14.70,8,0.24,1834,0.00,0.00,16,14.76,30.27,30.00,0.78,4.50,7.29,1.56,0.00,-10.15,1
1475573,3.12,-0.78,14.70,8,0.24,1823,0.00,0.00,16,14.76,30.27,30.00,0.78,4.50,7.33,1.56,0.00,-10.13,1
1475645,3.12,-0.78,14.70,8,0.24,1815,0.00,0.00,16,14.76,30.27,29.50,0.78,4.50,7.21,1.56,0.00,-10.15,1
1475717,2.34,-0.78,14.70,8,0.24,1822,0.00,0.00,16,14.76,30.27,30.00,0.76,4.50,7.17,1.56,0.00,-10.15,1
1475789,3.12,-0.78,14.70,8,0.24,1828,0.00,0.00,16,14.76,30.62,30.00,0.76,4.50,7.10,1.54,0.00,-10.17,1
1475855,3.12,-0.78,14.59,8,0.23,1830,0.00,0.00,16,14.76,30.27,30.00,0.76,4.50,7.06,1.54,0.00,-10.21,1
1475929,2.34,-0.78,14.70,8,0.24,1821,0.00,0.00,16,14.76,30.27,29.50,0.76,4.50,7.06,1.54,0.00,-10.23,1
1476001,2.34,-0.78,14.59,8,0.23,1808,0.00,0.00,16,14.76,29.92,29.50,0.76,4.50,6.99,1.54,0.00,-10.23,1
1476065,2.34,-0.78,14.59,8,0.24,1808,0.00,0.00,16,14.76,29.92,29.50,0.76,4.50,7.10,1.54,0.00,-10.25,1
1476145,2.34,-0.78,14.59,8,0.23,1801,0.00,0.00,16,14.76,30.27,29.50,0.76,4.50,7.03,1.54,0.00,-10.25,1
1476209,2.34,-0.78,14.59,8,0.23,1813,0.00,0.00,16,14.76,30.27,29.50,0.76,4.50,7.03,1.54,0.00,-10.29,1
1476281,3.12,-0.78,14.59,8,0.23,1825,0.00,0.00,16,14.76,30.27,29.50,0.76,4.35,7.03,1.54,0.00,-10.31,1
1476353,3.12,-0.78,14.70,8,0.23,1820,0.00,0.00,16,14.76,30.27,29.50,0.76,4.35,6.88,1.54,0.00,-10.31,1
1476425,2.34,-0.78,14.70,8,0.23,1805,0.00,0.00,16,14.76,29.92,29.50,0.76,4.35,6.88,1.54,0.00,-10.31,1
1476497,2.34,-0.78,14.59,8,0.23,1796,0.00,0.00,16,14.76,29.92,29.50,0.76,4.35,6.88,1.54,0.00,-10.33,1
1476569,2.34,-0.78,14.59,8,0.23,1798,0.00,0.00,16,14.76,29.92,29.50,0.76,4.35,6.92,1.54,0.00,-10.35,1
1476638,2.34,-0.78,14.59,8,0.23,1805,0.00,0.00,16,14.76,29.92,29.50,0.76,4.35,6.88,1.54,0.00,-10.36,1
1476711,2.34,-0.78,14.59,8,0.23,1809,0.00,0.00,16,14.76,29.92,29.50,0.76,4.35,6.88,1.54,0.00,-10.36,1
1476775,2.34,-0.78,14.59,8,0.23,1804,0.00,0.00,16,14.76,29.92,29.50,0.76,4.35,6.88,1.54,0.00,-10.36,1
1476845,2.34,-0.78,14.59,8,0.23,1802,0.00,0.00,16,14.76,29.92,29.50,0.76,4.35,6.81,1.52,0.00,-10.36,1
1476919,2.34,-0.78,14.59,8,0.23,1790,0.00,0.00,16,14.76,29.92,29.00,0.76,4.35,6.81,1.52,0.00,-10.36,1
1476991,2.34,-0.78,14.59,8,0.23,1783,0.00,0.00,16,14.76,29.92,29.50,0.76,4.35,6.88,1.54,0.00,-10.36,1
1477063,2.34,-0.78,14.59,8,0.22,1800,0.00,0.00,16,14.76,29.92,29.50,0.76,4.35,6.81,1.52,0.00,-10.36,1
1477135,2.34,-0.78,14.59,8,0.23,1799,0.00,0.00,16,14.76,29.92,29.50,0.76,4.35,6.81,1.52,0.00,-10.36,1
1477199,2.34,-0.78,14.59,8,0.22,1797,0.00,0.00,16,14.76,29.57,29.50,0.76,4.35,6.81,1.52,0.00,-10.36,1
1477271,2.34,-0.78,14.59,8,0.23,1778,0.00,0.00,16,14.76,29.57,29.50,0.76,4.35,6.81,1.52,0.00,-10.36,1
1477343,1.56,-0.78,14.47,8,0.23,1765,0.00,0.00,16,14.76,29.22,29.00,0.76,4.35,6.88,1.54,0.00,-10.33,1
1477417,1.56,-0.78,14.47,8,0.24,1755,0.00,0.00,16,14.76,29.22,28.50,0.76,4.35,6.88,1.54,0.00,-10.33,1
1477484,1.56,-0.78,14.47,8,0.23,1767,0.00,0.00,16,14.76,29.57,29.00,0.76,4.35,6.84,1.54,0.00,-10.33,1
1477556,1.56,-0.78,14.47,8,0.23,1779,0.00,0.00,16,14.76,29.92,29.00,0.76,4.35,6.73,1.52,0.00,-10.31,1
1477628,1.56,-0.78,14.47,8,0.22,1794,0.00,0.00,16,14.76,29.92,29.50,0.76,4.35,6.66,1.52,0.00,-10.36,1
1477694,1.56,-0.78,14.47,8,0.22,1802,0.00,0.00,16,14.76,29.57,29.50,0.74,4.35,6.62,1.52,0.00,-10.38,1
1477766,1.56,-0.78,14.47,8,0.22,1781,0.00,0.00,16,14.76,28.87,28.50,0.72,4.35,6.48,1.50,0.00,-10.44,1
1477838,1.56,-0.78,14.47,8,0.21,1739,0.00,0.00,16,14.76,28.52,28.00,0.72,4.21,5.91,1.46,0.00,-10.58,1
1477914,1.56,-0.78,14.59,8,0.21,1712,0.00,0.00,16,14.76,28.52,28.00,0.72,4.06,5.74,1.46,0.00,-10.67,1
1477978,1.56,-0.78,14.59,8,0.20,1713,0.00,0.00,16,14.76,28.52,28.00,0.72,3.92,5.72,1.46,0.00,-10.71,1
1478050,1.56,-0.78,14.59,8,0.20,1714,0.00,0.00,16,14.76,28.52,28.00,0.72,3.92,5.78,1.46,0.00,-10.77,1
1478123,1.56,-0.78,14.59,8,0.20,1727,0.00,0.00,16,14.76,28.52,28.00,0.72,3.92,5.81,1.46,0.00,-10.81,1
1478195,0.78,-0.78,14.59,8,0.20,1732,0.00,0.00,16,14.76,28.52,28.50,0.72,3.77,5.87,1.46,0.00,-10.83,1
1478267,0.78,-0.78,14.47,8,0.21,1726,0.00,0.00,16,14.76,28.52,28.00,0.72,3.77,5.85,1.46,0.00,-10.87,1
1478333,0.78,-0.78,14.47,8,0.21,1714,0.00,0.00,16,14.76,28.16,28.00,0.72,3.77,5.93,1.46,0.00,-10.87,1
1478408,0.78,-0.78,14.47,8,0.21,1697,0.00,0.00,16,14.76,28.16,27.50,0.72,3.92,5.91,1.46,0.00,-10.85,1
1478478,0.00,-0.78,14.36,8,0.21,1690,0.00,0.00,16,14.76,27.81,27.50,0.72,3.92,5.91,1.46,0.00,-10.83,1
1478550,0.00,-0.78,14.36,8,0.21,1678,0.00,0.00,16,14.76,27.81,27.00,0.72,3.92,5.91,1.46,0.00,-10.79,1
1478614,-0.78,-0.78,14.24,8,0.21,1673,0.00,0.00,16,14.76,27.46,27.00,0.72,3.92,5.91,1.46,0.00,-10.77,1
1478686,-2.34,-0.78,14.01,8,0.21,1666,0.00,0.00,16,14.76,27.46,27.00,0.72,3.92,5.91,1.46,0.00,-10.73,1
1478758,-3.12,-0.78,14.01,8,0.22,1652,0.00,0.00,16,14.76,27.46,27.00,0.72,3.92,5.91,1.46,0.00,-10.69,1
1478828,-3.91,-0.78,13.78,8,0.22,1641,0.00,0.00,16,14.76,27.46,27.00,0.72,4.06,5.91,1.46,0.00,-10.67,1
1478900,-4.69,-0.78,13.78,8,0.22,1650,0.00,0.00,16,14.76,27.46,27.00,0.72,4.06,5.91,1.48,0.00,-10.67,1
1478971,-5.47,-0.78,13.78,8,0.22,1639,0.00,0.00,16,14.76,27.46,27.00,0.72,4.06,5.91,1.46,0.00,-10.64,1
1479043,-5.47,-0.78,13.67,8,0.22,1626,0.00,0.00,16,14.76,27.11,26.50,0.72,4.06,5.87,1.46,0.00,-10.62,1
1479114,-5.47,-0.78,13.90,8,0.22,1612,0.00,0.00,16,14.76,27.11,26.50,0.72,4.06,5.87,1.46,0.00,-10.60,1
1479187,-5.47,-0.78,14.01,8,0.22,1611,0.00,0.00,16,14.76,26.76,26.50,0.72,4.06,5.87,1.46,0.00,-10.58,1
1479251,-5.47,-0.78,14.13,8,0.22,1612,0.00,0.00,16,14.76,26.76,26.50,0.72,4.21,5.91,1.46,0.00,-10.56,1
1479323,-5.47,-0.78,14.24,8,0.22,1606,0.00,0.00,16,14.76,26.76,26.00,0.72,4.21,5.87,1.46,0.00,-10.52,1
1479395,-5.47,-0.78,14.36,8,0.22,1595,0.00,0.00,16,14.76,26.41,26.00,0.72,4.21,5.87,1.46,0.00,-10.50,1
1479467,-5.47,-0.78,14.47,8,0.22,1583,0.00,0.00,16,14.76,26.41,26.00,0.72,4.21,5.85,1.46,0.00,-10.48,1
1479535,-5.47,-0.78,14.47,8,0.22,1587,0.00,0.00,16,14.76,26.41,26.00,0.72,4.21,5.87,1.46,0.00,-10.44,1
1479607,-4.69,-0.78,14.59,8,0.22,1571,0.00,0.00,16,14.76,26.41,26.00,0.72,4.21,5.91,1.46,0.00,-10.42,1
1479679,-5.47,-0.78,14.59,8,0.23,1572,0.00,0.00,16,14.76,26.41,26.00,0.72,4.21,5.91,1.46,0.00,-10.42,1
1479751,-4.69,-0.78,14.70,8,0.22,1580,0.00,0.00,16,14.76,26.41,26.00,0.72,4.35,5.85,1.46,0.00,-10.40,1
1479823,-4.69,-0.78,14.70,8,0.22,1566,0.00,0.00,16,14.76,26.41,26.00,0.72,4.35,5.87,1.46,0.00,-10.38,1
1479892,-5.47,-0.78,14.70,8,0.22,1553,0.00,0.00,16,14.76,26.05,26.00,0.72,4.35,5.85,1.46,0.00,-10.38,1
1479959,-4.69,-0.78,14.70,8,0.22,1558,0.00,0.00,16,14.76,26.41,26.00,0.72,4.35,5.85,1.46,0.00,-10.35,1
1480031,-4.69,-0.78,14.70,8,0.22,1552,0.00,0.00,16,14.76,26.41,25.50,0.72,4.35,5.85,1.46,0.00,-10.33,1
1480100,-4.69,-0.78,14.81,8,0.23,1546,0.00,0.00,16,14.76,26.41,25.50,0.72,4.35,5.85,1.46,0.00,-10.33,1
1480172,-4.69,-0.78,14.81,8,0.23,1560,0.00,0.00,16,14.76,26.05,26.00,0.72,4.35,5.81,1.46,0.00,-10.31,1
1480243,-4.69,-0.78,14.81,8,0.22,1552,0.00,0.00,16,14.76,26.05,25.50,0.72,4.35,5.81,1.46,0.00,-10.33,1
1480316,-4.69,-0.78,14.81,8,0.23,1540,0.00,0.00,16,14.76,26.05,25.50,0.72,4.35,5.85,1.46,0.00,-10.31,1
1480387,-3.91,-0.78,14.81,8,0.23,1546,0.00,0.00,16,14.76,26.05,25.50,0.72,4.35,5.81,1.46,0.00,-10.31,1
1480456,-3.91,-0.78,14.81,8,0.23,1541,0.00,0.00,16,14.76,26.05,25.00,0.72,4.35,5.81,1.46,0.00,-10.27,1
1480530,-3.91,-0.78,14.81,8,0.23,1524,0.00,0.00,16,14.76,25.70,25.50,0.72,4.50,5.78,1.46,0.00,-10.29,1
1480594,-3.91,-0.78,14.81,8,0.23,1530,0.00,0.00,16,14.76,25.70,25.50,0.72,4.50,5.81,1.46,0.00,-10.27,1
1480670,-3.91,-0.78,14.81,8,0.23,1521,0.00,0.00,16,14.76,25.70,25.00,0.72,4.50,5.78,1.46,0.00,-10.25,1
1480742,-3.91,-0.78,14.81,8,0.23,1535,0.00,0.00,16,14.76,26.05,25.50,0.72,4.50,5.78,1.46,0.00,-10.25,1
1480813,-3.91,-0.78,14.81,8,0.23,1538,0.00,0.00,16,14.76,26.05,25.50,0.72,4.50,5.78,1.46,0.00,-10.25,1
1480885,-3.12,-0.78,14.81,8,0.23,1524,0.00,0.00,16,14.76,25.70,25.00,0.72,4.50,5.74,1.46,0.00,-10.25,1
1480957,-3.12,-0.78,14.81,8,0.23,1521,0.00,0.00,16,14.76,25.70,25.00,0.72,4.50,5.74,1.46,0.00,-10.25,1
1481021,-3.12,-0.78,14.93,8,0.23,1510,0.00,0.00,16,14.76,25.35,25.00,0.72,4.50,5.74,1.46,0.00,-10.23,1
1481091,-2.34,-0.78,14.93,8,0.23,1496,0.00,0.00,16,14.76,25.70,25.00,0.72,4.50,5.74,1.46,0.00,-10.21,1
1481161,-2.34,-0.78,14.93,8,0.23,1508,0.00,0.00,16,14.76,25.70,25.00,0.72,4.50,5.68,1.46,0.00,-10.19,1
1481233,-2.34,-0.78,14.93,8,0.23,1500,0.00,0.00,16,14.76,25.35,25.00,0.72,4.50,5.68,1.44,0.00,-10.19,1
1481301,-2.34,-0.78,14.93,8,0.23,1496,0.00,0.00,16,14.76,25.35,25.00,0.72,4.50,5.68,1.44,0.00,-10.19,1
1481378,-2.34,-0.78,14.93,8,0.23,1509,0.00,0.00,16,14.76,25.35,25.00,0.68,4.50,5.68,1.46,0.00,-10.19,1
1481449,-2.34,-0.78,14.93,8,0.21,1495,0.00,0.00,16,15.31,23.95,25.00,0.66,4.35,4.82,1.36,0.00,-10.44,1
1481523,-2.34,-0.78,14.93,8,0.19,1476,0.00,0.00,16,14.71,20.08,20.50,0.66,4.06,3.96,1.30,0.00,-10.71,1
1481590,-1.56,-0.78,14.93,8,0.18,1441,0.00,0.00,16,14.71,15.16,17.00,0.66,3.77,3.80,1.30,0.00,-10.93,1
1481662,-1.56,-0.78,14.93,8,0.18,1404,0.00,0.00,16,14.71,11.99,14.00,0.66,3.63,3.99,1.32,0.00,-11.12,1
1481734,-1.56,-0.78,15.04,8,0.19,1346,0.00,0.00,16,14.71,10.94,19.00,0.66,3.48,4.18,1.34,0.00,-11.16,1
1481803,-1.56,-0.78,14.93,8,0.20,1310,0.00,0.00,16,14.70,10.94,19.00,0.66,3.48,4.26,1.34,0.00,-11.16,1
1481874,-2.34,-0.78,14.81,8,0.21,1265,0.00,0.00,16,14.70,10.59,19.00,0.66,3.48,4.43,1.34,0.00,-11.16,1
1481949,-2.34,-0.78,14.70,8,0.22,1235,0.00,0.00,16,14.70,10.59,18.50,0.66,3.63,4.43,1.36,0.00,-11.08,1
1482015,-2.34,-0.78,14.47,8,0.23,1202,0.00,0.00,16,14.70,10.23,18.50,0.66,3.77,4.46,1.34,0.00,-10.98,1
1482087,-3.12,-0.78,14.36,8,0.24,1144,0.00,0.00,16,14.69,10.23,18.50,0.66,3.77,4.43,1.36,0.00,-10.87,1
1482159,-3.12,-0.78,14.01,8,0.25,1105,0.00,0.00,16,14.69,9.88,18.00,0.66,3.92,4.46,1.36,0.00,-10.73,1
1482231,-3.91,-0.78,13.55,8,0.26,1064,0.00,0.00,16,14.69,9.88,17.50,0.66,4.06,4.46,1.34,0.00,-10.64,1
1482299,-3.91,-0.78,13.55,8,0.26,1030,0.00,0.00,16,14.69,9.88,17.50,0.66,4.21,4.40,1.34,0.00,-10.50,1
1482371,-4.69,-0.78,13.09,8,0.26,977,0.00,0.00,16,14.69,9.88,17.50,0.66,4.35,4.26,1.32,0.00,-10.33,1
1482435,-5.47,-0.78,13.21,8,0.26,944,0.00,0.00,16,14.69,9.88,17.50,0.66,4.50,4.13,1.32,0.00,-10.19,1
1482511,-5.47,-0.78,12.75,8,0.26,926,0.00,0.00,16,14.69,9.88,17.50,0.66,4.50,3.99,1.32,0.00,-10.07,1
1482579,-6.25,-0.78,12.86,8,0.26,903,0.00,0.00,16,14.69,9.88,17.50,0.66,4.79,3.83,1.30,0.00,-10.00,1
1482647,-7.03,-0.78,12.52,8,0.25,897,0.00,0.00,16,14.69,9.88,17.50,0.66,4.79,3.78,1.30,0.00,-9.90,1
1482719,-7.81,-0.78,12.06,8,0.25,888,0.00,0.00,16,14.69,9.88,17.50,0.66,4.93,3.67,1.28,0.00,-9.84,1
1482793,-7.81,-0.78,11.94,8,0.25,881,0.00,0.00,16,14.69,9.88,17.50,0.66,4.93,3.63,1.28,0.00,-9.78,1
1482873,-8.59,-0.78,11.83,8,0.25,875,0.00,0.00,16,14.69,9.88,17.50,0.66,4.93,3.60,1.26,0.00,-9.77,1
1482929,-9.38,-0.78,11.83,8,0.25,873,0.00,0.00,16,14.69,9.88,17.50,0.66,4.93,3.58,1.26,0.00,-9.73,1
