Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Alternator Duty (%),Battery Voltage (V)
746720,13.44,0.15,747,0.00,0.00,16,14.10,22.00,5.51,3.67,-1.18,0.64,19.00,13.28
746907,14.36,0.15,772,0.00,0.00,16,14.10,20.50,5.66,3.83,-1.18,0.64,17.00,13.44
747107,15.04,0.15,779,0.00,0.00,16,14.10,19.00,5.80,3.99,-1.18,0.64,15.00,13.44
747300,15.73,0.14,806,0.00,0.00,16,14.10,15.50,5.80,3.85,-1.18,0.64,13.00,13.36
747488,15.96,0.15,777,0.00,0.00,16,14.10,18.00,5.80,3.93,-1.18,0.64,12.00,13.44
747676,16.54,0.15,804,0.00,0.00,16,14.10,14.50,5.95,4.02,-1.18,0.64,10.00,13.44
747870,16.65,0.15,810,0.00,0.00,16,14.10,14.50,5.95,4.13,-1.18,0.64,9.00,13.28
748059,16.77,0.15,823,0.00,0.00,16,14.10,13.00,5.95,4.13,-1.18,0.64,7.00,13.44
748246,16.88,0.15,828,0.00,0.00,16,14.10,12.00,5.80,3.99,-1.18,0.64,5.00,13.28
748434,16.77,0.15,824,0.00,0.00,16,14.10,13.00,5.80,4.10,-1.18,0.64,3.00,13.44
748621,16.54,0.15,819,0.00,0.00,16,14.10,13.50,5.95,4.13,-1.18,0.64,2.00,13.28
748824,16.65,0.15,826,0.00,0.00,16,14.10,13.00,5.80,4.07,-1.18,0.64,0.00,13.44
749012,16.54,0.15,831,0.00,0.00,16,14.10,12.50,5.80,4.10,-1.18,0.64,0.00,13.36
749199,16.54,0.15,844,0.00,0.00,16,14.10,11.50,5.80,4.07,-1.18,0.64,0.00,13.44
749386,16.42,0.14,843,0.00,0.00,16,14.10,11.50,5.66,4.07,-1.18,0.64,0.00,13.44
749589,16.19,0.15,833,0.00,0.00,16,14.10,13.00,5.66,4.07,-1.18,0.64,0.00,13.44
749777,16.08,0.14,856,0.00,0.00,16,14.10,11.00,5.66,4.02,-1.18,0.64,0.00,13.44
749965,16.08,0.14,846,0.00,0.00,16,14.10,12.50,5.66,4.02,-1.18,0.64,0.00,13.44
750152,16.08,0.15,834,0.00,0.00,16,14.10,13.50,5.66,4.07,-1.18,0.64,0.00,13.44
750340,15.85,0.14,856,0.00,0.00,16,14.10,12.00,5.66,4.07,-1.18,0.64,0.00,13.44
750543,15.96,0.14,854,0.00,0.00,16,14.10,12.50,5.51,3.96,-1.18,0.64,0.00,13.28
750730,15.73,0.14,858,0.00,0.00,16,14.10,12.00,5.51,3.96,-1.18,0.64,0.00,13.44
750918,15.73,0.14,862,0.00,0.00,16,14.10,12.00,5.51,4.02,-1.18,0.64,0.00,13.28
751105,15.62,0.14,874,0.00,0.00,16,14.10,11.00,5.37,3.93,-1.18,0.64,0.00,13.44
751308,15.50,0.13,866,0.00,0.00,16,14.10,12.50,5.37,3.88,-1.18,0.64,0.00,13.28
751496,15.50,0.14,851,0.00,0.00,16,14.10,14.00,5.37,3.96,-1.18,0.64,0.00,13.44
751683,15.50,0.14,865,0.00,0.00,16,14.10,12.50,5.37,3.91,-1.18,0.64,0.00,13.28
751871,15.50,0.13,874,0.00,0.00,16,14.10,12.00,5.37,3.85,-1.18,0.64,0.00,13.52
752058,15.50,0.14,858,0.00,0.00,16,14.10,14.00,5.37,3.85,-1.18,0.64,0.00,13.44
752261,15.27,0.13,875,0.00,0.00,16,14.10,13.00,5.37,3.88,-1.18,0.64,0.00,13.36
752449,15.04,0.13,868,0.00,0.00,16,14.10,13.50,5.37,3.80,-1.18,0.64,0.00,13.44
752633,15.16,0.13,863,0.00,0.00,16,14.10,13.00,5.22,3.78,-1.18,0.64,0.00,13.44
752821,14.81,0.13,860,0.00,0.00,16,14.10,14.00,5.22,3.75,-1.18,0.64,0.00,13.44
753024,14.93,0.13,873,0.00,0.00,16,14.10,13.00,5.22,3.72,-1.18,0.64,0.00,13.52
753211,15.04,0.14,839,0.00,0.00,16,14.10,16.50,5.22,3.78,-1.18,0.64,0.00,13.44
753399,15.16,0.13,838,0.00,0.00,16,14.10,16.00,5.37,3.78,-1.18,0.64,0.00,13.44
753586,15.27,0.13,858,0.00,0.00,16,14.10,13.50,5.22,3.67,-1.18,0.64,0.00,13.36
753789,15.04,0.13,840,0.00,0.00,16,14.10,15.50,5.22,3.67,-1.18,0.64,0.00,13.44
753977,15.04,0.13,846,0.00,0.00,16,14.10,14.50,5.22,3.70,-1.18,0.64,0.00,13.36
754164,14.81,0.13,858,0.00,0.00,16,14.10,13.00,5.22,3.67,-1.18,0.64,0.00,13.36
754352,14.81,0.13,850,0.00,0.00,16,14.10,14.00,5.22,3.60,-1.18,0.64,0.00,13.44
754555,14.81,0.13,835,0.00,0.00,16,14.10,15.50,5.22,3.62,-1.18,0.64,0.00,13.28
754742,14.81,0.13,839,0.00,0.00,16,14.10,15.00,5.22,3.65,-1.18,0.64,0.00,13.44
754930,14.81,0.13,852,0.00,0.00,16,14.10,14.00,5.22,3.65,-1.18,0.64,0.00,13.28
755117,14.93,0.13,845,0.00,0.00,16,14.10,14.50,5.22,3.53,-1.18,0.64,0.00,13.44
755305,14.81,0.13,830,0.00,0.00,16,14.10,15.50,5.22,3.58,-1.18,0.64,0.00,13.28
755508,14.70,0.13,834,0.00,0.00,16,14.10,14.00,5.22,3.55,-1.18,0.64,0.00,13.44
755695,14.59,0.13,837,0.00,0.00,16,14.10,14.00,5.22,3.53,-1.18,0.64,0.00,13.36
755883,14.59,0.13,817,0.00,0.00,16,14.10,16.00,5.22,3.55,-1.18,0.64,0.00,13.44
756070,14.59,0.13,818,0.00,0.00,16,14.10,15.50,5.22,3.55,-1.18,0.64,0.00,13.36
756258,14.59,0.13,822,0.00,0.00,16,14.10,15.00,5.22,3.58,-1.18,0.64,0.00,13.44
756461,14.70,0.13,829,0.00,0.00,16,14.10,14.50,5.22,3.55,-1.18,0.64,0.00,13.44
756649,14.70,0.13,816,0.00,0.00,16,14.10,15.50,5.22,3.50,-1.18,0.64,0.00,13.44
756836,14.59,0.13,824,0.00,0.00,16,14.10,14.50,5.22,3.55,-1.18,0.64,0.00,13.36
757024,14.59,0.13,822,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.18,0.64,0.00,13.36
757227,14.59,0.13,812,0.00,0.00,16,14.10,15.00,5.22,3.55,-1.18,0.64,0.00,13.36
757414,14.59,0.13,813,0.00,0.00,16,14.10,14.50,5.22,3.55,-1.18,0.64,0.00,13.36
757602,14.70,0.13,824,0.00,0.00,16,14.10,13.00,5.22,3.53,-1.18,0.64,0.00,13.28
757787,14.70,0.13,816,0.00,0.00,16,14.10,14.00,5.22,3.50,-1.18,0.64,0.00,13.44
757990,14.47,0.13,812,0.00,0.00,16,14.10,14.50,5.22,3.55,-1.18,0.64,0.00,13.28
758178,14.47,0.13,825,0.00,0.00,16,14.10,13.00,5.22,3.55,-1.18,0.64,0.00,13.44
758365,14.70,0.13,814,0.00,0.00,16,14.10,14.00,5.22,3.53,-1.18,0.64,0.00,13.28
758553,14.70,0.13,807,0.00,0.00,16,14.10,15.00,5.22,3.58,-1.18,0.64,0.00,13.44
758756,14.70,0.13,819,0.00,0.00,16,14.10,13.50,5.22,3.53,-1.18,0.64,0.00,13.36
758949,14.59,0.13,819,0.00,0.00,16,14.10,13.50,5.22,3.50,-1.18,0.64,0.00,13.28
759139,14.47,0.13,810,0.00,0.00,16,14.10,14.50,5.22,3.50,-1.18,0.64,0.00,13.44
759332,14.36,0.13,809,0.00,0.00,16,14.10,14.00,5.22,3.53,-1.18,0.64,0.00,13.44
759522,14.59,0.13,808,0.00,0.00,16,14.10,14.00,5.22,3.55,-1.18,0.64,0.00,13.44
759712,14.70,0.13,813,0.00,0.00,16,14.10,14.00,5.22,3.55,-1.18,0.64,0.00,13.36
759901,14.70,0.13,814,0.00,0.00,16,14.10,14.00,5.22,3.53,-1.18,0.64,0.00,13.44
760093,14.70,0.13,818,0.00,0.00,16,14.10,13.00,5.22,3.53,-1.18,0.64,0.00,13.44
760281,14.70,0.13,809,0.00,0.00,16,14.10,14.00,5.22,3.53,-1.18,0.64,0.00,13.28
760468,14.70,0.13,807,0.00,0.00,16,14.10,14.00,5.37,3.58,-1.18,0.64,0.00,13.44
760656,14.81,0.13,814,0.00,0.00,16,14.10,13.50,5.37,3.55,-1.18,0.64,0.00,13.28
760859,14.81,0.13,810,0.00,0.00,16,14.10,14.00,5.37,3.58,-1.18,0.64,0.00,13.44
761046,14.70,0.13,814,0.00,0.00,16,14.10,13.50,5.37,3.58,-1.18,0.64,0.00,13.28
761234,14.70,0.13,840,0.00,0.00,16,14.10,10.50,5.37,3.60,-1.18,0.64,0.00,13.28
761421,14.70,0.13,834,0.00,0.00,16,14.10,11.50,5.22,3.58,-1.18,0.64,0.00,13.44
761624,14.81,0.13,828,0.00,0.00,16,14.10,12.50,5.22,3.60,-1.18,0.64,0.00,13.36
761812,14.70,0.13,838,0.00,0.00,16,14.10,12.00,5.22,3.60,-1.18,0.64,0.00,13.44
761999,14.47,0.13,839,0.00,0.00,16,14.10,12.00,5.22,3.55,-1.18,0.64,0.00,13.44
762187,14.59,0.13,832,0.00,0.00,16,14.10,13.00,5.22,3.55,-1.18,0.64,0.00,13.52
762374,14.70,0.13,839,0.00,0.00,16,14.10,13.00,5.22,3.60,-1.18,0.66,0.00,13.44
762577,14.81,0.21,852,0.00,0.00,16,15.51,14.00,5.80,5.40,-1.18,0.74,0.00,13.28
762769,14.93,0.21,998,0.00,0.00,16,17.97,17.50,6.82,7.06,-1.18,0.76,0.00,13.44
762951,13.09,0.21,1283,0.00,0.00,16,24.30,21.50,7.11,8.69,-1.49,0.80,0.00,13.44
763138,12.86,0.23,1396,0.00,0.00,16,27.81,27.00,7.40,10.79,-1.49,0.84,0.00,13.44
763341,14.93,0.24,1550,0.00,0.00,16,29.22,29.00,7.98,12.59,-1.49,0.86,0.00,13.36
763529,15.62,0.25,1681,0.00,0.00,16,32.03,31.50,8.13,13.84,-1.49,0.88,0.00,13.36
763716,15.39,0.25,1739,0.00,0.00,16,33.09,32.50,8.13,14.47,-1.49,0.90,0.00,13.44
763904,15.62,0.28,1694,0.00,0.00,16,32.03,32.50,8.13,15.19,-1.49,0.90,0.00,13.36
764091,15.04,0.31,1612,0.00,0.00,16,31.33,31.50,8.71,15.85,-1.49,0.92,0.00,13.36
764294,14.59,0.32,1500,0.00,0.00,16,31.68,31.50,9.43,15.93,-1.49,0.92,0.00,13.36
764482,14.13,0.32,1441,0.00,0.00,16,30.98,30.50,10.01,15.70,-1.49,0.92,0.00,13.44
764669,14.59,0.34,1396,0.00,0.00,16,29.57,30.00,10.30,15.85,-1.49,0.92,0.00,13.28
764857,14.81,0.36,1307,0.00,0.00,16,26.76,27.00,10.74,15.85,-1.49,0.92,34.00,13.36
765060,14.70,0.34,1328,0.00,0.00,16,29.92,28.50,11.17,15.55,-1.49,0.92,32.00,13.28
765247,14.81,0.33,1497,0.00,0.00,16,32.38,32.00,10.59,16.23,-1.49,0.92,31.00,13.44
765435,15.27,0.33,1678,0.00,0.00,16,33.79,33.50,10.01,16.44,-1.49,0.90,29.00,13.36
765622,15.16,0.22,1736,0.00,0.00,16,32.73,32.50,7.40,9.80,-1.49,0.78,27.00,13.44
765825,13.67,0.16,1818,0.00,0.00,16,31.68,32.00,5.66,8.22,-1.49,0.72,25.00,13.44
766013,13.55,0.11,1788,0.00,0.00,16,26.05,26.50,4.35,5.55,-1.49,0.68,24.00,13.44
766200,14.01,0.10,1769,0.00,0.00,16,21.13,22.50,4.06,5.94,-1.49,0.68,22.00,13.44
766388,15.85,0.11,1752,0.00,0.00,16,16.56,18.00,4.06,6.18,-1.49,0.68,21.00,13.44
766575,21.59,0.11,1652,0.00,0.00,16,14.10,14.00,4.21,6.37,-1.49,0.68,19.00,13.36
766778,24.92,0.10,1574,0.00,0.00,16,14.10,14.00,3.92,5.27,-1.49,0.64,17.00,13.44
766966,23.89,0.10,1519,0.00,0.00,16,14.10,14.00,3.92,5.04,-1.49,0.64,15.00,13.36
767154,23.77,0.10,1426,0.00,0.00,16,14.10,14.00,3.92,4.66,-1.49,0.64,14.00,13.44
767341,23.77,0.10,1380,0.00,0.00,16,14.10,-1.50,3.77,4.57,-1.49,0.64,12.00,13.28
767544,24.12,0.10,1355,0.00,0.00,16,14.10,4.50,3.77,4.57,-1.49,0.64,34.00,13.44
767732,23.77,0.12,1269,0.00,0.00,16,14.10,22.00,3.63,4.88,-1.49,0.64,34.00,13.36
767917,23.43,0.11,1274,0.00,0.00,16,14.10,22.00,3.63,4.82,-1.49,0.64,32.00,13.36
768105,23.31,0.12,1226,0.00,0.00,16,14.10,22.00,3.63,4.69,-1.49,0.64,30.00,13.44
768308,16.19,0.12,1217,0.00,0.00,16,14.10,22.00,3.63,4.64,-1.49,0.64,29.00,13.36
768496,12.75,0.12,1163,0.00,0.00,16,14.10,22.00,3.77,4.57,-1.18,0.64,27.00,13.44
768683,11.71,0.12,1171,0.00,0.00,16,14.10,22.00,3.92,4.55,-1.18,0.64,25.00,13.44
768870,11.37,0.12,1142,0.00,0.00,16,14.10,22.00,3.92,4.51,-1.18,0.64,24.00,13.44
769070,11.25,0.12,1109,0.00,0.00,16,14.10,22.00,4.06,4.43,-1.18,0.64,22.00,13.36
769260,11.25,0.12,1108,0.00,0.00,16,14.10,22.00,4.06,4.35,-1.18,0.64,20.00,13.44
769453,11.48,0.12,1078,0.00,0.00,16,14.10,22.00,4.06,4.29,-1.18,0.64,18.00,13.44
769651,11.83,0.12,1054,0.00,0.00,16,14.10,22.00,4.21,4.21,-1.18,0.64,17.00,13.44
769845,12.40,0.12,1057,0.00,0.00,16,14.10,22.00,4.21,4.13,-1.18,0.64,15.00,13.44
770030,12.98,0.12,1005,0.00,0.00,16,14.10,22.00,4.21,4.10,-1.18,0.64,13.00,13.36
770218,13.21,0.12,1016,0.00,0.00,16,14.10,22.00,4.35,3.99,-1.18,0.64,11.00,13.44
770405,13.67,0.12,962,0.00,0.00,16,14.10,22.00,4.50,3.93,-1.18,0.64,10.00,13.36
770593,14.01,0.12,976,0.00,0.00,16,14.10,22.00,4.50,3.88,-1.18,0.64,8.00,13.28
770796,14.36,0.12,927,0.00,0.00,16,14.10,22.00,4.64,3.80,-1.18,0.64,7.00,13.44
770983,14.70,0.14,917,0.00,0.00,16,14.10,22.00,4.79,3.80,-1.18,0.64,5.00,13.36
771171,14.81,0.12,918,0.00,0.00,16,14.10,22.00,4.79,3.78,-1.18,0.64,3.00,13.44
771358,15.04,0.13,895,0.00,0.00,16,14.10,22.00,4.79,3.78,-1.18,0.64,1.00,13.28
771561,15.04,0.13,893,0.00,0.00,16,14.10,21.50,4.93,3.75,-1.18,0.64,0.00,13.44
771749,15.39,0.13,885,0.00,0.00,16,14.10,21.00,4.93,3.73,-1.18,0.64,0.00,12.88
771936,15.50,0.14,830,0.00,0.00,16,14.10,22.00,5.08,3.78,-1.18,0.64,0.00,13.44
772134,15.73,0.14,832,0.00,0.00,16,14.10,22.00,5.22,3.78,-1.18,0.64,0.00,13.28
772322,15.73,0.13,848,0.00,0.00,16,14.10,20.00,5.22,3.78,-1.18,0.64,0.00,13.44
772509,15.73,0.14,832,0.00,0.00,16,14.10,20.50,5.22,3.78,-1.18,0.64,0.00,13.44
772697,15.39,0.14,823,0.00,0.00,16,14.10,20.00,5.37,3.76,-1.18,0.64,0.00,13.44
772900,15.50,0.13,846,0.00,0.00,16,14.10,17.00,5.37,3.75,-1.18,0.64,0.00,13.44
773087,15.62,0.17,840,0.00,0.00,16,14.45,16.50,5.37,4.07,-1.18,0.70,0.00,13.44
773280,15.85,0.23,947,0.00,0.00,16,17.62,15.50,6.53,6.62,-1.18,0.78,0.00,13.28
773473,15.62,0.29,1178,0.00,0.00,16,29.22,26.00,8.56,11.93,-1.18,0.86,0.00,13.44
773663,13.21,0.25,1536,0.00,0.00,16,29.22,29.00,8.56,12.64,-1.49,0.86,0.00,13.36
773852,15.62,0.27,1493,0.00,0.00,16,29.92,29.50,8.56,13.26,-1.49,0.88,0.00,13.44
774041,17.34,0.31,1414,0.00,0.00,16,30.27,30.00,9.14,14.98,-1.49,0.90,0.00,13.28
774234,14.59,0.35,1352,0.00,0.00,16,28.52,29.50,9.87,15.70,-1.49,0.92,0.00,13.44
774424,14.36,0.44,1170,0.00,0.00,16,19.38,21.00,11.61,17.19,-0.89,1.00,33.00,13.28
774613,14.47,0.40,1219,0.00,0.00,16,24.65,23.00,12.48,16.07,-0.89,1.02,32.00,13.44
774807,14.24,0.42,1357,0.00,0.00,16,26.05,24.50,12.48,18.87,-0.27,1.06,30.00,13.36
774987,16.08,0.39,1546,0.00,0.00,16,29.92,29.00,12.62,19.90,0.66,1.08,28.00,13.28
775190,15.39,0.39,1744,0.00,0.00,16,34.14,33.00,12.48,21.44,0.66,1.10,27.00,13.36
775377,15.39,0.38,1885,0.00,0.00,16,36.25,33.50,12.19,24.13,1.57,1.12,25.00,13.44
775565,15.04,0.37,2015,0.00,0.00,16,38.36,37.50,11.90,25.40,1.88,1.10,23.00,13.44
775752,14.93,0.37,2178,0.00,0.00,16,40.47,39.50,11.61,26.40,0.97,1.10,22.00,13.44
775935,14.81,0.37,2330,0.00,0.00,16,41.88,41.00,11.32,28.73,0.97,1.08,20.00,13.36
776138,13.90,0.38,2503,0.00,0.00,16,41.17,41.00,11.17,31.61,0.35,1.10,18.00,13.36
776326,13.67,0.40,2704,0.00,0.00,16,38.01,39.00,11.61,35.90,1.28,1.16,16.00,13.36
776513,13.55,0.48,2900,0.00,0.00,16,33.09,33.50,13.06,45.86,8.02,1.36,15.00,13.36
776701,13.32,0.52,3159,0.00,0.00,16,30.27,30.50,14.65,55.86,10.17,1.56,13.00,13.28
776904,13.21,0.57,3424,0.00,0.00,16,28.16,28.00,16.25,65.45,12.01,1.68,11.00,13.20
777099,12.52,0.63,3752,0.00,0.00,16,23.95,23.50,17.56,74.36,13.25,1.74,9.00,13.20
777286,12.17,0.76,4087,0.00,0.00,16,18.67,18.50,19.73,96.73,13.25,1.74,8.00,13.12
777474,11.14,0.86,4507,0.00,0.00,16,13.05,15.50,21.62,124.44,13.56,1.78,6.00,13.12
777661,11.14,0.92,4783,0.00,0.00,16,14.80,12.00,24.09,149.15,13.56,1.50,5.00,12.96
777849,11.14,0.33,4554,0.00,0.00,16,21.84,32.00,7.40,39.17,-4.87,0.64,3.00,13.28
778052,17.11,0.22,4192,0.00,0.00,16,-10.16,-3.50,4.64,32.51,-4.25,0.64,1.00,13.36
778246,23.54,0.14,3742,0.00,0.00,16,-10.16,-10.50,4.06,19.34,-4.25,0.64,0.00,13.44
778435,23.89,0.14,3417,0.00,0.00,16,-10.16,-10.50,3.92,15.78,-4.25,0.64,0.00,13.36
778628,23.77,0.15,3022,0.00,0.00,16,-10.16,-10.50,3.92,14.60,-4.25,0.64,0.00,13.44
778818,23.66,0.15,2666,0.00,0.00,16,-6.99,-10.50,4.21,13.71,-4.25,0.76,0.00,13.44
778996,23.77,0.36,2882,0.00,0.00,16,40.12,42.00,9.29,34.33,-3.04,1.18,0.00,13.36
779199,13.21,0.42,3075,0.00,0.00,16,36.95,37.50,11.75,43.02,4.95,1.26,0.00,13.36
779387,13.32,0.44,3071,0.00,0.00,16,36.25,35.50,12.62,44.27,5.57,1.28,0.00,13.36
779574,13.44,0.47,3114,0.00,0.00,16,36.95,35.00,13.06,47.22,3.73,1.14,0.00,13.28
779777,11.94,0.20,3125,0.00,0.00,16,34.14,43.50,7.98,18.41,-4.25,0.74,0.00,13.36
779965,11.14,0.13,3010,0.00,0.00,16,-0.31,-1.00,4.93,12.96,-4.25,0.68,0.00,13.36
780152,11.71,0.13,3096,0.00,0.00,16,-8.75,-6.50,4.06,12.98,-4.25,0.64,0.00,13.44
780340,14.59,0.13,3051,0.00,0.00,16,-10.16,-10.50,4.06,13.02,-4.25,0.64,0.00,13.36
780543,23.66,0.14,3004,0.00,0.00,16,-9.45,-10.50,3.92,12.31,-4.25,0.68,0.00,13.44
780731,23.77,0.14,2994,0.00,0.00,16,-5.94,-2.00,4.93,15.12,-4.25,0.64,0.00,13.36
780918,12.29,0.11,2956,0.00,0.00,16,-10.16,-10.50,3.92,10.27,-4.25,0.64,0.00,13.44
781105,14.47,0.11,2896,0.00,0.00,16,-10.16,-10.50,3.92,10.84,-4.25,0.64,0.00,13.36
781293,21.25,0.09,2871,0.00,0.00,16,-10.16,-10.50,3.92,10.45,-4.25,0.64,0.00,13.44
781496,25.61,0.11,2833,0.00,0.00,16,-10.16,-10.50,3.92,10.64,-4.25,0.64,0.00,13.36
781684,24.23,0.11,2776,0.00,0.00,16,-10.16,-10.50,3.92,10.48,-4.25,0.64,0.00,13.44
781871,23.54,0.11,2736,0.00,0.00,16,-10.16,-10.50,3.92,10.38,-4.25,0.64,0.00,13.44
782059,24.12,0.11,2702,0.00,0.00,16,-10.16,-10.50,3.92,10.27,-4.25,0.64,0.00,13.44
782262,24.12,0.11,2672,0.00,0.00,16,-10.16,-10.50,4.06,10.03,-3.94,0.64,0.00,13.44
782449,23.77,0.11,2633,0.00,0.00,16,-10.16,-10.50,4.06,9.83,-3.94,0.64,0.00,13.44
782637,24.12,0.11,2558,0.00,0.00,16,-10.16,-10.50,3.92,9.21,-3.64,0.64,0.00,13.44
782824,24.12,0.11,2486,0.00,0.00,16,-10.16,-10.50,3.92,8.95,-3.35,0.64,0.00,13.44
783027,24.12,0.11,2414,0.00,0.00,16,-8.75,-10.50,3.92,8.87,-3.04,0.64,0.00,13.44
783213,23.77,0.11,2334,0.00,0.00,16,13.05,6.50,3.92,8.23,-2.73,0.64,0.00,13.36
783401,24.12,0.10,2268,0.00,0.00,16,15.51,15.50,3.77,7.21,-2.73,0.64,0.00,13.36
783604,23.89,0.08,2196,0.00,0.00,16,14.80,15.00,3.77,5.74,-2.11,0.64,0.00,13.44
783791,23.89,0.08,2129,0.00,0.00,16,14.45,14.50,3.63,5.68,-2.11,0.64,0.00,13.36
783979,24.00,0.08,2070,0.00,0.00,16,14.45,14.00,3.63,5.55,-2.11,0.64,0.00,13.44
784166,23.89,0.08,2010,0.00,0.00,16,14.10,14.00,3.48,5.40,-1.80,0.64,0.00,13.44
784354,23.66,0.08,1957,0.00,0.00,16,14.10,14.00,3.48,5.36,-1.49,0.64,0.00,13.36
784557,23.89,0.09,1889,0.00,0.00,16,14.10,14.00,3.48,5.43,-1.49,0.64,0.00,13.44
784744,23.89,0.09,1826,0.00,0.00,16,14.10,14.00,3.48,5.14,-1.49,0.64,0.00,13.36
784932,24.00,0.09,1777,0.00,0.00,16,14.10,14.00,3.48,5.42,-1.49,0.64,0.00,13.44
787784,12.98,0.16,930,0.00,0.00,16,14.10,13.50,5.37,5.04,-1.18,0.68,12.00,13.36
787987,13.32,0.15,1002,0.00,0.00,16,14.10,6.50,5.66,5.08,-1.18,0.68,10.00,13.44
788175,12.86,0.15,1049,0.00,0.00,16,14.10,6.00,5.66,5.10,-1.18,0.68,9.00,13.44
788360,12.75,0.17,1034,0.00,0.00,16,15.16,14.50,5.66,5.94,-1.18,0.78,7.00,13.44
788563,13.32,0.50,1388,0.00,0.00,16,20.78,-4.50,13.93,34.09,2.19,1.72,5.00,13.36
788750,14.70,0.24,2124,0.00,0.00,16,27.11,36.00,8.85,6.40,-1.80,0.64,4.00,13.44
788944,12.52,0.09,2075,0.00,0.00,16,14.45,14.00,4.64,4.37,-2.42,0.64,2.00,13.44
789134,14.36,0.08,1868,0.00,0.00,16,14.10,14.00,3.92,5.40,-1.49,0.66,0.00,13.52
789326,15.85,0.16,1554,0.00,0.00,16,16.21,14.00,4.21,7.34,-1.49,0.78,0.00,13.44
789516,25.27,0.24,1560,0.00,0.00,16,29.57,25.00,6.38,12.15,-1.49,0.86,0.00,13.44
789709,14.70,0.21,1719,0.00,0.00,16,32.03,32.00,7.40,12.42,-1.49,0.66,0.00,13.44
789898,12.63,0.10,1777,0.00,0.00,16,18.32,21.00,4.50,3.88,-1.49,0.64,0.00,13.44
790091,13.21,0.10,1582,0.00,0.00,16,14.10,14.00,3.63,5.27,-1.49,0.64,0.00,13.36
790279,14.24,0.14,1273,0.00,0.00,16,14.10,22.00,4.06,5.52,-1.49,0.68,35.00,13.44
790466,16.08,0.14,1249,0.00,0.00,16,14.10,22.50,4.64,4.92,-1.49,0.64,33.00,13.28
793349,14.47,0.13,804,0.00,0.00,16,14.10,22.00,5.08,3.45,-1.18,0.64,7.00,13.44
793537,14.70,0.13,807,0.00,0.00,16,14.10,21.50,5.08,3.49,-1.18,0.64,5.00,13.44
793724,14.81,0.13,819,0.00,0.00,16,14.10,19.00,5.22,3.49,-1.18,0.64,4.00,13.28
793912,14.93,0.13,812,0.00,0.00,16,14.10,19.50,5.22,3.45,-1.18,0.64,2.00,13.44
794115,14.93,0.13,805,0.00,0.00,16,14.10,19.00,5.22,3.52,-1.18,0.64,1.00,13.28
794302,15.04,0.13,808,0.00,0.00,16,14.10,18.00,5.22,3.56,-1.18,0.64,0.00,13.36
794490,15.16,0.14,803,0.00,0.00,16,14.10,17.50,5.37,3.63,-1.18,0.64,0.00,13.28
794677,15.39,0.14,809,0.00,0.00,16,14.10,16.50,5.37,3.65,-1.18,0.64,0.00,13.44
794880,15.39,0.13,814,0.00,0.00,16,14.10,15.50,5.37,3.65,-1.18,0.64,0.00,13.28
795068,15.39,0.13,816,0.00,0.00,16,14.10,15.00,5.37,3.67,-1.18,0.64,0.00,13.44
795255,15.27,0.14,815,0.00,0.00,16,14.10,14.50,5.37,3.67,-1.18,0.64,0.00,13.44
795443,15.39,0.14,806,0.00,0.00,16,14.10,15.50,5.51,3.73,-1.18,0.64,0.00,13.36
795630,15.62,0.14,814,0.00,0.00,16,14.10,14.00,5.51,3.78,-1.18,0.64,0.00,13.44
795818,15.85,0.14,824,0.00,0.00,16,14.10,13.00,5.51,3.70,-1.18,0.64,0.00,13.36
796021,15.62,0.14,831,0.00,0.00,16,14.10,13.00,5.51,3.73,-1.18,0.64,0.00,13.44
796208,15.50,0.14,819,0.00,0.00,16,14.10,14.00,5.51,3.70,-1.18,0.64,0.00,13.44
796396,15.50,0.14,822,0.00,0.00,16,14.10,13.50,5.51,3.75,-1.18,0.64,0.00,13.28
796599,15.50,0.14,824,0.00,0.00,16,14.10,13.50,5.37,3.73,-1.18,0.64,0.00,13.44
796786,15.50,0.13,843,0.00,0.00,16,14.10,11.50,5.37,3.75,-1.18,0.64,0.00,13.28
796974,15.39,0.13,833,0.00,0.00,16,14.10,13.00,5.37,3.75,-1.18,0.64,0.00,13.36
797161,15.16,0.13,828,0.00,0.00,16,14.10,14.00,5.37,3.70,-1.18,0.64,0.00,13.28
797349,15.27,0.13,837,0.00,0.00,16,14.10,13.00,5.37,3.75,-1.18,0.64,0.00,13.36
797552,15.39,0.13,830,0.00,0.00,16,14.10,14.00,5.37,3.75,-1.18,0.64,0.00,13.28
797740,15.27,0.13,838,0.00,0.00,16,14.10,13.00,5.37,3.70,-1.18,0.64,0.00,13.36
797927,15.04,0.13,836,0.00,0.00,16,14.10,12.50,5.37,3.70,-1.18,0.64,0.00,13.20
798115,14.93,0.13,846,0.00,0.00,16,14.10,12.50,5.37,3.70,-1.18,0.64,0.00,13.28
798318,14.81,0.13,853,0.00,0.00,16,14.10,12.50,5.37,3.70,-1.18,0.64,0.00,13.44
