Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V)
432251,14.13,0.32,2711,0.00,0.00,16,43.63,43.50,27.99,-1.80,1.02,74.90,10.17,0.00,13.68,9.43,-5.26
432334,13.78,0.32,2752,0.00,0.00,16,43.28,43.00,28.73,-1.80,1.02,74.90,10.41,0.00,13.60,9.43,-5.22
432397,13.90,0.33,2774,0.00,0.00,16,43.28,43.00,29.15,-1.80,1.04,74.90,10.57,0.00,13.68,9.43,-5.20
432475,13.78,0.34,2820,0.00,0.00,16,42.58,42.50,30.16,-1.80,1.06,74.90,11.25,0.00,13.60,9.58,-5.05
432537,13.78,0.33,2881,0.00,0.00,16,42.58,42.50,31.95,-0.89,1.08,74.90,11.68,0.00,13.68,9.72,-4.81
432615,13.78,0.35,2938,0.00,0.00,16,42.23,42.00,32.97,-0.89,1.08,74.90,11.91,0.00,13.60,9.87,-4.66
432678,13.90,0.35,2997,0.00,0.00,16,42.23,41.50,33.96,-0.27,1.10,74.90,12.79,0.00,13.68,10.01,-4.49
432756,13.78,0.34,3031,0.00,0.00,16,41.88,41.50,35.31,-0.27,1.12,74.90,12.93,0.00,13.60,10.45,-4.29
432818,13.44,0.36,3074,0.00,0.00,16,41.52,41.50,35.89,0.97,1.12,74.90,13.11,0.00,13.68,10.59,-4.08
432897,13.44,0.38,3166,0.00,0.00,16,40.82,40.50,37.00,1.88,1.16,74.90,13.51,0.00,13.60,10.88,-3.69
432959,13.67,0.40,3213,0.00,0.00,16,39.77,39.50,41.64,1.88,1.20,74.90,14.40,0.00,13.60,11.32,-3.19
433037,13.55,0.40,3278,0.00,0.00,16,39.06,39.00,43.58,3.11,1.22,74.90,15.38,0.00,13.68,11.75,-2.94
433100,13.44,0.39,3302,0.00,0.00,16,39.41,39.00,44.13,3.11,1.22,74.90,15.50,0.00,13.60,11.90,-2.75
433178,13.55,0.40,3462,0.00,0.00,16,39.06,39.00,45.56,3.73,1.22,74.90,15.87,0.00,13.68,12.04,-2.61
433240,13.78,0.41,3504,0.00,0.00,16,39.06,39.00,46.15,3.73,1.22,74.90,16.25,0.00,13.60,12.04,-2.49
433318,13.78,0.42,3531,0.00,0.00,16,38.71,38.50,47.99,3.73,1.22,74.90,16.45,0.00,13.68,12.19,-2.42
433396,13.67,0.41,3607,0.00,0.00,16,39.41,38.50,49.05,3.73,1.22,74.90,16.93,0.00,13.60,12.19,-2.48
433462,13.90,0.41,3682,0.00,0.00,16,39.41,39.00,49.65,3.73,1.22,74.90,17.28,0.00,13.68,12.19,-2.61
433529,14.36,0.40,3752,0.00,0.00,16,39.77,39.50,50.42,3.73,1.16,74.90,16.81,0.00,13.60,12.04,-3.04
433607,14.36,0.36,3848,0.00,0.00,16,40.82,40.50,49.36,0.97,1.08,74.90,16.42,0.00,13.68,11.75,-3.98
433670,13.78,0.34,3878,0.00,0.00,16,42.58,42.50,44.13,0.97,1.04,74.90,14.89,0.00,13.60,9.72,-5.16
433748,13.32,0.29,3874,0.00,0.00,16,43.28,43.00,39.85,-2.11,1.02,74.90,14.05,0.00,13.68,9.14,-5.74
433811,13.21,0.28,3916,0.00,0.00,16,44.34,44.00,35.44,-2.73,1.02,74.90,13.37,0.00,13.68,8.71,-6.13
433889,13.21,0.24,3989,0.00,0.00,16,44.34,44.00,34.58,-2.73,0.90,74.90,13.62,0.00,13.68,8.27,-6.71
433967,13.55,0.16,3998,0.00,0.00,16,43.63,44.00,19.85,-4.25,0.64,74.90,11.09,0.00,13.68,6.53,-9.20
434029,11.71,0.14,3770,0.00,0.00,16,34.14,35.50,16.89,-4.25,0.64,74.90,0.00,0.00,13.76,4.79,-10.46
434096,12.29,0.15,3662,0.00,0.00,16,25.35,28.50,18.64,-4.25,0.64,74.90,0.00,0.00,13.76,4.06,-10.81
434174,13.78,0.15,3524,0.00,0.00,16,18.67,22.00,18.49,-4.25,0.64,74.90,0.00,0.00,13.76,3.77,-10.93
434236,15.50,0.16,3389,0.00,0.00,16,11.99,15.00,17.71,-4.25,0.64,74.90,0.00,0.00,13.76,3.77,-10.91
434314,19.06,0.15,3286,0.00,0.00,16,11.99,11.50,16.15,-4.25,0.64,74.90,0.00,0.00,13.76,3.77,-10.87
434377,22.39,0.15,3143,0.00,0.00,16,11.99,11.50,16.22,-4.25,0.64,74.90,0.00,0.00,13.76,3.77,-10.83
434455,23.54,0.15,3038,0.00,0.00,16,11.99,11.50,15.62,-4.25,0.64,74.90,0.00,0.00,13.76,3.92,-10.79
434518,23.66,0.15,2928,0.00,0.00,16,11.99,11.50,14.92,-4.25,0.64,74.90,0.00,0.00,13.76,3.92,-10.77
434596,23.66,0.14,2820,0.00,0.00,16,11.99,11.50,14.22,-4.25,0.64,74.90,0.00,0.00,13.84,3.92,-10.77
434674,23.77,0.15,2705,0.00,0.00,16,11.99,11.50,13.58,-4.25,0.64,74.90,0.00,0.00,13.84,3.92,-10.75
434736,23.66,0.15,2590,0.00,0.00,16,11.99,11.50,13.26,-3.35,0.64,74.90,0.00,0.00,13.76,3.92,-10.77
434799,23.77,0.14,2471,0.00,0.00,16,11.99,11.50,12.69,-3.35,0.64,74.90,0.00,0.00,13.76,3.92,-10.75
434877,23.77,0.14,2367,0.00,0.00,16,11.99,11.50,11.55,-3.04,0.64,74.90,0.00,0.00,13.76,3.92,-10.77
434955,23.66,0.14,2216,0.00,0.00,16,11.99,11.50,10.89,-3.04,0.64,74.90,0.00,0.00,13.76,3.92,-10.75
435018,23.66,0.13,2126,0.00,0.00,16,11.99,11.50,10.33,-2.11,0.64,74.90,0.00,0.00,13.68,3.92,-10.79
435080,23.77,0.14,2043,0.00,0.00,16,11.99,11.50,9.35,-2.11,0.64,74.90,0.00,0.00,13.76,3.92,-10.75
435159,23.54,0.14,1955,0.00,0.00,16,11.99,11.50,9.43,-1.49,0.64,74.90,0.00,0.00,13.68,3.92,-10.65
435237,24.12,0.14,1864,0.00,0.00,16,11.99,11.50,9.00,-1.49,0.64,74.90,0.00,0.00,13.76,4.06,-10.64
435299,24.12,0.14,1763,0.00,0.00,16,11.99,11.50,8.69,-1.49,0.64,74.90,0.00,0.00,13.68,4.06,-10.69
435377,24.12,0.15,1660,0.00,0.00,16,11.99,11.50,8.11,-1.49,0.64,74.90,0.00,0.00,13.76,4.06,-10.69
435440,24.12,0.15,1567,0.00,0.00,16,11.99,11.50,7.90,-1.49,0.64,74.90,0.00,0.00,13.68,4.06,-10.64
435518,23.66,0.15,1454,0.00,0.00,16,11.64,11.50,7.41,-1.49,0.64,74.90,0.00,0.00,13.68,4.21,-10.44
435581,23.77,0.14,1371,0.00,0.00,16,11.29,19.00,6.40,-1.49,0.64,74.90,2.63,0.00,13.76,4.35,-10.36
435659,23.89,0.14,1268,0.00,0.00,16,10.94,19.00,4.79,-1.49,0.70,74.90,1.89,0.00,13.60,4.35,-10.29
435721,23.77,0.18,1228,0.00,0.00,16,11.29,10.50,6.38,-1.49,0.74,74.90,3.14,0.00,13.76,4.79,-14.56
435799,24.12,0.19,1263,0.00,0.00,16,12.70,12.00,7.37,-1.18,0.78,74.90,3.02,0.00,13.68,5.08,-9.01
435862,23.89,0.23,1318,0.00,0.00,16,16.21,13.50,8.61,-1.18,0.84,74.90,3.50,0.00,13.68,5.95,-8.39
435940,24.00,0.26,1476,0.00,0.00,16,22.54,19.00,10.49,-1.49,0.86,74.90,4.22,0.00,13.68,6.24,-7.66
436002,23.43,0.24,1653,0.00,0.00,16,29.57,26.00,12.97,-1.49,0.88,74.90,4.59,0.00,13.76,7.11,-7.19
436081,20.56,0.23,1889,0.00,0.00,16,34.49,30.50,12.97,-1.49,0.88,74.90,5.24,0.00,13.68,7.55,-7.14
436143,13.90,0.21,2146,0.00,0.00,16,39.06,39.00,13.58,-1.49,0.90,74.90,5.49,0.00,13.76,7.55,-7.33
436221,13.67,0.21,2341,0.00,0.00,16,41.52,41.50,14.73,-2.42,0.90,74.90,5.99,0.00,13.68,7.40,-7.60
436299,14.59,0.22,2367,0.00,0.00,16,43.28,43.00,15.62,-2.42,0.90,74.90,7.07,0.00,13.76,7.11,-7.58
436362,15.16,0.24,2374,0.00,0.00,16,43.98,43.50,17.86,-3.04,0.90,74.90,7.09,0.00,13.68,7.25,-7.41
436440,15.62,0.25,2338,0.00,0.00,16,43.98,43.50,19.35,-2.73,0.90,74.90,7.48,0.00,13.68,7.40,-7.25
436502,14.93,0.25,2301,0.00,0.00,16,42.93,42.50,18.49,-2.73,0.90,74.90,6.87,0.00,13.68,7.55,-7.12
436581,14.01,0.24,2249,0.00,0.00,16,42.23,42.50,18.72,-2.42,0.90,74.90,6.72,0.00,13.68,7.69,-7.06
436643,13.32,0.24,2308,0.00,0.00,16,42.93,42.50,17.71,-2.42,0.90,74.90,6.37,0.00,13.76,7.69,-7.12
436721,13.78,0.25,2308,0.00,0.00,16,43.28,43.00,18.88,-2.73,0.90,74.90,6.89,0.00,13.68,7.55,-7.12
436784,14.47,0.24,2318,0.00,0.00,16,43.28,43.50,19.11,-2.73,0.90,74.90,6.89,0.00,13.76,7.69,-7.04
436863,14.59,0.24,2359,0.00,0.00,16,43.63,43.00,18.72,-2.73,0.90,74.90,6.92,0.00,13.68,7.69,-7.00
436926,14.59,0.25,2331,0.00,0.00,16,43.98,43.50,19.19,-2.73,0.90,74.90,6.96,0.00,13.68,7.69,-6.98
437004,14.47,0.25,2351,0.00,0.00,16,43.98,43.50,19.42,-2.73,0.90,74.90,7.02,0.00,13.60,7.69,-6.94
437066,14.36,0.25,2386,0.00,0.00,16,44.34,44.00,19.42,-2.73,0.90,74.90,7.13,0.00,13.76,7.84,-6.96
437144,14.36,0.24,2362,0.00,0.00,16,43.98,43.50,19.57,-3.04,0.86,74.90,6.55,0.00,13.68,7.55,-7.17
437207,14.59,0.23,2383,0.00,0.00,16,43.63,43.50,18.80,-3.04,0.84,74.90,6.10,0.00,13.76,7.25,-7.50
437285,14.59,0.20,2394,0.00,0.00,16,42.93,42.50,15.05,-3.04,0.80,74.90,6.13,0.00,13.76,6.96,-8.02
437348,14.36,0.18,2384,0.00,0.00,16,41.52,42.00,13.39,-3.04,0.78,74.90,5.59,0.00,13.76,6.24,-8.57
437426,14.24,0.16,2398,0.00,0.00,16,40.12,40.00,12.31,-3.04,0.76,74.90,5.12,0.00,13.76,5.95,-8.95
437504,14.13,0.15,2402,0.00,0.00,16,39.06,39.00,11.30,-3.04,0.74,74.90,4.61,0.00,13.76,5.51,-9.42
437566,13.78,0.15,2402,0.00,0.00,16,38.01,38.00,10.74,-3.04,0.72,74.90,4.64,0.00,13.76,5.22,-9.71
437644,14.13,0.13,2378,0.00,0.00,16,37.30,37.50,10.08,-3.04,0.72,74.90,4.10,0.00,13.76,4.93,-9.92
437707,14.36,0.12,2389,0.00,0.00,16,36.60,36.50,9.93,-3.04,0.72,74.90,4.06,0.00,13.76,4.64,-10.07
437785,14.59,0.12,2371,0.00,0.00,16,36.25,36.00,9.43,-3.04,0.72,74.90,4.05,0.00,13.76,4.64,-10.21
437847,14.70,0.12,2409,0.00,0.00,16,36.25,36.00,9.56,-3.04,0.70,74.90,3.60,0.00,13.76,4.50,-10.33
437926,14.93,0.11,2414,0.00,0.00,16,35.55,35.50,9.53,-3.04,0.70,74.90,3.61,0.00,13.76,4.35,-10.46
437988,15.27,0.11,2378,0.00,0.00,16,35.20,35.00,8.95,-3.04,0.68,74.90,0.00,0.00,13.76,4.21,-10.60
438069,15.50,0.11,2374,0.00,0.00,16,32.38,32.00,8.36,-3.04,0.68,74.90,0.00,0.00,13.84,3.92,-10.75
438131,15.96,0.11,2379,0.00,0.00,16,30.27,30.00,8.44,-3.04,0.68,74.90,0.00,0.00,13.76,3.92,-10.85
438209,16.65,0.11,2365,0.00,0.00,16,27.46,28.50,8.69,-3.04,0.68,74.90,0.00,0.00,13.76,3.77,-10.89
438272,17.23,0.11,2341,0.00,0.00,16,24.30,25.50,8.82,-2.73,0.66,74.90,0.00,0.00,13.76,3.77,-10.89
438350,18.49,0.10,2331,0.00,0.00,16,21.13,22.00,8.36,-2.73,0.66,74.90,0.00,0.00,13.68,3.77,-10.85
438412,21.71,0.10,2319,0.00,0.00,16,17.97,18.50,8.23,-3.04,0.66,74.90,0.00,0.00,13.76,3.92,-10.79
438495,22.28,0.11,2301,0.00,0.00,16,13.40,15.00,7.98,-3.04,0.66,74.90,0.00,0.00,13.68,3.92,-10.75
438558,22.62,0.10,2319,0.00,0.00,16,11.99,11.50,8.11,-2.73,0.66,74.90,0.00,0.00,13.76,3.92,-10.79
438636,23.54,0.10,2305,0.00,0.00,16,11.99,11.50,7.70,-2.73,0.66,74.90,0.00,0.00,13.68,3.92,-10.85
438698,23.31,0.10,2259,0.00,0.00,16,11.99,11.50,7.62,-2.73,0.66,74.90,0.00,0.00,13.76,3.92,-10.81
438776,23.54,0.09,2291,0.00,0.00,16,11.99,11.50,7.41,-2.73,0.66,74.90,0.00,0.00,13.68,3.92,-10.87
438839,23.77,0.10,2268,0.00,0.00,16,11.99,11.50,7.21,-2.73,0.66,74.90,0.00,0.00,13.76,3.77,-10.89
438917,23.66,0.10,2241,0.00,0.00,16,11.99,11.50,7.24,-2.73,0.66,74.90,0.00,0.00,13.68,3.77,-10.87
438979,23.89,0.09,2243,0.00,0.00,16,11.99,11.50,7.33,-2.42,0.66,74.90,0.00,0.00,13.76,3.77,-10.89
439057,24.00,0.08,2244,0.00,0.00,16,11.99,11.50,6.88,-2.42,0.66,74.90,0.00,0.00,13.76,3.77,-10.93
439120,24.12,0.10,2192,0.00,0.00,16,11.99,11.50,7.03,-2.42,0.68,74.90,0.00,0.00,13.68,3.77,-10.89
439198,23.66,0.09,2192,0.00,0.00,16,11.99,11.50,6.99,-2.42,0.68,74.90,0.00,0.00,13.76,3.77,-10.87
439261,24.00,0.10,2168,0.00,0.00,16,11.99,11.50,6.95,-2.42,0.68,74.90,0.00,0.00,13.68,3.77,-10.85
439339,23.77,0.10,2169,0.00,0.00,16,12.70,12.00,7.24,-2.11,0.70,74.90,3.24,0.00,13.76,3.92,-10.77
439401,23.66,0.10,2192,0.00,0.00,16,14.80,14.00,7.29,-2.11,0.70,74.90,3.24,0.00,13.68,4.06,-10.71
439481,23.89,0.10,2177,0.00,0.00,16,17.27,15.50,7.06,-2.42,0.70,74.90,3.27,0.00,13.76,4.06,-10.83
439544,24.00,0.10,2134,0.00,0.00,16,18.67,17.00,7.41,-2.42,0.70,74.90,3.19,0.00,13.68,3.77,-10.89
439622,23.89,0.10,2140,0.00,0.00,16,20.43,19.00,7.41,-2.11,0.70,74.90,3.20,0.00,13.76,3.77,-10.98
439700,23.43,0.10,2160,0.00,0.00,16,22.19,22.00,7.33,-2.11,0.72,74.90,3.23,0.00,13.68,3.77,-11.00
439763,23.31,0.11,2149,0.00,0.00,16,24.65,24.50,7.45,-2.11,0.74,74.90,3.67,0.00,13.76,3.77,-10.91
439841,20.90,0.11,2106,0.00,0.00,16,26.76,26.50,7.82,-2.11,0.74,74.90,3.59,0.00,13.68,3.92,-10.79
439903,18.15,0.11,2118,0.00,0.00,16,29.22,28.50,7.86,-2.11,0.74,74.90,3.61,0.00,13.68,3.92,-10.75
439981,15.73,0.11,2147,0.00,0.00,16,32.38,32.00,8.11,-2.11,0.74,74.90,3.66,0.00,13.76,3.92,-10.69
440044,14.47,0.12,2129,0.00,0.00,16,34.14,33.00,8.11,-2.11,0.74,74.90,3.63,0.00,13.76,4.06,-10.65
440122,13.90,0.11,2115,0.00,0.00,16,33.79,33.50,8.14,-2.11,0.74,74.90,3.61,0.00,13.76,4.06,-10.64
440184,12.86,0.11,2095,0.00,0.00,16,33.79,33.50,8.02,-2.11,0.74,74.90,3.14,0.00,13.68,4.06,-10.60
440263,12.75,0.11,2073,0.00,0.00,16,33.44,33.50,7.94,-1.80,0.74,74.90,3.13,0.00,13.76,4.06,-10.62
440330,12.86,0.11,2092,0.00,0.00,16,33.44,33.00,7.86,-1.80,0.74,74.90,3.10,0.00,13.68,4.06,-10.65
440394,12.98,0.11,2112,0.00,0.00,16,33.44,33.00,7.86,-2.11,0.74,74.90,3.15,0.00,13.76,4.06,-10.67
440472,13.21,0.09,2080,0.00,0.00,16,33.44,33.00,7.78,-2.11,0.74,74.90,3.11,0.00,13.68,4.06,-10.67
440535,13.44,0.11,2067,0.00,0.00,16,33.09,33.00,7.62,-1.80,0.74,74.90,3.09,0.00,13.76,4.06,-10.69
440613,13.78,0.11,2092,0.00,0.00,16,33.44,33.00,7.57,-1.80,0.74,74.90,3.12,0.00,13.76,4.06,-10.69
440691,14.13,0.11,2086,0.00,0.00,16,33.44,33.00,7.62,-2.11,0.74,74.90,3.12,0.00,13.76,4.06,-10.69
440753,14.47,0.11,2057,0.00,0.00,16,33.44,33.00,7.70,-1.80,0.74,74.90,3.07,0.00,13.76,4.06,-10.69
440831,14.70,0.11,2059,0.00,0.00,16,33.44,33.00,7.86,-1.80,0.74,74.90,3.07,0.00,13.76,4.06,-10.69
440894,14.93,0.11,2078,0.00,0.00,16,33.44,33.00,7.82,-1.80,0.74,74.90,3.10,0.00,13.76,4.06,-10.69
440961,15.16,0.11,2068,0.00,0.00,16,33.44,33.00,7.74,-1.80,0.74,74.90,3.09,0.00,13.84,4.06,-10.69
441039,15.50,0.11,2037,0.00,0.00,16,33.09,33.00,7.41,-1.80,0.74,74.90,3.05,0.00,13.76,4.06,-10.67
441102,15.50,0.11,2066,0.00,0.00,16,33.09,33.00,7.33,-1.80,0.74,74.90,3.04,0.00,13.76,4.06,-10.69
441180,15.39,0.11,2051,0.00,0.00,16,33.44,33.00,7.78,-1.80,0.74,74.90,3.09,0.00,13.76,4.06,-10.67
441243,15.39,0.11,2025,0.00,0.00,16,33.09,33.00,7.66,-1.80,0.74,74.90,3.06,0.00,13.76,4.06,-10.65
441325,15.39,0.10,2034,0.00,0.00,16,33.09,32.50,7.15,-1.80,0.74,74.90,3.04,0.00,13.76,4.06,-10.65
441388,15.50,0.11,2018,0.00,0.00,16,32.73,33.00,7.10,-1.80,0.74,74.90,3.01,0.00,13.76,4.06,-10.60
441466,15.73,0.12,2022,0.00,0.00,16,33.09,33.00,7.41,-1.80,0.74,74.90,3.02,0.00,13.76,4.06,-10.50
441531,15.85,0.11,2051,0.00,0.00,16,33.44,33.00,7.78,-1.80,0.74,74.90,3.06,0.00,13.76,4.21,-10.56
441609,15.96,0.12,2040,0.00,0.00,16,33.44,33.00,7.90,-1.80,0.74,74.90,3.05,0.00,13.76,4.21,-10.54
441672,16.31,0.11,2009,0.00,0.00,16,32.73,33.00,7.50,-1.49,0.74,74.90,3.00,0.00,13.76,4.21,-10.52
441750,16.19,0.11,1996,0.00,0.00,16,32.38,32.50,6.26,-1.49,0.76,74.90,2.98,0.00,13.76,4.21,-10.48
441815,15.73,0.11,1960,0.00,0.00,16,32.03,32.00,7.14,-1.49,0.76,74.90,2.93,0.00,13.76,4.21,-10.42
441893,15.39,0.11,2036,0.00,0.00,16,33.09,32.50,7.37,-1.49,0.76,74.90,3.01,0.00,13.76,4.35,-10.40
441955,15.27,0.12,2015,0.00,0.00,16,33.09,33.00,7.74,-1.80,0.76,74.90,3.04,0.00,13.68,4.35,-10.36
442034,15.39,0.12,1984,0.00,0.00,16,33.44,33.00,7.90,-1.80,0.76,74.90,3.44,0.00,13.76,4.35,-10.31
442096,15.50,0.13,1980,0.00,0.00,16,33.09,33.00,8.23,-1.49,0.76,74.90,3.39,0.00,13.68,4.50,-10.21
442174,15.50,0.13,1996,0.00,0.00,16,33.44,33.00,8.36,-1.49,0.76,74.90,3.41,0.00,13.76,4.50,-10.13
442237,15.27,0.13,2000,0.00,0.00,16,33.79,33.00,8.39,-1.80,0.78,74.90,3.41,0.00,13.68,4.50,-10.07
442315,15.04,0.13,2003,0.00,0.00,16,33.79,33.50,8.47,-1.80,0.78,74.90,3.42,0.00,13.76,4.64,-10.02
442377,14.93,0.13,1995,0.00,0.00,16,33.79,33.50,8.64,-1.80,0.78,74.90,3.40,0.00,13.68,4.79,-9.92
442460,14.70,0.14,1990,0.00,0.00,16,33.79,33.50,8.69,-1.49,0.80,74.90,3.40,0.00,13.76,4.93,-9.78
442522,14.47,0.14,1987,0.00,0.00,16,34.14,34.00,9.22,-1.49,0.80,74.90,3.82,0.00,13.76,4.93,-9.71
442600,14.59,0.14,2002,0.00,0.00,16,34.14,34.00,9.26,-1.80,0.80,74.90,3.84,0.00,13.68,5.08,-9.55
442663,14.70,0.15,2007,0.00,0.00,16,34.49,34.00,9.22,-1.80,0.82,74.90,3.42,0.00,13.76,5.22,-9.44
442741,14.81,0.16,1994,0.00,0.00,16,34.84,34.50,10.13,-1.49,0.82,74.90,4.25,0.00,13.68,5.37,-9.30
442804,15.16,0.16,2020,0.00,0.00,16,35.55,35.00,10.59,-1.49,0.82,74.90,4.27,0.00,13.76,5.37,-9.20
442882,15.27,0.16,2003,0.00,0.00,16,35.55,35.50,10.74,-1.80,0.82,74.90,4.31,0.00,13.68,5.51,-9.11
442944,15.16,0.16,1992,0.00,0.00,16,35.20,35.50,10.79,-1.80,0.82,74.90,4.27,0.00,13.76,5.66,-9.03
443022,14.81,0.16,2008,0.00,0.00,16,35.55,35.50,10.74,-1.80,0.82,74.90,3.86,0.00,13.68,5.66,-8.97
443085,14.59,0.17,2006,0.00,0.00,16,35.90,35.00,10.48,-1.80,0.82,74.90,4.28,0.00,13.76,5.80,-8.89
443163,14.47,0.17,2018,0.00,0.00,16,35.90,35.50,11.19,-1.80,0.84,74.90,4.31,0.00,13.68,5.80,-8.80
443230,14.59,0.18,2030,0.00,0.00,16,36.60,36.50,11.25,-1.80,0.84,74.90,4.33,0.00,13.76,5.95,-8.68
443308,14.81,0.18,2018,0.00,0.00,16,36.60,36.50,11.66,-1.80,0.84,74.90,4.31,0.00,13.68,6.09,-8.59
443371,14.81,0.18,2026,0.00,0.00,16,36.95,36.50,12.04,-1.80,0.86,74.90,4.32,0.00,13.76,6.24,-8.49
443449,14.93,0.19,2034,0.00,0.00,16,36.60,36.50,11.93,-1.80,0.86,74.90,4.34,0.00,13.76,6.24,-8.41
443511,14.93,0.19,2035,0.00,0.00,16,37.30,37.00,12.64,-1.80,0.86,74.90,4.78,0.00,13.76,6.38,-8.31
443590,14.93,0.19,2053,0.00,0.00,16,37.66,37.50,13.01,-1.80,0.86,74.90,4.82,0.00,13.68,6.38,-8.22
443652,14.93,0.19,2044,0.00,0.00,16,38.01,38.00,13.32,-1.80,0.88,74.90,4.80,0.00,13.68,6.53,-8.10
443730,14.81,0.20,2068,0.00,0.00,16,38.36,38.00,13.23,-1.80,0.88,74.90,4.80,0.00,13.76,6.67,-8.01
443793,14.81,0.21,2081,0.00,0.00,16,38.71,38.50,14.02,-1.80,0.88,74.90,5.29,0.00,13.68,6.82,-7.85
443871,14.81,0.22,2076,0.00,0.00,16,39.06,38.50,14.15,-1.80,0.90,74.90,5.33,0.00,13.68,6.82,-7.72
443933,14.81,0.23,2072,0.00,0.00,16,39.41,39.00,15.11,-1.80,0.90,74.90,6.19,0.00,13.76,6.96,-7.54
444011,14.70,0.24,2101,0.00,0.00,16,39.77,40.00,16.07,-1.80,0.92,74.90,5.83,0.00,13.68,7.11,-7.35
444089,14.36,0.23,2101,0.00,0.00,16,40.47,40.00,16.22,-2.11,0.92,74.90,5.83,0.00,13.76,7.40,-7.15
444152,14.01,0.25,2103,0.00,0.00,16,40.47,40.00,16.67,-2.11,0.94,74.90,6.28,0.00,13.76,7.69,-6.98
444230,14.01,0.25,2128,0.00,0.00,16,41.17,41.00,17.11,-2.11,0.94,74.90,6.35,0.00,13.76,7.84,-6.79
444293,14.47,0.25,2139,0.00,0.00,16,41.17,41.00,17.95,-2.11,0.94,74.90,6.39,0.00,13.76,7.98,-6.67
444371,14.70,0.26,2150,0.00,0.00,16,41.52,41.50,18.10,-2.11,0.94,74.90,6.42,0.00,13.76,8.13,-6.57
444433,14.81,0.26,2155,0.00,0.00,16,41.88,41.50,19.11,-2.11,0.94,74.90,6.44,0.00,13.76,8.27,-6.40
444511,14.93,0.26,2170,0.00,0.00,16,42.23,41.50,18.80,-2.11,0.96,74.90,6.48,0.00,13.76,8.27,-6.34
444574,14.81,0.26,2200,0.00,0.00,16,42.58,42.00,19.27,-2.42,0.96,74.90,6.51,0.00,13.76,8.42,-6.27
444652,14.93,0.25,2204,0.00,0.00,16,42.23,42.50,19.42,-2.42,0.96,74.90,6.57,0.00,13.68,8.42,-6.21
444714,15.04,0.27,2236,0.00,0.00,16,42.93,42.50,19.81,-2.42,0.96,74.90,7.05,0.00,13.76,8.56,-6.11
444793,15.16,0.28,2241,0.00,0.00,16,43.28,43.00,20.40,-2.42,0.96,74.90,7.17,0.00,13.76,8.56,-6.03
444855,15.27,0.29,2262,0.00,0.00,16,43.28,43.00,21.01,-2.11,0.96,74.90,7.72,0.00,13.76,8.71,-5.98
444933,15.16,0.28,2258,0.00,0.00,16,43.28,43.00,21.44,-2.11,0.96,74.90,7.71,0.00,13.76,8.71,-5.88
444996,14.81,0.29,2299,0.00,0.00,16,43.63,43.50,21.71,-2.11,0.98,74.90,7.85,0.00,13.76,8.85,-5.84
445074,14.59,0.30,2288,0.00,0.00,16,43.63,43.50,21.80,-2.11,0.98,74.90,7.81,0.00,13.68,8.85,-5.78
445137,14.47,0.29,2316,0.00,0.00,16,43.98,43.50,22.77,-2.11,0.98,74.90,7.91,0.00,13.76,9.00,-5.69
445215,14.47,0.30,2332,0.00,0.00,16,44.34,43.50,23.44,-2.42,0.98,74.90,8.46,0.00,13.76,9.14,-5.65
445277,14.36,0.31,2353,0.00,0.00,16,43.98,44.00,23.73,-2.42,1.00,74.90,8.03,0.00,13.68,9.14,-5.55
445356,14.47,0.30,2346,0.00,0.00,16,43.98,43.50,24.13,-1.80,1.00,74.90,8.51,0.00,13.76,9.29,-5.45
445434,14.59,0.31,2391,0.00,0.00,16,44.69,44.50,24.22,-1.80,1.00,74.90,8.67,0.00,13.68,9.29,-5.38
445496,14.47,0.31,2396,0.00,0.00,16,44.69,44.50,24.51,-2.11,1.00,74.90,8.72,0.00,13.76,9.43,-5.28
445574,14.70,0.32,2441,0.00,0.00,16,44.34,44.50,25.20,-2.11,1.00,74.90,8.69,0.00,13.68,9.43,-5.26
445637,14.70,0.31,2448,0.00,0.00,16,44.34,44.00,25.79,-2.11,1.00,74.90,8.85,0.00,13.76,9.43,-5.20
445715,14.47,0.32,2448,0.00,0.00,16,44.34,44.00,26.09,-2.11,1.00,74.90,9.40,0.00,13.60,9.43,-5.18
445777,14.47,0.32,2492,0.00,0.00,16,43.98,43.50,26.20,-1.80,1.00,74.90,9.57,0.00,13.76,9.58,-5.16
445856,14.13,0.33,2519,0.00,0.00,16,43.98,43.50,26.83,-1.80,1.02,74.90,9.67,0.00,13.60,9.58,-5.12
445918,14.24,0.33,2509,0.00,0.00,16,43.98,43.50,27.04,-1.80,1.02,74.90,9.63,0.00,13.76,9.58,-5.09
445985,14.24,0.31,2536,0.00,0.00,16,43.63,43.50,27.57,-1.80,1.02,74.90,9.74,0.00,13.68,9.72,-5.03
446063,14.13,0.34,2577,0.00,0.00,16,43.63,43.50,27.89,-1.80,1.02,74.90,9.90,0.00,13.68,9.72,-5.03
