Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level)
229496,11.83,0.10,2224,0.00,0.00,16,11.99,11.50,6.70,-2.42,0.64,74.90,0.00,0.00,13.60,3.92,-10.75
229559,12.40,0.10,2142,0.00,0.00,16,11.99,11.50,7.21,-2.42,0.64,74.90,0.00,0.00,13.60,3.92,-10.89
229637,14.36,0.11,1952,0.00,0.00,16,11.99,11.50,6.88,-1.49,0.66,74.90,0.00,0.00,13.60,3.77,-10.89
229700,14.81,0.12,1857,0.00,0.00,16,11.99,11.50,6.99,-1.49,0.68,74.90,0.00,0.00,13.60,3.77,-10.79
229778,15.62,0.14,1760,0.00,0.00,16,11.99,11.50,7.54,-1.49,0.70,74.90,0.00,0.00,13.68,3.92,-10.69
229840,17.34,0.16,1676,0.00,0.00,16,13.75,12.00,7.98,-1.49,0.74,74.90,3.38,0.00,13.60,4.06,-10.54
229923,21.13,0.16,1696,0.00,0.00,16,15.86,13.50,8.82,-1.49,0.78,74.90,4.34,0.00,13.60,4.21,-10.27
229986,22.62,0.17,1712,0.00,0.00,16,19.02,18.50,8.91,-1.49,0.82,74.90,4.75,0.00,13.60,4.50,-9.96
230064,23.43,0.19,1751,0.00,0.00,16,25.35,25.00,9.70,-1.49,0.84,74.90,5.60,0.00,13.60,4.79,-9.34
230126,21.94,0.20,1822,0.00,0.00,16,32.73,32.00,11.15,-1.49,0.86,74.90,5.83,0.00,13.52,5.80,-8.76
230204,16.08,0.19,1905,0.00,0.00,16,35.20,34.50,12.04,-1.49,0.86,74.90,5.28,0.00,13.60,6.09,-8.51
230267,12.29,0.17,1988,0.00,0.00,16,36.95,36.00,12.26,-1.80,0.76,74.90,4.66,0.00,13.60,6.24,-8.37
230345,11.25,0.13,2092,0.00,0.00,16,32.73,34.50,6.62,-1.80,0.64,74.90,0.00,0.00,13.52,5.08,-10.09
230407,11.14,0.10,2096,0.00,0.00,16,25.70,29.00,4.66,-2.11,0.64,74.90,0.00,0.00,13.60,4.35,-10.56
230486,11.14,0.09,2076,0.00,0.00,16,20.78,22.00,4.53,-2.11,0.64,74.90,0.00,0.00,13.52,3.92,-11.00
230548,11.94,0.09,1966,0.00,0.00,16,14.45,17.50,5.46,-1.80,0.64,74.90,0.00,0.00,13.60,3.63,-11.22
230626,12.75,0.10,1870,0.00,0.00,16,11.99,11.50,6.26,-1.80,0.64,74.90,0.00,0.00,13.52,3.48,-11.22
230689,13.32,0.11,1769,0.00,0.00,16,11.99,11.50,6.40,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.18
230767,13.90,0.12,1653,0.00,0.00,16,11.99,11.50,6.48,-1.49,0.64,74.90,0.00,0.00,13.28,3.48,-11.16
230845,14.70,0.13,1559,0.00,0.00,16,11.99,11.50,6.59,-1.49,0.64,74.90,0.00,0.00,13.76,3.63,-11.04
230907,15.04,0.14,1476,0.00,0.00,16,11.64,11.50,6.55,-1.49,0.64,74.90,0.00,0.00,13.52,3.63,-10.93
230970,15.39,0.14,1374,0.00,0.00,16,11.29,19.00,6.59,-1.49,0.64,74.90,0.00,0.00,13.60,3.92,-10.79
231053,16.31,0.15,1280,0.00,0.00,16,10.94,19.00,6.26,-1.49,0.64,74.90,2.46,0.00,13.52,3.92,-10.71
231118,17.92,0.15,1196,0.00,0.00,16,10.59,18.50,6.18,-1.49,0.64,74.90,2.55,0.00,13.52,4.06,-10.50
231196,18.72,0.13,1230,0.00,0.00,16,10.94,18.50,5.55,-1.49,0.64,74.90,2.10,0.00,13.60,4.21,-10.54
231259,20.67,0.12,1265,0.00,0.00,16,10.94,15.50,4.91,-1.49,0.64,74.90,2.16,0.00,13.52,4.06,-10.64
231337,25.38,0.12,1259,0.00,0.00,16,10.94,15.50,4.75,-1.49,0.64,74.90,2.15,0.00,13.60,4.06,-10.73
231400,24.58,0.11,1260,0.00,0.00,16,10.94,15.00,4.75,-1.49,0.64,74.90,2.15,0.00,13.52,3.92,-10.79
231478,23.08,0.11,1246,0.00,0.00,16,10.94,15.00,4.75,-1.49,0.64,74.90,2.15,0.00,13.60,3.92,-10.87
231540,22.97,0.11,1234,0.00,0.00,16,10.59,15.50,4.69,-1.49,0.64,74.90,2.13,0.00,13.52,3.77,-10.89
231618,22.39,0.11,1213,0.00,0.00,16,10.59,16.50,4.64,-1.49,0.64,74.90,2.11,0.00,13.60,3.77,-10.87
231681,19.98,0.11,1206,0.00,0.00,16,10.59,16.50,4.53,-1.49,0.64,74.90,2.06,0.00,13.52,3.77,-10.89
231759,17.00,0.11,1194,0.00,0.00,16,10.59,18.50,4.51,-1.49,0.64,74.90,2.04,0.00,13.60,3.77,-10.91
231822,15.50,0.12,1149,0.00,0.00,16,10.23,18.00,4.43,-1.49,0.64,74.90,1.96,0.00,13.52,3.77,-10.87
231900,14.13,0.12,1116,0.00,0.00,16,10.23,18.00,4.43,-1.18,0.64,74.90,1.90,0.00,13.60,3.92,-10.81
231962,13.55,0.12,1100,0.00,0.00,16,10.23,18.00,4.46,-1.18,0.64,74.90,1.88,0.00,13.52,3.92,-10.79
232040,12.75,0.12,1084,0.00,0.00,16,10.23,18.00,4.37,-1.18,0.64,74.90,1.85,0.00,13.60,3.92,-10.77
232103,12.63,0.12,1074,0.00,0.00,16,9.88,17.50,4.32,-1.18,0.64,74.90,1.83,0.00,13.60,3.92,-10.71
232181,12.40,0.12,1070,0.00,0.00,16,9.88,17.50,4.26,-1.18,0.64,74.90,1.83,0.00,13.60,3.92,-10.71
232259,12.29,0.12,1053,0.00,0.00,16,9.88,17.50,4.21,-1.18,0.64,74.90,1.80,0.00,13.60,3.92,-10.73
232322,12.06,0.12,1051,0.00,0.00,16,9.88,17.50,4.10,-1.18,0.64,74.90,1.80,0.00,13.68,3.92,-10.77
232400,12.17,0.11,1047,0.00,0.00,16,9.88,17.50,4.04,-1.18,0.64,74.90,1.57,0.00,13.60,3.92,-10.77
232462,12.06,0.11,1048,0.00,0.00,16,9.88,17.50,3.96,-1.18,0.64,74.90,1.56,0.00,13.60,3.92,-10.79
232540,12.06,0.11,1030,0.00,0.00,16,9.88,17.50,3.91,-1.18,0.64,74.90,1.54,0.00,13.60,3.92,-10.85
232603,11.94,0.11,1024,0.00,0.00,16,9.88,17.50,3.85,-1.18,0.64,74.90,1.53,0.00,13.68,3.92,-10.81
232681,12.06,0.11,1012,0.00,0.00,16,9.88,17.50,3.80,-1.18,0.64,74.90,1.51,0.00,13.60,3.92,-10.77
232744,11.94,0.11,985,0.00,0.00,16,9.88,17.50,3.75,-1.18,0.64,74.90,1.47,0.00,13.68,3.92,-10.77
232822,11.94,0.12,966,0.00,0.00,16,9.88,17.50,3.70,-1.18,0.64,74.90,1.44,0.00,13.60,3.92,-10.75
232884,11.94,0.12,949,0.00,0.00,16,9.88,17.50,3.70,-1.18,0.64,74.90,1.42,0.00,13.60,3.92,-10.77
232962,11.94,0.12,931,0.00,0.00,16,9.88,17.50,3.67,-1.18,0.64,74.90,1.39,0.00,13.60,3.92,-10.69
233025,12.06,0.12,918,0.00,0.00,16,9.88,17.50,3.67,-1.18,0.64,74.90,1.37,0.00,13.60,4.06,-10.65
233103,12.17,0.12,900,0.00,0.00,16,9.88,17.50,3.70,-1.18,0.64,74.90,1.54,0.00,13.60,4.06,-10.60
233165,12.29,0.13,878,0.00,0.00,16,9.88,17.50,3.73,-1.18,0.64,74.90,1.51,0.00,13.60,4.06,-10.56
233244,12.52,0.12,881,0.00,0.00,16,9.88,17.50,3.67,-1.18,0.64,74.90,1.50,0.00,13.60,4.21,-10.50
233306,12.52,0.12,880,0.00,0.00,16,9.88,17.50,3.65,-1.18,0.64,74.90,1.50,0.00,13.60,4.21,-10.50
233384,12.63,0.12,885,0.00,0.00,16,9.88,17.50,3.60,-1.18,0.64,74.90,1.32,0.00,13.60,4.21,-10.48
233447,12.75,0.12,882,0.00,0.00,16,9.88,17.50,3.56,-1.18,0.64,74.90,1.32,0.00,13.52,4.21,-10.48
233525,12.86,0.12,882,0.00,0.00,16,9.88,17.50,3.47,-1.18,0.64,74.90,1.32,0.00,13.60,4.21,-10.46
233603,12.86,0.12,870,0.00,0.00,16,9.88,17.50,3.42,-1.18,0.64,74.90,1.30,0.00,13.52,4.21,-10.46
233665,12.98,0.12,866,0.00,0.00,16,9.88,17.50,3.38,-1.18,0.64,74.90,1.29,0.00,13.60,4.21,-10.44
233744,12.98,0.12,853,0.00,0.00,16,9.88,17.50,3.38,-1.18,0.64,74.90,1.27,0.00,13.52,4.21,-10.42
233806,13.09,0.12,845,0.00,0.00,16,9.88,17.50,3.33,-1.18,0.64,74.90,1.26,0.00,13.44,4.35,-10.40
233884,12.98,0.12,833,0.00,0.00,16,9.88,17.50,3.33,-1.18,0.64,74.90,1.24,0.00,13.60,4.35,-10.38
233947,12.86,0.12,825,0.00,0.00,16,9.88,17.50,3.33,-1.18,0.64,74.90,1.23,0.00,13.44,4.35,-10.35
234025,13.09,0.12,809,0.00,0.00,16,9.88,17.50,3.25,-1.18,0.64,74.90,1.21,0.00,13.60,4.35,-10.31
234088,13.21,0.12,790,0.00,0.00,16,9.88,17.50,3.23,-1.18,0.64,74.90,1.20,0.00,13.44,4.50,-10.25
234166,13.21,0.12,794,0.00,0.00,16,9.88,17.50,3.21,-1.18,0.64,74.90,1.18,0.00,13.60,4.50,-10.19
234228,13.21,0.12,792,0.00,0.00,16,9.88,17.50,3.17,-1.18,0.64,74.90,1.19,0.00,13.52,4.50,-10.15
234306,13.44,0.12,780,0.00,0.00,16,9.88,17.50,3.13,-1.18,0.64,74.90,1.17,0.00,13.60,4.50,-10.11
234369,13.55,0.12,765,0.00,0.00,16,9.88,17.50,3.10,-1.18,0.64,74.90,1.14,0.00,13.44,4.64,-10.07
234447,13.67,0.11,741,0.00,0.00,16,9.88,17.50,3.10,-1.18,0.64,74.90,1.11,0.00,13.60,4.64,-10.06
234525,13.90,0.13,730,0.00,0.00,16,9.88,17.50,3.08,-1.18,0.64,74.90,1.09,0.00,13.52,4.64,-9.96
234588,13.90,0.13,729,0.00,0.00,16,9.88,17.50,3.13,-1.18,0.64,74.90,1.24,0.00,13.60,4.79,-9.88
234655,14.13,0.14,715,0.00,0.00,16,9.88,17.50,3.23,-1.18,0.64,74.90,1.22,0.00,13.60,4.79,-9.84
234733,14.24,0.14,715,0.00,0.00,16,9.88,17.50,3.28,-1.18,0.64,74.90,1.22,0.00,13.52,4.93,-9.71
234795,14.47,0.14,717,0.00,0.00,16,9.88,17.50,3.36,-1.18,0.64,74.90,1.22,0.00,13.60,5.08,-9.61
234873,14.59,0.14,734,0.00,0.00,16,9.88,17.50,3.40,-1.18,0.64,74.90,1.25,0.00,13.44,5.22,-9.53
234936,14.81,0.14,766,0.00,0.00,16,9.88,16.50,3.42,-1.18,0.64,74.90,1.28,0.00,13.60,5.22,-9.49
235015,14.81,0.13,790,0.00,0.00,16,9.88,14.50,3.45,-1.18,0.64,74.90,1.31,0.00,13.52,5.22,-9.44
235077,14.93,0.13,790,0.00,0.00,16,9.88,11.50,3.42,-1.18,0.64,74.90,1.35,0.00,13.60,5.22,-9.46
235155,15.04,0.13,788,0.00,0.00,16,9.88,11.50,3.40,-1.18,0.64,74.90,1.35,0.00,13.60,5.22,-9.46
235227,15.16,0.13,770,0.00,0.00,16,9.88,11.50,3.38,-1.18,0.64,74.90,1.31,0.00,13.60,5.22,-9.49
235285,15.27,0.14,766,0.00,0.00,16,9.88,14.00,3.40,-1.18,0.64,74.90,1.31,0.00,13.60,5.22,-9.49
235363,15.50,0.14,769,0.00,0.00,16,9.88,13.00,3.40,-1.18,0.64,74.90,1.31,0.00,13.60,5.22,-9.48
235441,15.62,0.14,769,0.00,0.00,16,9.88,13.00,3.45,-1.18,0.64,74.90,1.31,0.00,13.68,5.22,-9.42
235504,15.73,0.13,797,0.00,0.00,16,9.88,11.50,3.56,-1.18,0.64,74.90,1.36,0.00,13.60,5.37,-9.40
235582,15.85,0.13,794,0.00,0.00,16,9.88,10.00,3.58,-1.18,0.64,74.90,1.35,0.00,13.60,5.37,-9.38
235644,15.85,0.13,803,0.00,0.00,16,9.88,9.00,3.56,-1.18,0.64,74.90,1.37,0.00,13.60,5.37,-9.40
235722,16.08,0.13,798,0.00,0.00,16,9.88,9.50,3.52,-1.18,0.64,74.90,1.36,0.00,13.60,5.22,-9.40
235785,15.85,0.13,791,0.00,0.00,16,9.88,9.50,3.56,-1.18,0.64,74.90,1.35,0.00,13.60,5.37,-9.40
235863,15.96,0.13,813,0.00,0.00,16,9.88,9.50,3.52,-1.18,0.64,74.90,1.37,0.00,13.60,5.22,-9.46
235925,16.08,0.13,827,0.00,0.00,16,9.88,8.00,3.52,-1.18,0.64,74.90,1.39,0.00,13.60,5.22,-9.44
236004,15.96,0.13,806,0.00,0.00,16,9.88,6.50,3.52,-1.18,0.64,74.90,1.41,0.00,13.60,5.22,-9.48
236066,16.19,0.13,807,0.00,0.00,16,9.88,9.00,3.49,-1.18,0.64,74.90,1.38,0.00,13.60,5.22,-9.48
236144,16.19,0.13,812,0.00,0.00,16,9.88,9.00,3.47,-1.18,0.64,74.90,1.38,0.00,13.60,5.22,-9.51
236207,16.08,0.13,810,0.00,0.00,16,9.88,8.50,3.47,-1.18,0.64,74.90,1.38,0.00,13.60,5.22,-9.49
236285,15.96,0.13,811,0.00,0.00,16,9.88,8.50,3.52,-1.18,0.64,74.90,1.38,0.00,13.60,5.22,-9.53
236363,15.85,0.13,819,0.00,0.00,16,9.88,8.00,3.52,-1.18,0.64,74.90,1.40,0.00,13.52,5.22,-9.51
236426,15.96,0.13,829,0.00,0.00,16,9.88,7.00,3.52,-1.18,0.64,74.90,1.42,0.00,13.60,5.22,-9.55
236488,15.62,0.13,826,0.00,0.00,16,9.88,7.50,3.47,-1.18,0.64,74.90,1.41,0.00,13.60,5.08,-9.55
236566,15.73,0.13,832,0.00,0.00,16,9.88,7.00,3.49,-1.18,0.64,74.90,1.42,0.00,13.60,5.08,-9.57
236644,15.50,0.13,826,0.00,0.00,16,9.88,7.50,3.52,-1.18,0.64,74.90,1.41,0.00,13.52,5.08,-9.57
236709,15.50,0.13,820,0.00,0.00,16,9.88,8.00,3.52,-1.18,0.64,74.90,1.42,0.00,13.60,5.08,-9.63
236787,15.39,0.13,819,0.00,0.00,16,9.88,8.50,3.47,-1.18,0.64,74.90,1.40,0.00,13.52,5.08,-9.61
236849,15.39,0.13,824,0.00,0.00,16,9.88,8.50,3.49,-1.18,0.64,74.90,1.40,0.00,13.60,5.08,-9.61
236912,15.27,0.13,829,0.00,0.00,16,9.88,8.00,3.52,-1.18,0.64,74.90,1.41,0.00,13.52,5.08,-9.61
236990,15.27,0.13,834,0.00,0.00,16,9.88,8.00,3.52,-1.18,0.64,74.90,1.42,0.00,13.60,5.08,-9.63
237068,15.16,0.13,838,0.00,0.00,16,9.88,7.50,3.52,-1.18,0.64,74.90,1.43,0.00,13.44,5.08,-9.63
237130,15.16,0.12,844,0.00,0.00,16,9.88,7.00,3.49,-1.18,0.64,74.90,1.44,0.00,13.60,5.08,-9.67
237208,15.04,0.13,834,0.00,0.00,16,9.88,8.00,3.47,-1.18,0.64,74.90,1.42,0.00,13.52,5.08,-9.67
237271,14.93,0.13,838,0.00,0.00,16,9.88,7.50,3.47,-1.18,0.64,74.90,1.43,0.00,13.60,5.08,-9.67
237351,14.81,0.13,832,0.00,0.00,16,9.88,8.00,3.47,-1.18,0.64,74.90,1.42,0.00,13.60,5.08,-9.67
237413,14.81,0.12,838,0.00,0.00,16,9.88,8.50,3.47,-1.18,0.64,74.90,1.43,0.00,13.52,5.08,-9.67
237491,14.81,0.13,828,0.00,0.00,16,9.88,9.00,3.47,-1.18,0.64,74.90,1.41,0.00,13.60,5.08,-9.67
237554,14.70,0.12,831,0.00,0.00,16,9.88,8.50,3.47,-1.18,0.64,74.90,1.42,0.00,13.52,5.08,-9.67
237632,14.70,0.11,830,0.00,0.00,16,9.88,8.50,3.47,-1.18,0.64,74.90,1.42,0.00,13.60,5.08,-9.69
237695,14.70,0.12,831,0.00,0.00,16,9.88,9.00,3.47,-1.18,0.64,74.90,1.42,0.00,13.44,5.08,-9.71
237775,14.70,0.13,832,0.00,0.00,16,9.88,9.00,3.47,-1.18,0.64,74.90,1.42,0.00,13.60,4.93,-9.73
237838,14.70,0.12,837,0.00,0.00,16,9.88,9.00,3.47,-1.18,0.64,74.90,1.43,0.00,13.52,4.93,-9.71
237916,14.70,0.13,823,0.00,0.00,16,9.88,8.00,3.47,-1.18,0.64,74.90,1.41,0.00,13.60,4.93,-9.71
237979,14.70,0.13,826,0.00,0.00,16,9.88,9.50,3.47,-1.18,0.64,74.90,1.41,0.00,13.52,4.93,-9.69
238057,14.70,0.12,833,0.00,0.00,16,9.88,8.50,3.47,-1.18,0.64,74.90,1.42,0.00,13.60,5.08,-9.69
238119,14.70,0.12,829,0.00,0.00,16,9.88,9.50,3.45,-1.18,0.64,74.90,1.41,0.00,13.44,5.08,-9.69
238197,14.81,0.12,824,0.00,0.00,16,9.88,9.50,3.42,-1.18,0.64,74.90,1.41,0.00,13.60,4.93,-9.71
238260,14.70,0.12,819,0.00,0.00,16,9.88,10.50,3.45,-1.18,0.64,74.90,1.40,0.00,13.60,5.08,-9.71
238326,14.81,0.13,822,0.00,0.00,16,9.88,10.00,3.45,-1.18,0.64,74.90,1.40,0.00,13.60,4.93,-9.69
238404,14.70,0.12,829,0.00,0.00,16,9.88,9.50,3.42,-1.18,0.64,74.90,1.41,0.00,13.60,5.08,-9.71
238482,14.70,0.12,832,0.00,0.00,16,9.88,8.00,3.45,-1.18,0.64,74.90,1.43,0.00,13.60,4.93,-9.73
238545,14.70,0.12,840,0.00,0.00,16,9.88,9.00,3.42,-1.18,0.64,74.90,1.42,0.00,13.60,4.93,-9.73
238622,14.70,0.12,835,0.00,0.00,16,9.88,8.00,3.40,-1.18,0.64,74.90,1.43,0.00,13.60,4.93,-9.73
238685,14.70,0.12,838,0.00,0.00,16,9.88,8.50,3.40,-1.18,0.64,74.90,1.42,0.00,13.60,4.93,-9.73
238763,14.70,0.12,833,0.00,0.00,16,9.88,8.50,3.38,-1.18,0.64,74.90,1.42,0.00,13.60,4.93,-9.77
238826,14.70,0.12,829,0.00,0.00,16,9.88,9.00,3.38,-1.18,0.64,74.90,1.42,0.00,13.60,4.93,-9.77
238904,14.70,0.13,818,0.00,0.00,16,9.88,10.50,3.38,-1.18,0.64,74.90,1.40,0.00,13.60,4.93,-9.77
238966,14.70,0.13,807,0.00,0.00,16,9.88,11.50,3.38,-1.18,0.64,74.90,1.38,0.00,13.60,4.93,-9.75
239044,14.81,0.13,808,0.00,0.00,16,9.88,11.50,3.42,-1.18,0.64,74.90,1.38,0.00,13.60,4.93,-9.73
239107,14.81,0.13,816,0.00,0.00,16,9.88,10.50,3.45,-1.18,0.64,74.90,1.39,0.00,13.60,5.08,-9.69
239185,14.81,0.13,825,0.00,0.00,16,9.88,9.50,3.42,-1.18,0.64,74.90,1.41,0.00,13.60,4.93,-9.73
239263,14.81,0.12,832,0.00,0.00,16,9.88,8.50,3.40,-1.18,0.64,74.90,1.42,0.00,13.60,4.93,-9.73
239326,14.81,0.12,836,0.00,0.00,16,9.88,8.00,3.38,-1.18,0.64,74.90,1.43,0.00,13.60,4.93,-9.75
239388,14.81,0.12,831,0.00,0.00,16,9.88,9.50,3.36,-1.18,0.64,74.90,1.41,0.00,13.60,4.93,-9.75
239470,15.04,0.12,822,0.00,0.00,16,9.88,9.00,3.33,-1.18,0.64,74.90,1.42,0.00,13.60,4.93,-9.77
239532,14.93,0.12,822,0.00,0.00,16,9.88,10.00,3.33,-1.18,0.64,74.90,1.40,0.00,13.60,4.93,-9.77
239610,14.93,0.12,812,0.00,0.00,16,9.88,9.50,3.33,-1.18,0.64,74.90,1.40,0.00,13.60,4.93,-9.77
239675,14.81,0.13,809,0.00,0.00,16,9.88,10.50,3.38,-1.18,0.64,74.90,1.38,0.00,13.60,4.93,-14.70
239753,14.81,0.13,819,0.00,0.00,16,9.88,10.00,3.38,-1.18,0.64,74.90,1.40,0.00,13.60,4.93,-9.75
239816,14.81,0.12,825,0.00,0.00,16,9.88,9.50,3.38,-1.18,0.64,74.90,1.41,0.00,13.60,4.93,-9.75
239894,14.81,0.12,828,0.00,0.00,16,9.88,9.00,3.38,-1.18,0.64,74.90,1.41,0.00,13.60,4.93,-9.77
239956,14.81,0.12,822,0.00,0.00,16,9.88,9.50,3.36,-1.18,0.64,74.90,1.40,0.00,13.60,4.93,-9.77
240035,14.81,0.12,818,0.00,0.00,16,9.88,10.00,3.33,-1.18,0.64,74.90,1.40,0.00,13.60,4.93,-9.77
240097,14.93,0.11,805,0.00,0.00,16,9.88,11.50,3.33,-1.18,0.64,74.90,1.37,0.00,13.52,4.93,-9.77
240175,14.81,0.13,800,0.00,0.00,16,9.88,11.50,3.36,-1.18,0.64,74.90,1.36,0.00,13.60,4.93,-9.75
240253,14.93,0.12,801,0.00,0.00,16,9.88,11.50,3.40,-1.18,0.64,74.90,1.37,0.00,13.52,4.93,-9.73
240316,15.04,0.12,821,0.00,0.00,16,9.88,9.50,3.40,-1.18,0.64,74.90,1.40,0.00,13.60,4.93,-9.75
240378,15.04,0.12,824,0.00,0.00,16,9.88,8.00,3.36,-1.18,0.64,74.90,1.40,0.00,13.52,4.93,-9.75
240457,15.04,0.12,834,0.00,0.00,16,9.88,9.00,3.33,-1.18,0.64,74.90,1.41,0.00,13.60,4.93,-9.78
240535,15.16,0.12,832,0.00,0.00,16,9.88,8.00,3.31,-1.18,0.64,74.90,1.42,0.00,13.52,4.93,-9.80
240597,15.16,0.12,838,0.00,0.00,16,9.88,8.00,3.31,-1.18,0.64,74.90,1.43,0.00,13.60,4.93,-9.82
240661,15.16,0.12,817,0.00,0.00,16,9.88,10.00,3.28,-1.18,0.64,74.90,1.39,0.00,13.44,4.93,-9.82
240739,15.16,0.12,818,0.00,0.00,16,9.88,10.00,3.31,-1.18,0.64,74.90,1.40,0.00,13.60,4.93,-9.82
240817,15.16,0.12,809,0.00,0.00,16,9.88,10.50,3.31,-1.18,0.64,74.90,1.38,0.00,13.52,4.93,-9.82
240880,15.16,0.12,821,0.00,0.00,16,9.88,9.50,3.36,-1.18,0.64,74.90,1.40,0.00,13.52,4.93,-9.82
240958,15.16,0.12,830,0.00,0.00,16,9.88,8.50,3.38,-1.18,0.64,74.90,1.42,0.00,13.60,4.93,-9.82
241020,15.16,0.12,820,0.00,0.00,16,9.88,9.50,3.33,-1.18,0.66,74.90,1.40,0.00,13.52,4.93,-9.82
241098,15.16,0.15,825,0.00,0.00,16,9.88,9.50,3.40,-1.18,0.68,74.90,1.41,0.00,13.60,4.93,-9.78
241161,15.16,0.17,820,0.00,0.00,16,9.88,9.50,4.04,-1.18,0.70,74.90,1.92,0.00,13.52,5.08,-9.55
241239,15.16,0.19,862,0.00,0.00,16,10.94,9.50,4.69,-1.18,0.72,74.90,2.10,0.00,13.60,5.22,-9.26
241306,15.16,0.20,913,0.00,0.00,16,11.99,10.50,5.36,-1.18,0.72,74.90,2.21,0.00,13.52,5.66,-8.89
241369,15.16,0.21,978,0.00,0.00,16,13.05,12.00,6.01,-1.18,0.76,74.90,2.34,0.00,13.60,5.95,-8.24
241447,15.16,0.23,1049,0.00,0.00,16,16.21,13.00,6.81,-1.18,0.78,74.90,3.13,0.00,13.52,6.53,-8.02
241509,14.70,0.25,1174,0.00,0.00,16,19.38,21.00,7.86,-1.18,0.82,74.90,3.76,0.00,13.60,6.67,-7.33
241588,13.78,0.24,1334,0.00,0.00,16,25.00,24.50,9.80,-1.49,0.84,74.90,3.70,0.00,13.52,7.40,-7.00
241665,13.09,0.22,1478,0.00,0.00,16,28.16,27.50,10.85,-1.49,0.84,74.90,3.78,0.00,13.52,7.69,-6.92
241728,12.63,0.21,1615,0.00,0.00,16,29.92,29.50,11.09,-1.49,0.84,74.90,3.79,0.00,13.60,7.69,-7.06
241806,12.86,0.21,1700,0.00,0.00,16,31.68,31.00,11.56,-1.49,0.84,74.90,3.99,0.00,13.52,7.40,-7.33
241869,13.90,0.21,1745,0.00,0.00,16,32.73,31.50,11.93,-1.49,0.86,74.90,4.47,0.00,13.60,7.25,-7.52
241947,14.81,0.21,1760,0.00,0.00,16,33.09,32.00,12.15,-1.49,0.86,74.90,4.50,0.00,13.52,7.11,-7.66
242009,15.96,0.21,1772,0.00,0.00,16,33.44,32.50,12.59,-1.49,0.86,74.90,4.54,0.00,13.60,6.96,-7.73
242087,16.65,0.22,1773,0.00,0.00,16,33.44,33.00,12.64,-1.49,0.88,74.90,4.92,0.00,13.60,6.96,-7.68
242150,16.08,0.22,1769,0.00,0.00,16,33.44,33.00,13.08,-1.49,0.88,74.90,4.92,0.00,13.60,7.11,-7.54
242228,15.62,0.25,1768,0.00,0.00,16,33.44,33.00,13.96,-1.49,0.90,74.90,5.28,0.00,13.60,7.25,-7.31
242291,15.04,0.27,1766,0.00,0.00,16,33.79,33.00,14.73,-1.49,0.92,74.90,5.28,0.00,13.60,7.40,-7.04
242357,14.70,0.27,1766,0.00,0.00,16,33.79,33.00,15.70,-1.49,0.92,74.90,5.65,0.00,13.60,7.69,-6.75
242436,14.24,0.28,1751,0.00,0.00,16,33.79,33.00,16.00,-1.49,0.92,74.90,5.60,0.00,13.52,7.98,-6.42
242514,14.01,0.29,1728,0.00,0.00,16,33.44,33.00,16.36,-1.49,0.94,74.90,5.90,0.00,13.60,8.27,-6.19
242576,13.90,0.30,1694,0.00,0.00,16,33.44,33.00,16.44,-1.49,0.94,74.90,5.78,0.00,13.60,8.71,-5.96
242654,14.13,0.31,1660,0.00,0.00,16,33.44,33.00,16.89,-1.49,0.94,74.90,5.67,0.00,13.52,8.85,-5.76
242717,14.24,0.32,1625,0.00,0.00,16,33.09,32.50,16.89,-1.49,0.94,74.90,5.89,0.00,13.60,9.14,-5.49
242795,14.24,0.32,1603,0.00,0.00,16,33.09,32.50,16.74,-1.49,0.94,74.90,5.81,0.00,13.60,9.43,-5.22
242857,14.24,0.34,1604,0.00,0.00,16,33.79,33.00,17.03,-1.49,0.94,74.90,5.82,0.00,13.60,9.58,-5.01
242936,14.36,0.33,1597,0.00,0.00,16,33.44,33.00,17.03,-1.49,0.96,74.90,5.81,0.00,13.60,9.72,-4.85
242998,14.36,0.33,1601,0.00,0.00,16,33.79,33.00,17.33,-1.49,0.96,74.90,5.79,0.00,13.60,9.87,-4.72
243076,14.47,0.32,1612,0.00,0.00,16,33.79,33.00,17.10,-1.49,0.96,74.90,5.81,0.00,13.60,10.01,-4.66
243139,14.70,0.32,1615,0.00,0.00,16,34.14,33.00,17.33,-1.49,0.96,74.90,5.85,0.00,13.60,10.01,-4.60
243217,14.81,0.33,1606,0.00,0.00,16,34.14,33.50,17.79,-1.49,0.96,74.90,5.82,0.00,13.52,10.16,-4.51
243279,14.93,0.33,1608,0.00,0.00,16,34.49,33.50,17.64,-1.49,0.96,74.90,6.17,0.00,13.52,10.16,-4.47
243357,15.04,0.34,1616,0.00,0.00,16,34.14,33.50,17.86,-1.49,0.96,74.90,6.20,0.00,13.52,10.30,-4.41
243435,15.04,0.34,1614,0.00,0.00,16,34.49,34.00,17.79,-1.49,0.96,74.90,6.20,0.00,13.60,10.30,-4.37
