Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),A/F Correction #1 (%),A/F Learning #1 (%),CL/OL Fueling* (status),Intake Air Temperature (F)
764886,0.00,0.00,16,14.98,1.96,6.25,-3.91,8,138
764918,0.00,0.00,16,14.98,1.96,5.47,-3.91,8,138
764958,0.00,0.00,16,14.98,1.96,5.47,-3.91,8,138
765002,0.00,0.00,16,15.06,1.94,5.47,-3.91,8,138
765034,0.00,0.00,16,15.06,1.94,5.47,-3.91,8,138
765078,0.00,0.00,16,14.02,1.90,5.47,-3.91,8,138
765114,0.00,0.00,16,13.52,1.88,5.47,-3.91,8,138
765154,0.00,0.00,16,13.52,1.88,5.47,-3.91,8,138
765194,0.00,0.00,16,12.30,1.84,5.47,-3.91,8,138
765231,0.00,0.00,16,12.30,1.84,3.91,-3.91,8,138
765271,0.00,0.00,16,12.79,1.86,3.12,-3.91,8,138
765313,0.00,0.00,16,12.25,1.84,2.34,-3.91,8,138
765353,0.00,0.00,16,12.25,1.84,2.34,-3.91,8,138
765385,0.00,0.00,16,12.37,1.82,3.12,-3.91,8,138
765425,0.00,0.00,16,12.37,1.82,3.12,-3.91,8,138
765465,0.00,0.00,16,11.71,1.80,3.12,-3.91,8,138
765505,0.00,0.00,16,11.66,1.80,3.91,-3.91,8,138
765545,0.00,0.00,16,11.66,1.80,3.91,-3.91,8,138
765582,0.00,0.00,16,10.45,1.74,3.12,-3.91,8,138
765622,0.00,0.00,16,10.45,1.74,3.12,-3.91,8,138
765662,0.00,0.00,16,9.26,1.66,3.12,-3.91,8,138
765694,0.00,0.00,16,9.26,1.66,3.12,-3.91,8,138
765736,0.00,0.00,16,8.99,1.66,2.34,-3.91,8,138
765773,0.00,0.00,16,8.61,1.60,1.56,-3.91,8,138
765813,0.00,0.00,16,8.61,1.60,1.56,-3.91,8,138
765849,0.00,0.00,16,7.98,1.62,2.34,-3.91,8,138
765889,0.00,0.00,16,7.98,1.62,1.56,-3.91,8,138
765929,0.00,0.00,16,7.82,1.60,2.34,-3.91,8,138
765968,0.00,0.00,16,8.31,1.64,3.12,-3.91,8,138
766003,0.00,0.00,16,8.31,1.64,3.12,-3.91,8,138
766043,0.00,0.00,16,8.52,1.64,4.69,-3.91,8,138
766083,0.00,0.00,16,8.52,1.64,6.25,-3.91,8,138
766123,0.00,0.00,16,8.14,1.64,8.59,-3.91,8,138
766163,0.00,0.00,16,7.82,1.58,10.94,-3.91,8,138
766203,0.00,0.00,16,7.82,1.58,10.94,-3.91,8,138
766243,0.00,0.00,16,7.78,1.60,11.72,-3.91,8,138
766275,0.00,0.00,16,7.78,1.60,10.94,-3.91,8,138
766314,0.00,0.00,16,8.64,1.64,10.16,-3.91,8,138
766354,0.00,0.00,16,7.74,1.58,10.16,-3.91,8,138
766393,0.00,0.00,16,7.74,1.58,10.16,-3.91,8,138
766433,0.00,0.00,16,7.50,1.58,10.16,-3.91,8,138
768457,0.00,0.00,16,7.50,1.58,10.16,-3.91,8,138
768988,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,138
769028,0.00,0.00,16,5.52,1.44,0.00,-3.91,10,138
769066,0.00,0.00,16,5.55,1.44,0.00,-3.91,10,138
769104,0.00,0.00,16,5.55,1.44,0.00,-3.91,10,138
769144,0.00,0.00,16,5.55,1.44,0.00,-3.91,10,138
769184,0.00,0.00,16,5.55,1.44,0.00,-3.91,10,138
769224,0.00,0.00,16,5.55,1.44,0.00,-3.91,10,138
769267,0.00,0.00,16,5.55,1.44,0.00,-3.91,10,138
769299,0.00,0.00,16,5.55,1.44,0.00,-3.91,10,138
769340,0.00,0.00,16,5.59,1.44,0.00,-3.91,10,138
769373,0.00,0.00,16,5.27,1.42,0.00,-3.91,10,138
769417,0.00,0.00,16,5.27,1.42,0.00,-3.91,10,138
769453,0.00,0.00,16,5.17,1.40,0.00,-3.91,10,138
769497,0.00,0.00,16,5.17,1.40,0.00,-3.91,10,138
769534,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,138
769568,0.00,0.00,16,5.04,1.40,0.00,-3.91,10,138
769608,0.00,0.00,16,5.04,1.40,0.00,-3.91,10,138
769648,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,138
769688,0.00,0.00,16,5.08,1.40,0.00,-3.91,10,138
769728,0.00,0.00,16,5.10,1.40,0.00,-3.91,10,138
769764,0.00,0.00,16,5.27,1.42,0.00,-3.91,10,138
769805,0.00,0.00,16,5.27,1.42,0.00,-3.91,10,138
769843,0.00,0.00,16,5.36,1.42,0.00,-3.91,10,138
769879,0.00,0.00,16,5.36,1.42,0.00,-3.91,10,138
769919,0.00,0.00,16,5.33,1.44,0.00,-3.91,10,138
769959,0.00,0.00,16,5.40,1.44,0.00,-3.91,10,138
769999,0.00,0.00,16,5.40,1.44,0.00,-3.91,10,138
770039,0.00,0.00,16,5.40,1.44,0.00,-3.91,10,138
770075,0.00,0.00,16,5.40,1.44,0.00,-3.91,10,138
770115,0.00,0.00,16,5.46,1.44,0.00,-3.91,10,138
770147,0.00,0.00,16,5.46,1.44,0.00,-3.91,10,138
770189,0.00,0.00,16,5.40,1.42,0.00,-3.91,10,138
770229,0.00,0.00,16,5.36,1.44,0.00,-3.91,10,138
770268,0.00,0.00,16,5.36,1.44,0.00,-3.91,10,138
770310,0.00,0.00,16,5.33,1.42,0.00,-3.91,10,138
770343,0.00,0.00,16,5.33,1.42,0.00,-3.91,10,138
770389,0.00,0.00,16,5.33,1.42,0.00,-3.91,10,138
770421,0.00,0.00,16,5.30,1.42,0.00,-3.91,10,138
770461,0.00,0.00,16,5.30,1.42,0.00,-3.91,10,138
770497,0.00,0.00,16,5.21,1.42,0.00,-3.91,10,138
770538,0.00,0.00,16,5.21,1.42,0.00,-3.91,8,138
770578,0.00,0.00,16,5.14,1.40,-0.78,-3.91,8,138
770618,0.00,0.00,16,5.10,1.40,-2.34,-3.91,8,138
770657,0.00,0.00,16,5.10,1.40,-3.12,-3.91,8,138
770697,0.00,0.00,16,4.97,1.40,-3.91,-3.91,8,138
770734,0.00,0.00,16,4.97,1.40,-3.91,-3.91,8,138
770777,0.00,0.00,16,4.95,1.40,-4.69,-3.91,8,138
770809,0.00,0.00,16,4.88,1.40,-4.69,-3.91,8,138
770849,0.00,0.00,16,4.88,1.40,-5.47,-3.91,8,138
770885,0.00,0.00,16,4.97,1.42,-6.25,-3.91,8,138
770925,0.00,0.00,16,4.97,1.42,-6.25,-3.91,8,138
770966,0.00,0.00,16,5.30,1.44,-7.03,-3.91,8,138
771005,0.00,0.00,16,5.30,1.44,-7.03,-3.91,8,138
771045,0.00,0.00,16,5.59,1.44,-7.81,-3.91,8,138
771082,0.00,0.00,16,5.81,1.48,-7.81,-3.91,8,138
771122,0.00,0.00,16,5.81,1.48,-9.38,-3.91,8,138
771162,0.00,0.00,16,6.22,1.50,-10.16,-3.91,8,138
771194,0.00,0.00,16,6.22,1.50,-10.16,-3.91,8,138
771234,0.00,0.00,16,6.59,1.54,-11.72,-3.91,8,138
771274,0.00,0.00,16,7.22,1.56,-12.50,-3.91,8,138
771315,0.00,0.00,16,7.22,1.56,-12.50,-3.91,8,138
771356,0.00,0.00,16,7.74,1.62,-13.28,-3.91,8,138
771390,0.00,0.00,16,7.74,1.62,-12.50,-3.91,8,138
771432,0.00,0.00,16,8.65,1.66,-12.50,-3.91,8,138
771464,0.00,0.00,16,9.17,1.68,-12.50,-3.91,8,138
771504,0.00,0.00,16,9.17,1.68,-10.94,-3.91,8,138
771544,0.00,0.00,16,9.61,1.72,-10.94,-3.91,8,138
771584,0.00,0.00,16,9.61,1.72,-10.16,-3.91,8,138
771624,0.00,0.00,16,10.49,1.76,-9.38,-3.91,8,138
771660,0.00,0.00,16,10.49,1.76,-8.59,-3.91,8,138
771700,0.00,0.00,16,11.19,1.78,-8.59,-3.91,8,138
771740,0.00,0.00,16,11.56,1.80,-8.59,-3.91,8,138
771781,0.00,0.00,16,11.56,1.80,-7.81,-3.91,8,138
771816,0.00,0.00,16,11.99,1.82,-7.81,-3.91,8,138
771857,0.00,0.00,16,11.99,1.82,-7.81,-3.91,8,138
771897,0.00,0.00,16,12.26,1.84,-7.03,-5.47,8,138
771929,0.00,0.00,16,12.64,1.86,-7.03,-5.47,8,138
771971,0.00,0.00,16,12.64,1.86,-6.25,-5.47,8,138
772011,0.00,0.00,16,13.01,1.86,-5.47,-5.47,8,138
772051,0.00,0.00,16,13.01,1.86,-4.69,-5.47,8,138
772091,0.00,0.00,16,13.39,1.88,-3.91,-5.47,8,138
772123,0.00,0.00,16,13.71,1.90,-3.12,-5.47,8,138
772168,0.00,0.00,16,13.71,1.90,-2.34,-5.47,8,138
772200,0.00,0.00,16,14.15,1.90,-1.56,-5.47,8,138
772240,0.00,0.00,16,14.15,1.90,-0.78,-5.47,8,138
772280,0.00,0.00,16,14.53,1.92,0.00,-5.47,8,138
772323,0.00,0.00,16,14.98,1.94,0.00,-5.47,8,138
772355,0.00,0.00,16,14.98,1.94,0.78,-5.47,8,138
772398,0.00,0.00,16,15.41,1.94,0.00,-5.47,8,138
772434,0.00,0.00,16,15.41,1.94,0.78,-5.47,8,138
772476,0.00,0.00,16,15.92,1.98,0.78,-5.47,8,138
772516,0.00,0.00,16,17.03,2.02,1.56,-5.47,8,138
772548,0.00,0.00,16,17.03,2.02,1.56,-5.47,8,138
772591,0.00,0.00,16,18.26,2.04,1.56,-5.47,8,138
772630,0.00,0.00,16,18.26,2.04,2.34,-5.47,8,138
772665,0.00,0.00,16,18.65,2.06,1.56,-5.47,8,138
772707,0.00,0.00,16,18.65,2.06,1.56,-5.47,8,138
772742,0.00,0.00,16,19.20,2.08,0.78,-5.47,8,138
772787,0.00,0.00,16,19.65,2.10,0.78,-5.47,8,138
772827,0.00,0.00,16,19.65,2.10,0.78,-5.47,8,138
772861,0.00,0.00,16,20.17,2.12,0.78,-5.47,8,138
772905,0.00,0.00,16,20.17,2.12,0.78,-5.47,8,138
772940,0.00,0.00,16,20.68,2.12,0.78,-5.47,8,138
772980,0.00,0.00,16,21.20,2.14,0.78,-5.47,8,138
773017,0.00,0.00,16,21.20,2.14,1.56,-5.47,8,138
773057,0.00,0.00,16,21.28,2.14,0.78,-5.47,8,138
773094,0.00,0.00,16,21.28,2.14,1.56,-5.47,8,138
773134,0.00,0.00,16,21.63,2.14,0.78,-5.47,8,138
773176,0.00,0.00,16,21.97,2.16,1.56,-5.47,8,138
773208,0.00,0.00,16,21.97,2.16,1.56,-5.47,8,138
773250,0.00,0.00,16,22.41,2.18,1.56,-5.47,8,138
773290,0.00,0.00,16,22.41,2.18,1.56,-5.47,8,138
773328,0.00,0.00,16,23.16,2.20,2.34,-5.47,8,138
773368,0.00,0.00,16,23.65,2.20,3.12,-5.47,8,138
773408,0.00,0.00,16,23.65,2.20,3.12,-5.47,8,138
773440,0.00,0.00,16,24.32,2.22,3.12,-5.47,8,138
773483,0.00,0.00,16,24.32,2.22,3.91,-5.47,8,138
773522,0.00,0.00,16,24.90,2.24,3.91,-5.47,8,138
773562,0.00,0.00,16,24.90,2.24,3.12,-5.47,8,138
773602,0.00,0.00,16,25.68,2.26,3.91,-5.47,8,138
773634,0.00,0.00,16,26.09,2.26,3.91,-5.47,8,138
773674,0.00,0.00,16,26.09,2.26,3.91,-5.47,8,138
773716,0.00,0.00,16,26.42,2.28,3.91,-5.47,8,138
773756,0.00,0.00,16,26.42,2.28,3.91,-5.47,8,138
773795,0.00,0.00,16,26.93,2.28,3.91,-5.47,8,138
773833,0.00,0.00,16,27.77,2.30,3.91,-5.47,8,138
773871,0.00,0.00,16,27.77,2.30,3.91,-5.47,8,138
773911,0.00,0.00,16,28.09,2.30,3.91,-5.47,8,138
773943,0.00,0.00,16,28.09,2.30,3.91,-5.47,8,138
773985,0.00,0.00,16,28.09,2.32,3.12,-5.47,8,138
774026,0.00,0.00,16,28.71,2.32,3.12,-5.47,8,138
774064,0.00,0.00,16,28.71,2.32,3.12,-5.47,8,138
774105,0.00,0.00,16,28.92,2.34,3.91,-5.47,8,138
774137,0.00,0.00,16,28.92,2.34,3.91,-5.47,8,138
774181,0.00,0.00,16,29.36,2.34,3.91,-5.47,8,138
774221,0.00,0.00,16,29.36,2.34,3.91,-5.47,8,138
774254,0.00,0.00,16,29.36,2.34,3.91,-5.47,8,138
774299,0.00,0.00,16,29.25,2.34,3.91,-5.47,8,138
774331,0.00,0.00,16,29.25,2.34,3.91,-5.47,8,138
774371,0.00,0.00,16,29.36,2.34,3.91,-5.47,8,138
774411,0.00,0.00,16,29.36,2.34,3.91,-5.47,8,138
774451,0.00,0.00,16,29.36,2.34,3.91,-5.47,8,138
774491,0.00,0.00,16,28.92,2.34,3.91,-5.47,8,138
774531,0.00,0.00,16,28.92,2.34,3.12,-5.47,8,138
774571,0.00,0.00,16,28.71,2.32,3.12,-5.47,8,138
774603,0.00,0.00,16,28.71,2.32,3.12,-5.47,8,138
774643,0.00,0.00,16,28.29,2.32,3.12,-5.47,8,138
774683,0.00,0.00,16,28.09,2.32,2.34,-5.47,8,138
774723,0.00,0.00,16,28.09,2.32,1.56,-5.47,8,138
774763,0.00,0.00,16,27.67,2.30,1.56,-3.91,8,138
774800,0.00,0.00,16,27.67,2.30,1.56,-3.91,8,138
774840,0.00,0.00,16,26.82,2.30,1.56,-3.91,8,138
774880,0.00,0.00,16,26.53,2.28,1.56,-3.91,8,138
774912,0.00,0.00,16,26.53,2.28,1.56,-3.91,8,138
774952,0.00,0.00,16,26.51,2.28,1.56,-3.91,8,138
774992,0.00,0.00,16,26.51,2.28,1.56,-3.91,8,138
775028,0.00,0.00,16,26.62,2.28,1.56,-3.91,8,138
775068,0.00,0.00,16,23.35,2.16,1.56,-3.91,8,138
775108,0.00,0.00,16,23.35,2.16,1.56,-3.91,8,138
775152,0.00,0.00,16,11.46,1.72,0.78,-3.91,8,138
775186,0.00,0.00,16,11.46,1.72,0.00,-3.91,8,138
775226,0.00,0.00,16,9.56,1.72,0.00,-3.91,10,138
775267,0.00,0.00,16,11.15,1.78,0.00,-3.91,10,138
775299,0.00,0.00,16,11.15,1.78,0.00,-3.91,10,138
775345,0.00,0.00,16,12.69,1.86,0.00,-3.91,10,138
775377,0.00,0.00,16,12.69,1.86,0.00,-3.91,10,138
775417,0.00,0.00,16,13.20,1.86,0.00,-3.91,10,138
775460,0.00,0.00,16,13.20,1.86,0.00,-3.91,10,138
775495,0.00,0.00,16,13.26,1.88,0.00,-3.91,10,138
775535,0.00,0.00,16,13.01,1.86,0.00,-3.91,10,138
775575,0.00,0.00,16,13.01,1.86,0.00,-3.91,10,138
775616,0.00,0.00,16,12.85,1.84,0.00,-3.91,10,138
775656,0.00,0.00,16,12.85,1.84,0.00,-3.91,10,138
775688,0.00,0.00,16,12.19,1.82,0.00,-3.91,10,138
775728,0.00,0.00,16,11.29,1.78,0.00,-3.91,10,138
775768,0.00,0.00,16,11.29,1.78,0.00,-3.91,10,138
775808,0.00,0.00,16,10.64,1.72,0.00,-3.91,10,138
775848,0.00,0.00,16,10.64,1.72,0.00,-3.91,10,138
775880,0.00,0.00,16,9.22,1.66,0.00,-3.91,10,138
775920,0.00,0.00,16,8.69,1.64,0.00,-3.91,10,138
775960,0.00,0.00,16,8.69,1.64,0.00,-3.91,10,138
776000,0.00,0.00,16,8.65,1.64,0.00,-3.91,10,138
776037,0.00,0.00,16,8.65,1.64,0.00,-3.91,10,138
776079,0.00,0.00,16,8.36,1.62,0.00,-3.91,10,138
776113,0.00,0.00,16,8.36,1.62,0.00,-3.91,10,138
776155,0.00,0.00,16,8.39,1.62,0.00,-3.91,10,138
776195,0.00,0.00,16,8.31,1.62,0.00,-3.91,10,138
776233,0.00,0.00,16,8.31,1.62,0.00,-3.91,10,140
776270,0.00,0.00,16,8.36,1.62,0.00,-3.91,10,140
776310,0.00,0.00,16,8.36,1.62,0.00,-3.91,10,140
776350,0.00,0.00,16,7.98,1.60,0.00,-3.91,10,140
776390,0.00,0.00,16,7.29,1.56,0.00,-3.91,10,140
776430,0.00,0.00,16,7.29,1.56,0.00,-3.91,10,140
776462,0.00,0.00,16,6.88,1.52,0.00,-3.91,10,140
776502,0.00,0.00,16,6.88,1.52,0.00,-3.91,10,140
776546,0.00,0.00,16,6.48,1.48,0.00,-3.91,10,140
776578,0.00,0.00,16,5.23,1.40,0.00,-3.91,10,140
776618,0.00,0.00,16,5.23,1.40,0.00,-3.91,10,140
776661,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,140
776694,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,140
776734,0.00,0.00,16,4.88,1.40,0.00,-3.91,10,140
776779,0.00,0.00,16,5.36,1.44,0.00,-3.91,10,140
776811,0.00,0.00,16,5.36,1.44,0.00,-3.91,10,140
776853,0.00,0.00,16,6.09,1.50,0.00,-3.91,10,140
776893,0.00,0.00,16,6.09,1.50,0.00,-3.91,10,140
776925,0.00,0.00,16,6.62,1.54,0.00,-3.91,10,140
776965,0.00,0.00,16,7.41,1.58,0.00,-3.91,10,140
777005,0.00,0.00,16,7.41,1.58,0.00,-3.91,10,140
777046,0.00,0.00,16,7.82,1.60,0.00,-3.91,10,140
777086,0.00,0.00,16,7.82,1.60,0.00,-3.91,10,140
777126,0.00,0.00,16,8.31,1.64,0.00,-3.91,10,140
777158,0.00,0.00,16,8.31,1.64,0.00,-3.91,8,140
777198,0.00,0.00,16,8.74,1.66,-1.56,-3.91,8,140
777237,0.00,0.00,16,9.13,1.68,-3.91,-3.91,8,140
777278,0.00,0.00,16,9.13,1.68,-6.25,-3.91,8,140
777318,0.00,0.00,16,9.88,1.72,-7.03,-3.91,8,140
777350,0.00,0.00,16,9.88,1.72,-7.81,-3.91,8,140
777396,0.00,0.00,16,10.69,1.78,-7.81,-3.91,8,140
777428,0.00,0.00,16,11.93,1.82,-6.25,-3.91,8,140
777468,0.00,0.00,16,11.93,1.82,-4.69,-3.91,8,140
777508,0.00,0.00,16,12.63,1.86,-2.34,-3.91,8,140
777548,0.00,0.00,16,12.63,1.86,-1.56,-3.91,8,140
777590,0.00,0.00,16,13.58,1.90,0.00,-3.91,8,140
777622,0.00,0.00,16,14.28,1.92,0.78,-3.91,8,140
777662,0.00,0.00,16,14.28,1.92,1.56,-3.91,8,140
777702,0.00,0.00,16,15.41,1.96,1.56,-3.91,8,140
777742,0.00,0.00,16,15.41,1.96,1.56,-3.91,8,140
777778,0.00,0.00,16,16.36,1.98,0.78,-3.91,8,140
777818,0.00,0.00,16,16.74,2.00,0.00,-3.91,8,140
777858,0.00,0.00,16,16.74,2.00,-0.78,-3.91,8,140
777898,0.00,0.00,16,16.96,2.00,-1.56,-3.91,8,140
777938,0.00,0.00,16,16.96,2.00,-2.34,-3.91,8,140
777975,0.00,0.00,16,17.03,2.00,-3.12,-3.91,8,140
778014,0.00,0.00,16,17.03,2.00,-3.12,-3.91,8,140
778054,0.00,0.00,16,18.34,2.08,-3.91,-3.91,8,140
778094,0.00,0.00,16,21.89,2.18,-3.91,-5.47,8,140
778126,0.00,0.00,16,21.89,2.18,-3.12,-5.47,8,140
778170,0.00,0.00,16,24.51,2.22,-2.34,-5.47,8,140
778202,0.00,0.00,16,24.51,2.22,-2.34,-5.47,8,140
778243,0.00,0.00,16,25.00,2.24,-1.56,-5.47,8,140
778283,0.00,0.00,16,25.20,2.24,-3.12,-5.47,8,140
778323,0.00,0.00,16,25.20,2.24,-4.69,-5.47,8,140
778363,0.00,0.00,16,25.29,2.24,-4.69,-5.47,8,140
778403,0.00,0.00,16,25.29,2.24,-3.91,-5.47,8,140
778443,0.00,0.00,16,25.59,2.24,-2.34,-5.47,8,140
778475,0.00,0.00,16,25.90,2.28,-2.34,-5.47,8,140
778515,0.00,0.00,16,25.90,2.28,-0.78,-5.47,8,140
778555,0.00,0.00,16,26.94,2.28,0.00,-5.47,8,140
778595,0.00,0.00,16,26.94,2.28,1.56,-5.47,8,140
778631,0.00,0.00,16,27.25,2.30,2.34,-5.47,8,140
778671,0.00,0.00,16,27.67,2.30,2.34,-5.47,8,140
778711,0.00,0.00,16,27.67,2.30,1.56,-5.47,8,140
778751,0.00,0.00,16,28.30,2.32,1.56,-5.47,8,140
778788,0.00,0.00,16,28.30,2.32,0.78,-5.47,8,140
778827,0.00,0.00,16,28.50,2.32,0.78,-5.47,8,140
778867,0.00,0.00,16,28.50,2.32,1.56,-5.47,8,140
778907,0.00,0.00,16,29.14,2.34,1.56,-5.47,8,140
778939,0.00,0.00,16,29.93,2.36,2.34,-5.47,8,140
778979,0.00,0.00,16,29.93,2.36,3.12,-5.47,8,140
779019,0.00,0.00,16,29.82,2.36,3.91,-5.47,8,140
779059,0.00,0.00,16,29.82,2.36,3.91,-5.47,8,140
779095,0.00,0.00,16,30.69,2.36,3.91,-5.47,8,140
779135,0.00,0.00,16,31.14,2.38,3.12,-5.47,8,140
779175,0.00,0.00,16,31.14,2.38,3.91,-5.47,8,140
779217,0.00,0.00,16,31.36,2.38,3.91,-5.47,8,140
779249,0.00,0.00,16,31.36,2.38,3.91,-5.47,8,140
779289,0.00,0.00,16,31.92,2.40,3.91,-5.47,8,140
779329,0.00,0.00,16,32.37,2.40,4.69,-5.47,8,140
779370,0.00,0.00,16,32.37,2.40,4.69,-5.47,8,140
779409,0.00,0.00,16,32.71,2.42,4.69,-5.47,8,140
779448,0.00,0.00,16,32.71,2.42,4.69,-5.47,8,140
779488,0.00,0.00,16,33.45,2.44,5.47,-5.47,8,138
779520,0.00,0.00,16,33.94,2.44,5.47,-5.47,8,138
779560,0.00,0.00,16,33.94,2.44,4.69,-5.47,8,138
779600,0.00,0.00,16,34.06,2.44,4.69,-5.47,8,138
779640,0.00,0.00,16,34.06,2.44,3.91,-5.47,8,138
779680,0.00,0.00,16,35.05,2.44,3.91,-5.47,8,138
779720,0.00,0.00,16,35.05,2.44,4.69,-5.47,8,138
779760,0.00,0.00,16,34.18,2.44,4.69,-5.47,8,138
779798,0.00,0.00,16,33.57,2.44,4.69,-5.47,8,138
779830,0.00,0.00,16,33.57,2.44,4.69,-5.47,8,138
779875,0.00,0.00,16,33.33,2.42,3.91,-5.47,8,138
779915,0.00,0.00,16,33.33,2.42,4.69,-5.47,8,138
779950,0.00,0.00,16,32.71,2.40,4.69,-5.47,8,138
779990,0.00,0.00,16,32.26,2.40,4.69,-5.47,8,138
780026,0.00,0.00,16,32.26,2.40,4.69,-5.47,8,138
780067,0.00,0.00,16,31.25,2.38,3.91,-5.47,8,138
780102,0.00,0.00,16,31.25,2.38,4.69,-5.47,8,138
780144,0.00,0.00,16,29.69,2.32,3.91,-5.47,8,138
780183,0.00,0.00,16,26.51,2.28,3.12,-5.47,8,138
780218,0.00,0.00,16,26.51,2.28,3.12,-5.47,8,138
780258,0.00,0.00,16,25.99,2.28,0.78,-5.47,8,138
780298,0.00,0.00,16,25.99,2.28,0.00,-5.47,8,138
780338,0.00,0.00,16,25.38,2.24,0.78,-5.47,8,138
780376,0.00,0.00,16,23.74,2.22,0.78,-5.47,8,138
780414,0.00,0.00,16,23.74,2.22,1.56,-5.47,8,138
780454,0.00,0.00,16,21.80,2.16,2.34,-3.91,8,138
780494,0.00,0.00,16,21.80,2.16,3.12,-3.91,8,138
780534,0.00,0.00,16,20.76,2.12,2.34,-3.91,8,138
780566,0.00,0.00,16,20.76,2.12,1.56,-3.91,8,138
780606,0.00,0.00,16,19.74,2.08,-0.78,-3.91,8,138
780646,0.00,0.00,16,18.80,2.06,-2.34,-3.91,8,138
780683,0.00,0.00,16,18.80,2.06,-3.91,-3.91,8,138
780723,0.00,0.00,16,16.51,2.00,-4.69,-3.91,8,138
780763,0.00,0.00,16,16.51,2.00,-5.47,-3.91,8,138
780797,0.00,0.00,16,14.47,1.92,-6.25,-3.91,8,138
780837,0.00,0.00,16,12.37,1.82,-7.81,-3.91,8,138
780881,0.00,0.00,16,12.37,1.82,-7.81,-3.91,8,138
780913,0.00,0.00,16,11.24,1.80,0.00,-3.91,10,138
780955,0.00,0.00,16,11.24,1.80,0.00,-3.91,10,138
780993,0.00,0.00,16,12.36,1.84,0.00,-3.91,10,138
781033,0.00,0.00,16,12.90,1.86,0.00,-3.91,10,138
781073,0.00,0.00,16,12.90,1.86,0.00,-3.91,10,138
781113,0.00,0.00,16,12.74,1.86,0.00,-3.91,10,138
781153,0.00,0.00,16,12.74,1.86,0.00,-3.91,10,138
781187,0.00,0.00,16,12.69,1.84,0.00,-3.91,10,138
781227,0.00,0.00,16,12.70,1.84,0.00,-3.91,10,138
781267,0.00,0.00,16,12.70,1.84,0.00,-3.91,10,138
781305,0.00,0.00,16,12.70,1.84,0.00,-3.91,10,138
781341,0.00,0.00,16,12.70,1.84,0.00,-3.91,10,138
781385,0.00,0.00,16,12.41,1.84,0.00,-3.91,10,138
781422,0.00,0.00,16,12.41,1.84,0.00,-3.91,10,138
781458,0.00,0.00,16,12.31,1.84,0.00,-3.91,10,138
781502,0.00,0.00,16,12.31,1.84,0.00,-3.91,10,138
781542,0.00,0.00,16,12.31,1.84,0.00,-3.91,10,138
781575,0.00,0.00,16,12.19,1.82,0.00,-3.91,10,138
781615,0.00,0.00,16,12.19,1.82,0.00,-3.91,10,138
781655,0.00,0.00,16,11.77,1.80,0.00,-3.91,10,138
781692,0.00,0.00,16,11.61,1.80,0.00,-3.91,10,138
781732,0.00,0.00,16,11.61,1.80,0.00,-3.91,10,136
781772,0.00,0.00,16,11.29,1.78,0.00,-3.91,10,136
781811,0.00,0.00,16,11.29,1.78,0.00,-3.91,10,136
781851,0.00,0.00,16,11.09,1.78,0.00,-3.91,10,136
781886,0.00,0.00,16,10.89,1.76,0.00,-3.91,10,136
781926,0.00,0.00,16,10.89,1.76,0.00,-3.91,10,136
781966,0.00,0.00,16,10.99,1.76,0.00,-3.91,10,136
782006,0.00,0.00,16,10.99,1.76,0.00,-3.91,10,136
782038,0.00,0.00,16,10.78,1.76,0.00,-3.91,10,136
782083,0.00,0.00,16,10.78,1.76,0.00,-3.91,10,136
782115,0.00,0.00,16,10.78,1.76,0.00,-3.91,10,136
782161,0.00,0.00,16,10.79,1.76,0.00,-3.91,10,136
782197,0.00,0.00,16,10.79,1.76,0.00,-3.91,10,136
782234,0.00,0.00,16,10.49,1.74,0.00,-3.91,10,136
782274,0.00,0.00,16,10.49,1.74,0.00,-3.91,10,136
782314,0.00,0.00,16,10.38,1.72,0.00,-3.91,10,136
782354,0.00,0.00,16,10.28,1.74,0.00,-3.91,10,136
782394,0.00,0.00,16,10.28,1.74,0.00,-3.91,10,136
782430,0.00,0.00,16,10.27,1.72,0.00,-3.91,10,136
782470,0.00,0.00,16,10.27,1.72,0.00,-3.91,10,136
782502,0.00,0.00,16,10.17,1.72,0.00,-3.91,10,136
782542,0.00,0.00,16,9.79,1.72,0.00,-3.91,10,136
782582,0.00,0.00,16,9.79,1.72,0.00,-3.91,10,136
782626,0.00,0.00,16,9.93,1.70,0.00,-3.91,10,136
782658,0.00,0.00,16,9.93,1.70,0.00,-3.91,10,136
782698,0.00,0.00,16,9.70,1.70,0.00,-3.91,10,136
782738,0.00,0.00,16,9.75,1.70,0.00,-3.91,10,136
782774,0.00,0.00,16,9.75,1.70,0.00,-3.91,10,136
782814,0.00,0.00,16,9.56,1.68,0.00,-3.91,10,136
782858,0.00,0.00,16,9.56,1.68,0.00,-3.91,10,136
782890,0.00,0.00,16,9.39,1.68,0.00,-3.91,10,136
782930,0.00,0.00,16,9.26,1.68,0.00,-3.91,10,136
782968,0.00,0.00,16,9.26,1.68,0.00,-3.91,10,136
783008,0.00,0.00,16,9.26,1.68,0.00,-3.91,10,136
